,Name2,Name1,ObjectID,Name,OriginID,DestinationID,DestinationRank,Total_Length,Location,Location_Og2,Name_corr
1,Location 1,Location 1,1,Location 1 - Location 1,1,1,1,0,1A,1A,1A-1A
2,Location 1,Location 68,65,Location 1 - Location 68,1,68,65,65634.07906,MAL.6,1A,MAL.6-1A
3,Location 1,Location 56,75,Location 1 - Location 56,1,56,75,65944.26826,MAL.10b,1A,MAL.10b-1A
4,Location 1,Location 87,55,Location 1 - Location 87,1,87,55,59415.42304,SBF.1,1A,SBF.1-1A
5,Location 1,Location 44,105,Location 1 - Location 44,1,44,105,72885.72391,YBUS_I80_180_3,1A,YBUS_I80_180_3-1A
6,Location 1,Location 17,109,Location 1 - Location 17,1,17,109,75170.70391,Abv_swanston_180,1A,Abv_swanston_180-1A
7,Location 1,Location 90,29,Location 1 - Location 90,1,90,29,26506.65037,SBGU.2,1A,SBGU.2-1A
8,Location 1,Location 79,45,Location 1 - Location 79,1,79,45,37165.1203,SACD.3,1A,SACD.3-1A
9,Location 1,Location 20,10,Location 1 - Location 20,1,20,10,5364.612687,BF.1,1A,BF.1-1A
10,Location 1,Location 11,14,Location 1 - Location 11,1,11,14,7432.524825,3C,1A,3C-1A
11,Location 1,Location 67,66,Location 1 - Location 67,1,67,66,65690.43294,MAL.5,1A,MAL.5-1A
12,Location 1,Location 55,71,Location 1 - Location 55,1,55,71,65872.42918,MAL.10a,1A,MAL.10a-1A
13,Location 1,Location 28,39,Location 1 - Location 28,1,28,39,33738.88933,CCH.1-HR2,1A,CCH.1-HR2-1A
14,Location 1,Location 43,106,Location 1 - Location 43,1,43,106,72918.99924,YBUS_I80_180_2,1A,YBUS_I80_180_2-1A
15,Location 1,Location 16,19,Location 1 - Location 16,1,16,19,12815.79306,5D,1A,5D-1A
16,Location 1,Location 9,12,Location 1 - Location 9,1,9,12,7317.595589,3A,1A,3A-1A
17,Location 1,Location 78,46,Location 1 - Location 78,1,78,46,37251.51367,SACD.2,1A,SACD.2-1A
18,Location 1,Location 2,2,Location 1 - Location 2,1,2,2,0,1B,1A,1B-1A
19,Location 1,Location 109,112,Location 1 - Location 109,1,109,112,123396.0498,Tisdale Weir,1A,Tisdale Weir-1A
20,Location 1,Location 66,67,Location 1 - Location 66,1,66,67,65717.70922,MAL.4,1A,MAL.4-1A
21,Location 1,Location 54,69,Location 1 - Location 54,1,54,69,65785.81318,MAL.1,1A,MAL.1-1A
22,Location 1,Location 97,62,Location 1 - Location 97,1,97,62,65062.79074,St61,1A,St61-1A
23,Location 1,Location 42,90,Location 1 - Location 42,1,42,90,71872.19573,YBUS_I80_180_18,1A,YBUS_I80_180_18-1A
24,Location 1,Location 85,21,Location 1 - Location 85,1,85,21,14692.16596,SBE.d,1A,SBE.d-1A
25,Location 1,Location 30,41,Location 1 - Location 30,1,30,41,33749.08509,CCH.2-HR2,1A,CCH.2-HR2-1A
26,Location 1,Location 89,31,Location 1 - Location 89,1,89,31,26600.96814,SBGD.2,1A,SBGD.2-1A
27,Location 1,Location 19,57,Location 1 - Location 19,1,19,57,61958.29808,Lisbon Weir 180kHz,1A,Lisbon Weir 180kHz-1A
28,Location 1,Location 108,27,Location 1 - Location 108,1,108,27,17225.49907,STMU.2,1A,STMU.2-1A
29,Location 1,Location 77,47,Location 1 - Location 77,1,77,47,37267.8934,SACD.1,1A,SACD.1-1A
30,Location 1,Location 65,68,Location 1 - Location 65,1,65,68,65747.47158,MAL.2,1A,MAL.2-1A
31,Location 1,Location 53,52,Location 1 - Location 53,1,53,52,50421.13557,LPS.u,1A,LPS.u-1A
32,Location 1,Location 26,40,Location 1 - Location 26,1,26,40,33749.08509,YB_BCW2,1A,YB_BCW2-1A
33,Location 1,Location 84,24,Location 1 - Location 84,1,84,24,16874.91118,SACU.4,1A,SACU.4-1A
34,Location 1,Location 41,91,Location 1 - Location 41,1,41,91,71967.20116,YBUS_I80_180_17,1A,YBUS_I80_180_17-1A
35,Location 1,Location 88,54,Location 1 - Location 88,1,88,54,59309.94182,SBF.2,1A,SBF.2-1A
36,Location 1,Location 60,76,Location 1 - Location 60,1,60,76,65975.67642,MAL.12b,1A,MAL.12b-1A
37,Location 1,Location 18,48,Location 1 - Location 18,1,18,48,40369.96159,YB_ToeDrain_Base,1A,YB_ToeDrain_Base-1A
38,Location 1,Location 76,51,Location 1 - Location 76,1,76,51,47547.00385,Abv_rstr,1A,Abv_rstr-1A
39,Location 1,Location 64,79,Location 1 - Location 64,1,64,79,66006.2415,MAL.18,1A,MAL.18-1A
40,Location 1,Location 52,53,Location 1 - Location 52,1,52,53,50508.11453,LPS.d,1A,LPS.d-1A
41,Location 1,Location 25,36,Location 1 - Location 25,1,25,36,33195.62638,YB_BCW,1A,YB_BCW-1A
42,Location 1,Location 95,86,Location 1 - Location 95,1,95,86,66637.22633,St55,1A,St55-1A
43,Location 1,Location 99,63,Location 1 - Location 99,1,99,63,65064.08488,St63,1A,St63-1A
44,Location 1,Location 13,17,Location 1 - Location 13,1,13,17,12706.72109,5A,1A,5A-1A
45,Location 1,Location 102,60,Location 1 - Location 102,1,102,60,65027.08122,St66,1A,St66-1A
46,Location 1,Location 71,72,Location 1 - Location 71,1,71,72,65895.3475,MAL.8a,1A,MAL.8a-1A
47,Location 1,Location 75,110,Location 1 - Location 75,1,75,110,85961.53075,RD22,1A,RD22-1A
48,Location 1,Location 63,81,Location 1 - Location 63,1,63,81,66052.93827,MAL.17,1A,MAL.17-1A
49,Location 1,Location 51,108,Location 1 - Location 51,1,51,108,72975.96222,I80_1,1A,I80_1-1A
50,Location 1,Location 36,94,Location 1 - Location 36,1,36,94,72408.24043,YBUS_I80_180_12,1A,YBUS_I80_180_12-1A
51,Location 1,Location 94,88,Location 1 - Location 94,1,94,88,66664.93829,St54,1A,St54-1A
52,Location 1,Location 4,3,Location 1 - Location 4,1,4,3,89.17051716,1D,1A,1D-1A
53,Location 1,Location 24,38,Location 1 - Location 24,1,24,38,33726.90128,YB_BCE2,1A,YB_BCE2-1A
54,Location 1,Location 70,80,Location 1 - Location 70,1,70,80,66031.11236,MAL.7b,1A,MAL.7b-1A
55,Location 1,Location 101,61,Location 1 - Location 101,1,101,61,65034.59112,St65,1A,St65-1A
56,Location 1,Location 59,70,Location 1 - Location 59,1,59,70,65841.44079,MAL.12a,1A,MAL.12a-1A
57,Location 1,Location 105,35,Location 1 - Location 105,1,105,35,32552.79745,STMD.3,1A,STMD.3-1A
58,Location 1,Location 62,83,Location 1 - Location 62,1,62,83,66089.37414,MAL.14,1A,MAL.14-1A
59,Location 1,Location 35,97,Location 1 - Location 35,1,35,97,72521.93078,YBUS_I80_180_11,1A,YBUS_I80_180_11-1A
60,Location 1,Location 93,85,Location 1 - Location 93,1,93,85,66629.60608,St53,1A,St53-1A
61,Location 1,Location 50,98,Location 1 - Location 50,1,50,98,72521.93078,YBUS_I80_180_9,1A,YBUS_I80_180_9-1A
62,Location 1,Location 23,37,Location 1 - Location 23,1,23,37,33220.20814,YB_BCE,1A,YB_BCE-1A
63,Location 1,Location 27,43,Location 1 - Location 27,1,27,43,33856.01292,CCH.1,1A,CCH.1-1A
64,Location 1,Location 100,59,Location 1 - Location 100,1,100,59,65022.03747,St64,1A,St64-1A
65,Location 1,Location 58,78,Location 1 - Location 58,1,58,78,66006.2415,MAL.11b,1A,MAL.11b-1A
66,Location 1,Location 73,50,Location 1 - Location 73,1,73,50,47422.85266,MOK.d,1A,MOK.d-1A
67,Location 1,Location 61,82,Location 1 - Location 61,1,61,82,66089.37414,MAL.13,1A,MAL.13-1A
68,Location 1,Location 34,99,Location 1 - Location 34,1,34,99,72642.18891,YBUS_I80_180_10,1A,YBUS_I80_180_10-1A
69,Location 1,Location 110,56,Location 1 - Location 110,1,110,56,59704.59885,Verona,1A,Verona-1A
70,Location 1,Location 5,6,Location 1 - Location 5,1,5,6,3198.122278,2A,1A,2A-1A
71,Location 1,Location 96,89,Location 1 - Location 96,1,96,89,66668.92553,St56,1A,St56-1A
72,Location 1,Location 111,58,Location 1 - Location 111,1,111,58,64956.0995,Yolo Bypass @ Fremont Weir,1A,Yolo Bypass @ Fremont Weir-1A
73,Location 1,Location 10,13,Location 1 - Location 10,1,10,13,7330.935047,3B,1A,3B-1A
74,Location 1,Location 69,74,Location 1 - Location 69,1,69,74,65932.05808,MAL.7a,1A,MAL.7a-1A
75,Location 1,Location 72,77,Location 1 - Location 72,1,72,77,65991.18763,MAL.8b,1A,MAL.8b-1A
76,Location 1,Location 3,4,Location 1 - Location 3,1,3,4,106.358772,1C,1A,1C-1A
77,Location 1,Location 45,103,Location 1 - Location 45,1,45,103,72830.24421,YBUS_I80_180_4,1A,YBUS_I80_180_4-1A
78,Location 1,Location 112,111,Location 1 - Location 112,1,112,111,85982.16608,Yolo Bypass @ I5,1A,Yolo Bypass @ I5-1A
79,Location 1,Location 49,100,Location 1 - Location 49,1,49,100,72642.18891,YBUS_I80_180_8,1A,YBUS_I80_180_8-1A
80,Location 1,Location 37,95,Location 1 - Location 37,1,37,95,72408.24043,YBUS_I80_180_13,1A,YBUS_I80_180_13-1A
81,Location 1,Location 21,11,Location 1 - Location 21,1,21,11,5370.996228,BF.2,1A,BF.2-1A
82,Location 1,Location 12,15,Location 1 - Location 12,1,12,15,7432.524825,3D,1A,3D-1A
83,Location 1,Location 83,25,Location 1 - Location 83,1,83,25,16885.76634,SACU.3,1A,SACU.3-1A
84,Location 1,Location 40,92,Location 1 - Location 40,1,40,92,72131.80158,YBUS_I80_180_16,1A,YBUS_I80_180_16-1A
85,Location 1,Location 29,42,Location 1 - Location 29,1,29,42,33844.97063,CCH.2,1A,CCH.2-1A
86,Location 1,Location 38,96,Location 1 - Location 38,1,38,96,72408.24043,YBUS_I80_180_14,1A,YBUS_I80_180_14-1A
87,Location 1,Location 6,5,Location 1 - Location 6,1,6,5,3186.6187,2B,1A,2B-1A
88,Location 1,Location 32,28,Location 1 - Location 32,1,32,28,26432.60871,GEO.u,1A,GEO.u-1A
89,Location 1,Location 48,102,Location 1 - Location 48,1,48,102,72759.02853,YBUS_I80_180_7,1A,YBUS_I80_180_7-1A
90,Location 1,Location 7,7,Location 1 - Location 7,1,7,7,3262.191443,2C,1A,2C-1A
91,Location 1,Location 103,33,Location 1 - Location 103,1,103,33,32456.84778,STMD.1,1A,STMD.1-1A
92,Location 1,Location 82,23,Location 1 - Location 82,1,82,23,16765.99498,SACU.2,1A,SACU.2-1A
93,Location 1,Location 91,84,Location 1 - Location 91,1,91,84,66626.57901,St51,1A,St51-1A
94,Location 1,Location 98,64,Location 1 - Location 98,1,98,64,65065.68742,St62,1A,St62-1A
95,Location 1,Location 104,32,Location 1 - Location 104,1,104,32,32446.17657,STMD.2,1A,STMD.2-1A
96,Location 1,Location 86,20,Location 1 - Location 86,1,86,20,14596.467,SBE.u,1A,SBE.u-1A
97,Location 1,Location 31,30,Location 1 - Location 31,1,31,30,26513.63888,GEO.d,1A,GEO.d-1A
98,Location 1,Location 47,101,Location 1 - Location 47,1,47,101,72759.02853,YBUS_I80_180_6,1A,YBUS_I80_180_6-1A
99,Location 1,Location 74,49,Location 1 - Location 74,1,74,49,47316.97219,MOK.u,1A,MOK.u-1A
100,Location 1,Location 80,44,Location 1 - Location 80,1,80,44,37151.67737,SACD.4,1A,SACD.4-1A
101,Location 1,Location 81,22,Location 1 - Location 81,1,81,22,16765.99498,SACU.1,1A,SACU.1-1A
102,Location 1,Location 57,73,Location 1 - Location 57,1,57,73,65912.08465,MAL.11a,1A,MAL.11a-1A
103,Location 1,Location 14,16,Location 1 - Location 14,1,14,16,12682.36173,5B,1A,5B-1A
104,Location 1,Location 39,93,Location 1 - Location 39,1,39,93,72247.96333,YBUS_I80_180_15,1A,YBUS_I80_180_15-1A
105,Location 1,Location 33,107,Location 1 - Location 33,1,33,107,72956.0281,YBUS_I80_180_1,1A,YBUS_I80_180_1-1A
106,Location 1,Location 92,87,Location 1 - Location 92,1,92,87,66659.69842,St52,1A,St52-1A
107,Location 1,Location 46,104,Location 1 - Location 46,1,46,104,72830.24421,YBUS_I80_180_5,1A,YBUS_I80_180_5-1A
108,Location 1,Location 15,18,Location 1 - Location 15,1,15,18,12785.98029,5C,1A,5C-1A
109,Location 1,Location 107,26,Location 1 - Location 107,1,107,26,17115.54591,STMU.1,1A,STMU.1-1A
110,Location 1,Location 22,9,Location 1 - Location 22,1,22,9,5288.095612,BF.4,1A,BF.4-1A
111,Location 1,Location 106,34,Location 1 - Location 106,1,106,34,32542.14259,STMD.4,1A,STMD.4-1A
112,Location 1,Location 8,8,Location 1 - Location 8,1,8,8,3262.191443,2D,1A,2D-1A
113,Location 10,Location 2,1025,Location 10 - Location 2,10,2,17,7330.935047,1B,3B,1B-3B
114,Location 10,Location 97,1109,Location 10 - Location 97,10,97,101,72393.72579,St61,3B,St61-3B
115,Location 10,Location 98,1111,Location 10 - Location 98,10,98,103,72396.62247,St62,3B,St62-3B
116,Location 10,Location 55,1069,Location 10 - Location 55,10,55,61,58541.49413,MAL.10a,3B,MAL.10a-3B
117,Location 10,Location 109,1120,Location 10 - Location 109,10,109,112,130726.9848,Tisdale Weir,3B,Tisdale Weir-3B
118,Location 10,Location 105,1043,Location 10 - Location 105,10,105,35,25221.8624,STMD.3,3B,STMD.3-3B
119,Location 10,Location 43,1098,Location 10 - Location 43,10,43,90,65588.06419,YBUS_I80_180_2,3B,YBUS_I80_180_2-3B
120,Location 10,Location 20,1034,Location 10 - Location 20,10,20,26,12695.54773,BF.1,3B,BF.1-3B
121,Location 10,Location 110,1103,Location 10 - Location 110,10,110,95,67035.5339,Verona,3B,Verona-3B
122,Location 10,Location 21,1035,Location 10 - Location 21,10,21,27,12701.93128,BF.2,3B,BF.2-3B
123,Location 10,Location 42,1082,Location 10 - Location 42,10,42,74,64541.26069,YBUS_I80_180_18,3B,YBUS_I80_180_18-3B
124,Location 10,Location 31,1038,Location 10 - Location 31,10,31,30,19182.70383,GEO.d,3B,GEO.d-3B
125,Location 10,Location 102,1107,Location 10 - Location 102,10,102,99,72358.01627,St66,3B,St66-3B
126,Location 10,Location 67,1064,Location 10 - Location 67,10,67,56,58359.49789,MAL.5,3B,MAL.5-3B
127,Location 10,Location 7,1013,Location 10 - Location 7,10,7,5,4068.743604,2C,3B,2C-3B
128,Location 10,Location 9,1010,Location 10 - Location 9,10,9,2,13.33945872,3A,3B,3A-3B
129,Location 10,Location 11,1011,Location 10 - Location 11,10,11,3,101.5897772,3C,3B,3C-3B
130,Location 10,Location 87,1102,Location 10 - Location 87,10,87,94,66746.35808,SBF.1,3B,SBF.1-3B
131,Location 10,Location 106,1042,Location 10 - Location 106,10,106,34,25211.20754,STMD.4,3B,STMD.4-3B
132,Location 10,Location 19,1062,Location 10 - Location 19,10,19,54,54627.36304,Lisbon Weir 180kHz,3B,Lisbon Weir 180kHz-3B
133,Location 10,Location 15,1019,Location 10 - Location 15,10,15,11,5455.045243,5C,3B,5C-3B
134,Location 10,Location 54,1067,Location 10 - Location 54,10,54,59,58454.87814,MAL.1,3B,MAL.1-3B
135,Location 10,Location 66,1065,Location 10 - Location 66,10,66,57,58386.77417,MAL.4,3B,MAL.4-3B
136,Location 10,Location 45,1095,Location 10 - Location 45,10,45,87,65499.30916,YBUS_I80_180_4,3B,YBUS_I80_180_4-3B
137,Location 10,Location 85,1026,Location 10 - Location 85,10,85,18,7361.230909,SBE.d,3B,SBE.d-3B
138,Location 10,Location 94,1116,Location 10 - Location 94,10,94,108,73995.87334,St54,3B,St54-3B
139,Location 10,Location 13,1018,Location 10 - Location 13,10,13,10,5375.786042,5A,3B,5A-3B
140,Location 10,Location 78,1054,Location 10 - Location 78,10,78,46,29920.57862,SACD.2,3B,SACD.2-3B
141,Location 10,Location 83,1030,Location 10 - Location 83,10,83,22,9554.83129,SACU.3,3B,SACU.3-3B
142,Location 10,Location 99,1110,Location 10 - Location 99,10,99,102,72395.01992,St63,3B,St63-3B
143,Location 10,Location 32,1036,Location 10 - Location 32,10,32,28,19101.67366,GEO.u,3B,GEO.u-3B
144,Location 10,Location 44,1097,Location 10 - Location 44,10,44,89,65554.78886,YBUS_I80_180_3,3B,YBUS_I80_180_3-3B
145,Location 10,Location 107,1031,Location 10 - Location 107,10,107,23,9784.610864,STMU.1,3B,STMU.1-3B
146,Location 10,Location 30,1049,Location 10 - Location 30,10,30,41,26418.15005,CCH.2-HR2,3B,CCH.2-HR2-3B
147,Location 10,Location 104,1040,Location 10 - Location 104,10,104,32,25115.24153,STMD.2,3B,STMD.2-3B
148,Location 10,Location 88,1101,Location 10 - Location 88,10,88,93,66640.87686,SBF.2,3B,SBF.2-3B
149,Location 10,Location 16,1020,Location 10 - Location 16,10,16,12,5484.858018,5D,3B,5D-3B
150,Location 10,Location 82,1028,Location 10 - Location 82,10,82,20,9435.059936,SACU.2,3B,SACU.2-3B
151,Location 10,Location 8,1014,Location 10 - Location 8,10,8,6,4068.743604,2D,3B,2D-3B
152,Location 10,Location 91,1112,Location 10 - Location 91,10,91,104,73957.51406,St51,3B,St51-3B
153,Location 10,Location 111,1105,Location 10 - Location 111,10,111,97,72287.03454,Yolo Bypass @ Fremont Weir,3B,Yolo Bypass @ Fremont Weir-3B
154,Location 10,Location 73,1058,Location 10 - Location 73,10,73,50,40091.91762,MOK.d,3B,MOK.d-3B
155,Location 10,Location 86,1023,Location 10 - Location 86,10,86,15,7265.531955,SBE.u,3B,SBE.u-3B
156,Location 10,Location 103,1041,Location 10 - Location 103,10,103,33,25125.91273,STMD.1,3B,STMD.1-3B
157,Location 10,Location 96,1117,Location 10 - Location 96,10,96,109,73999.86058,St56,3B,St56-3B
158,Location 10,Location 18,1056,Location 10 - Location 18,10,18,48,33039.02655,YB_ToeDrain_Base,3B,YB_ToeDrain_Base-3B
159,Location 10,Location 108,1032,Location 10 - Location 108,10,108,24,9894.564021,STMU.2,3B,STMU.2-3B
160,Location 10,Location 84,1029,Location 10 - Location 84,10,84,21,9543.976129,SACU.4,3B,SACU.4-3B
161,Location 10,Location 39,1085,Location 10 - Location 39,10,39,77,64917.02828,YBUS_I80_180_15,3B,YBUS_I80_180_15-3B
162,Location 10,Location 50,1090,Location 10 - Location 50,10,50,82,65190.99573,YBUS_I80_180_9,3B,YBUS_I80_180_9-3B
163,Location 10,Location 69,1072,Location 10 - Location 69,10,69,64,58601.12303,MAL.7a,3B,MAL.7a-3B
164,Location 10,Location 4,1022,Location 10 - Location 4,10,4,14,7241.76453,1D,3B,1D-3B
165,Location 10,Location 48,1094,Location 10 - Location 48,10,48,86,65428.09348,YBUS_I80_180_7,3B,YBUS_I80_180_7-3B
166,Location 10,Location 49,1092,Location 10 - Location 49,10,49,84,65311.25386,YBUS_I80_180_8,3B,YBUS_I80_180_8-3B
167,Location 10,Location 76,1059,Location 10 - Location 76,10,76,51,40216.0688,Abv_rstr,3B,Abv_rstr-3B
168,Location 10,Location 17,1104,Location 10 - Location 17,10,17,96,67839.76886,Abv_swanston_180,3B,Abv_swanston_180-3B
169,Location 10,Location 95,1114,Location 10 - Location 95,10,95,106,73968.16137,St55,3B,St55-3B
170,Location 10,Location 56,1073,Location 10 - Location 56,10,56,65,58613.33321,MAL.10b,3B,MAL.10b-3B
171,Location 10,Location 68,1063,Location 10 - Location 68,10,68,55,58303.14401,MAL.6,3B,MAL.6-3B
172,Location 10,Location 41,1083,Location 10 - Location 41,10,41,75,64636.26611,YBUS_I80_180_17,3B,YBUS_I80_180_17-3B
173,Location 10,Location 79,1053,Location 10 - Location 79,10,79,45,29834.18526,SACD.3,3B,SACD.3-3B
174,Location 10,Location 1,1024,Location 10 - Location 1,10,1,16,7330.935047,1A,3B,1A-3B
175,Location 10,Location 72,1075,Location 10 - Location 72,10,72,67,58660.25258,MAL.8b,3B,MAL.8b-3B
176,Location 10,Location 28,1047,Location 10 - Location 28,10,28,39,26407.95429,CCH.1-HR2,3B,CCH.1-HR2-3B
177,Location 10,Location 12,1012,Location 10 - Location 12,10,12,4,101.5897772,3D,3B,3D-3B
178,Location 10,Location 24,1046,Location 10 - Location 24,10,24,38,26395.96623,YB_BCE2,3B,YB_BCE2-3B
179,Location 10,Location 37,1087,Location 10 - Location 37,10,37,79,65077.30538,YBUS_I80_180_13,3B,YBUS_I80_180_13-3B
180,Location 10,Location 25,1044,Location 10 - Location 25,10,25,36,25864.69134,YB_BCW,3B,YB_BCW-3B
181,Location 10,Location 34,1091,Location 10 - Location 34,10,34,83,65311.25386,YBUS_I80_180_10,3B,YBUS_I80_180_10-3B
182,Location 10,Location 70,1078,Location 10 - Location 70,10,70,70,58700.17732,MAL.7b,3B,MAL.7b-3B
183,Location 10,Location 80,1052,Location 10 - Location 80,10,80,44,29820.74232,SACD.4,3B,SACD.4-3B
184,Location 10,Location 14,1017,Location 10 - Location 14,10,14,9,5351.426687,5B,3B,5B-3B
185,Location 10,Location 81,1027,Location 10 - Location 81,10,81,19,9435.059936,SACU.1,3B,SACU.1-3B
186,Location 10,Location 93,1113,Location 10 - Location 93,10,93,105,73960.54113,St53,3B,St53-3B
187,Location 10,Location 62,1081,Location 10 - Location 62,10,62,73,58758.43909,MAL.14,3B,MAL.14-3B
188,Location 10,Location 27,1051,Location 10 - Location 27,10,27,43,26525.07788,CCH.1,3B,CCH.1-3B
189,Location 10,Location 33,1099,Location 10 - Location 33,10,33,91,65625.09306,YBUS_I80_180_1,3B,YBUS_I80_180_1-3B
190,Location 10,Location 57,1071,Location 10 - Location 57,10,57,63,58581.1496,MAL.11a,3B,MAL.11a-3B
191,Location 10,Location 51,1100,Location 10 - Location 51,10,51,92,65645.02717,I80_1,3B,I80_1-3B
192,Location 10,Location 63,1079,Location 10 - Location 63,10,63,71,58722.00322,MAL.17,3B,MAL.17-3B
193,Location 10,Location 36,1086,Location 10 - Location 36,10,36,78,65077.30538,YBUS_I80_180_12,3B,YBUS_I80_180_12-3B
194,Location 10,Location 10,1009,Location 10 - Location 10,10,10,1,0,3B,3B,3B-3B
195,Location 10,Location 22,1033,Location 10 - Location 22,10,22,25,12619.03066,BF.4,3B,BF.4-3B
196,Location 10,Location 40,1084,Location 10 - Location 40,10,40,76,64800.86653,YBUS_I80_180_16,3B,YBUS_I80_180_16-3B
197,Location 10,Location 26,1048,Location 10 - Location 26,10,26,40,26418.15005,YB_BCW2,3B,YB_BCW2-3B
198,Location 10,Location 77,1055,Location 10 - Location 77,10,77,47,29936.95836,SACD.1,3B,SACD.1-3B
199,Location 10,Location 3,1021,Location 10 - Location 3,10,3,13,7224.576275,1C,3B,1C-3B
200,Location 10,Location 65,1066,Location 10 - Location 65,10,65,58,58416.53653,MAL.2,3B,MAL.2-3B
201,Location 10,Location 90,1037,Location 10 - Location 90,10,90,29,19175.71532,SBGU.2,3B,SBGU.2-3B
202,Location 10,Location 71,1070,Location 10 - Location 71,10,71,62,58564.41245,MAL.8a,3B,MAL.8a-3B
203,Location 10,Location 101,1108,Location 10 - Location 101,10,101,100,72365.52617,St65,3B,St65-3B
204,Location 10,Location 29,1050,Location 10 - Location 29,10,29,42,26514.03558,CCH.2,3B,CCH.2-3B
205,Location 10,Location 75,1118,Location 10 - Location 75,10,75,110,78630.5957,RD22,3B,RD22-3B
206,Location 10,Location 64,1077,Location 10 - Location 64,10,64,69,58675.30645,MAL.18,3B,MAL.18-3B
207,Location 10,Location 60,1074,Location 10 - Location 60,10,60,66,58644.74137,MAL.12b,3B,MAL.12b-3B
208,Location 10,Location 112,1119,Location 10 - Location 112,10,112,111,78651.23103,Yolo Bypass @ I5,3B,Yolo Bypass @ I5-3B
209,Location 10,Location 46,1096,Location 10 - Location 46,10,46,88,65499.30916,YBUS_I80_180_5,3B,YBUS_I80_180_5-3B
210,Location 10,Location 47,1093,Location 10 - Location 47,10,47,85,65428.09348,YBUS_I80_180_6,3B,YBUS_I80_180_6-3B
211,Location 10,Location 92,1115,Location 10 - Location 92,10,92,107,73990.63347,St52,3B,St52-3B
212,Location 10,Location 6,1016,Location 10 - Location 6,10,6,8,4144.316347,2B,3B,2B-3B
213,Location 10,Location 23,1045,Location 10 - Location 23,10,23,37,25889.2731,YB_BCE,3B,YB_BCE-3B
214,Location 10,Location 52,1061,Location 10 - Location 52,10,52,53,43177.17948,LPS.d,3B,LPS.d-3B
215,Location 10,Location 35,1089,Location 10 - Location 35,10,35,81,65190.99573,YBUS_I80_180_11,3B,YBUS_I80_180_11-3B
216,Location 10,Location 61,1080,Location 10 - Location 61,10,61,72,58758.43909,MAL.13,3B,MAL.13-3B
217,Location 10,Location 58,1076,Location 10 - Location 58,10,58,68,58675.30645,MAL.11b,3B,MAL.11b-3B
218,Location 10,Location 53,1060,Location 10 - Location 53,10,53,52,43090.20053,LPS.u,3B,LPS.u-3B
219,Location 10,Location 74,1057,Location 10 - Location 74,10,74,49,39986.03715,MOK.u,3B,MOK.u-3B
220,Location 10,Location 5,1015,Location 10 - Location 5,10,5,7,4132.812769,2A,3B,2A-3B
221,Location 10,Location 89,1039,Location 10 - Location 89,10,89,31,19270.0331,SBGD.2,3B,SBGD.2-3B
222,Location 10,Location 59,1068,Location 10 - Location 59,10,59,60,58510.50574,MAL.12a,3B,MAL.12a-3B
223,Location 10,Location 100,1106,Location 10 - Location 100,10,100,98,72352.97252,St64,3B,St64-3B
224,Location 10,Location 38,1088,Location 10 - Location 38,10,38,80,65077.30538,YBUS_I80_180_14,3B,YBUS_I80_180_14-3B
225,Location 100,Location 35,11186,Location 100 - Location 35,100,35,98,137543.9682,YBUS_I80_180_11,St64,YBUS_I80_180_11-St64
226,Location 100,Location 103,11138,Location 100 - Location 103,100,103,50,97478.88525,STMD.1,St64,STMD.1-St64
227,Location 100,Location 61,11177,Location 100 - Location 61,100,61,89,131111.4116,MAL.13,St64,MAL.13-St64
228,Location 100,Location 38,11185,Location 100 - Location 38,100,38,97,137430.2779,YBUS_I80_180_14,St64,YBUS_I80_180_14-St64
229,Location 100,Location 70,11175,Location 100 - Location 70,100,70,87,131053.1498,MAL.7b,St64,MAL.7b-St64
230,Location 100,Location 97,11092,Location 100 - Location 97,100,97,4,40.75327097,St61,St64,St61-St64
231,Location 100,Location 14,11121,Location 100 - Location 14,100,14,33,77704.3992,5B,St64,5B-St64
232,Location 100,Location 15,11123,Location 100 - Location 15,100,15,35,77808.01776,5C,St64,5C-St64
233,Location 100,Location 112,11200,Location 100 - Location 112,100,112,112,151004.2036,Yolo Bypass @ I5,St64,Yolo Bypass @ I5-St64
234,Location 100,Location 1,11109,Location 100 - Location 1,100,1,21,65022.03747,1A,St64,1A-St64
235,Location 100,Location 23,11142,Location 100 - Location 23,100,23,54,98242.24561,YB_BCE,St64,YB_BCE-St64
236,Location 100,Location 26,11145,Location 100 - Location 26,100,26,57,98771.12256,YB_BCW2,St64,YB_BCW2-St64
237,Location 100,Location 31,11135,Location 100 - Location 31,100,31,47,91535.67635,GEO.d,St64,GEO.d-St64
238,Location 100,Location 85,11126,Location 100 - Location 85,100,85,38,79714.20343,SBE.d,St64,SBE.d-St64
239,Location 100,Location 104,11137,Location 100 - Location 104,100,104,49,97468.21404,STMD.2,St64,STMD.2-St64
240,Location 100,Location 94,11100,Location 100 - Location 94,100,94,12,1642.900823,St54,St64,St54-St64
241,Location 100,Location 32,11133,Location 100 - Location 32,100,32,45,91454.64618,GEO.u,St64,GEO.u-St64
242,Location 100,Location 84,11129,Location 100 - Location 84,100,84,41,81896.94865,SACU.4,St64,SACU.4-St64
243,Location 100,Location 69,11169,Location 100 - Location 69,100,69,81,130954.0955,MAL.7a,St64,MAL.7a-St64
244,Location 100,Location 13,11122,Location 100 - Location 13,100,13,34,77728.75856,5A,St64,5A-St64
245,Location 100,Location 102,11090,Location 100 - Location 102,100,102,2,5.043749821,St66,St64,St66-St64
