,Name2,Name1,ObjectID,Name,OriginID,DestinationID,DestinationRank,Total_Length,Location,Location_Og2,Name_corr
10447,Location 82,Location 69,9135,Location 82 - Location 69,82,69,63,50327.81913,MAL.7a,SACU.2,MAL.7a-SACU.2
10448,Location 82,Location 49,9156,Location 82 - Location 49,82,49,84,62259.19133,YBUS_I80_180_8,SACU.2,YBUS_I80_180_8-SACU.2
10449,Location 82,Location 55,9132,Location 82 - Location 55,82,55,60,50268.19023,MAL.10a,SACU.2,MAL.10a-SACU.2
10450,Location 82,Location 33,9163,Location 82 - Location 33,82,33,91,62573.03053,YBUS_I80_180_1,SACU.2,YBUS_I80_180_1-SACU.2
10451,Location 82,Location 25,9112,Location 82 - Location 25,82,25,40,22812.62881,YB_BCW,SACU.2,YB_BCW-SACU.2
10452,Location 82,Location 76,9125,Location 82 - Location 76,82,76,53,37164.00627,Abv_rstr,SACU.2,Abv_rstr-SACU.2
10453,Location 82,Location 111,9171,Location 82 - Location 111,82,111,99,81722.09448,Yolo Bypass @ Fremont Weir,SACU.2,Yolo Bypass @ Fremont Weir-SACU.2
10454,Location 82,Location 108,9078,Location 82 - Location 108,82,108,6,1621.260118,STMU.2,SACU.2,STMU.2-SACU.2
10455,Location 82,Location 56,9136,Location 82 - Location 56,82,56,64,50340.02931,MAL.10b,SACU.2,MAL.10b-SACU.2
10456,Location 82,Location 68,9126,Location 82 - Location 68,82,68,54,50029.8401,MAL.6,SACU.2,MAL.6-SACU.2
10457,Location 82,Location 72,9138,Location 82 - Location 72,82,72,66,50386.94867,MAL.8b,SACU.2,MAL.8b-SACU.2
10458,Location 82,Location 9,9088,Location 82 - Location 9,82,9,16,9448.399395,3A,SACU.2,3A-SACU.2
10459,Location 82,Location 62,9144,Location 82 - Location 62,82,62,72,50485.13519,MAL.14,SACU.2,MAL.14-SACU.2
10460,Location 82,Location 20,9110,Location 82 - Location 20,82,20,38,22130.60767,BF.1,SACU.2,BF.1-SACU.2
10461,Location 82,Location 57,9134,Location 82 - Location 57,82,57,62,50307.8457,MAL.11a,SACU.2,MAL.11a-SACU.2
10462,Location 82,Location 36,9150,Location 82 - Location 36,82,36,78,62025.24285,YBUS_I80_180_12,SACU.2,YBUS_I80_180_12-SACU.2
10463,Location 82,Location 73,9122,Location 82 - Location 73,82,73,50,30656.85768,MOK.d,SACU.2,MOK.d-SACU.2
10464,Location 82,Location 46,9160,Location 82 - Location 46,82,46,88,62447.24663,YBUS_I80_180_5,SACU.2,YBUS_I80_180_5-SACU.2
10465,Location 82,Location 63,9142,Location 82 - Location 63,82,63,70,50448.69932,MAL.17,SACU.2,MAL.17-SACU.2
10466,Location 82,Location 18,9120,Location 82 - Location 18,82,18,48,29986.96402,YB_ToeDrain_Base,SACU.2,YB_ToeDrain_Base-SACU.2
10467,Location 82,Location 80,9105,Location 82 - Location 80,82,80,33,21547.43842,SACD.4,SACU.2,SACD.4-SACU.2
10468,Location 82,Location 74,9121,Location 82 - Location 74,82,74,49,30550.97721,MOK.u,SACU.2,MOK.u-SACU.2
10469,Location 82,Location 70,9141,Location 82 - Location 70,82,70,69,50426.87341,MAL.7b,SACU.2,MAL.7b-SACU.2
10470,Location 82,Location 101,9174,Location 82 - Location 101,82,101,102,81800.5861,St65,SACU.2,St65-SACU.2
10471,Location 82,Location 84,9075,Location 82 - Location 84,82,84,3,108.9161928,SACU.4,SACU.2,SACU.4-SACU.2
10472,Location 82,Location 79,9106,Location 82 - Location 79,82,79,34,21560.88135,SACD.3,SACU.2,SACD.3-SACU.2
10473,Location 82,Location 96,9183,Location 82 - Location 96,82,96,111,83434.92051,St56,SACU.2,St56-SACU.2
10474,Location 82,Location 75,9166,Location 82 - Location 75,82,75,94,75578.53317,RD22,SACU.2,RD22-SACU.2
10475,Location 82,Location 94,9182,Location 82 - Location 94,82,94,110,83430.93328,St54,SACU.2,St54-SACU.2
10476,Location 82,Location 60,9137,Location 82 - Location 60,82,60,65,50371.43746,MAL.12b,SACU.2,MAL.12b-SACU.2
10477,Location 82,Location 8,9094,Location 82 - Location 8,82,8,22,13503.80354,2D,SACU.2,2D-SACU.2
10478,Location 82,Location 7,9093,Location 82 - Location 7,82,7,21,13503.80354,2C,SACU.2,2C-SACU.2
10479,Location 82,Location 100,9172,Location 82 - Location 100,82,100,100,81788.03245,St64,SACU.2,St64-SACU.2
10480,Location 82,Location 95,9180,Location 82 - Location 95,82,95,108,83403.22131,St55,SACU.2,St55-SACU.2
10481,Location 82,Location 22,9109,Location 82 - Location 22,82,22,37,22054.0906,BF.4,SACU.2,BF.4-SACU.2
10482,Location 82,Location 104,9101,Location 82 - Location 104,82,104,29,16841.93762,STMD.2,SACU.2,STMD.2-SACU.2
10483,Location 82,Location 52,9124,Location 82 - Location 52,82,52,52,33742.11954,LPS.d,SACU.2,LPS.d-SACU.2
10484,Location 82,Location 1,9099,Location 82 - Location 1,82,1,27,16765.99498,1A,SACU.2,1A-SACU.2
10485,Location 82,Location 2,9100,Location 82 - Location 2,82,2,28,16765.99498,1B,SACU.2,1B-SACU.2
10486,Location 82,Location 48,9158,Location 82 - Location 48,82,48,86,62376.03095,YBUS_I80_180_7,SACU.2,YBUS_I80_180_7-SACU.2
10487,Location 82,Location 90,9090,Location 82 - Location 90,82,90,18,9740.655383,SBGU.2,SACU.2,SBGU.2-SACU.2
10488,Location 82,Location 65,9129,Location 82 - Location 65,82,65,57,50143.23262,MAL.2,SACU.2,MAL.2-SACU.2
10489,Location 82,Location 99,9176,Location 82 - Location 99,82,99,104,81830.07986,St63,SACU.2,St63-SACU.2
10490,Location 82,Location 85,9084,Location 82 - Location 85,82,85,12,4309.16838,SBE.d,SACU.2,SBE.d-SACU.2
10491,Location 82,Location 21,9111,Location 82 - Location 21,82,21,39,22136.99121,BF.2,SACU.2,BF.2-SACU.2
10492,Location 82,Location 88,9168,Location 82 - Location 88,82,88,96,76075.9368,SBF.2,SACU.2,SBF.2-SACU.2
10493,Location 82,Location 41,9147,Location 82 - Location 41,82,41,75,61584.20358,YBUS_I80_180_17,SACU.2,YBUS_I80_180_17-SACU.2
10494,Location 82,Location 43,9162,Location 82 - Location 43,82,43,90,62536.00166,YBUS_I80_180_2,SACU.2,YBUS_I80_180_2-SACU.2
10495,Location 82,Location 47,9157,Location 82 - Location 47,82,47,85,62376.03095,YBUS_I80_180_6,SACU.2,YBUS_I80_180_6-SACU.2
10496,Location 82,Location 16,9079,Location 82 - Location 16,82,16,7,3950.201919,5D,SACU.2,5D-SACU.2
10497,Location 82,Location 31,9091,Location 82 - Location 31,82,31,19,9747.643894,GEO.d,SACU.2,GEO.d-SACU.2
10498,Location 82,Location 19,9145,Location 82 - Location 19,82,19,73,51575.30051,Lisbon Weir 180kHz,SACU.2,Lisbon Weir 180kHz-SACU.2
10499,Location 82,Location 44,9161,Location 82 - Location 44,82,44,89,62502.72633,YBUS_I80_180_3,SACU.2,YBUS_I80_180_3-SACU.2
10500,Location 82,Location 107,9077,Location 82 - Location 107,82,107,5,1511.306961,STMU.1,SACU.2,STMU.1-SACU.2
10501,Location 82,Location 53,9123,Location 82 - Location 53,82,53,51,33655.14059,LPS.u,SACU.2,LPS.u-SACU.2
10502,Location 82,Location 27,9119,Location 82 - Location 27,82,27,47,23473.01535,CCH.1,SACU.2,CCH.1-SACU.2
10503,Location 82,Location 45,9159,Location 82 - Location 45,82,45,87,62447.24663,YBUS_I80_180_4,SACU.2,YBUS_I80_180_4-SACU.2
10504,Location 82,Location 39,9149,Location 82 - Location 39,82,39,77,61864.96576,YBUS_I80_180_15,SACU.2,YBUS_I80_180_15-SACU.2
10505,Location 82,Location 58,9139,Location 82 - Location 58,82,58,67,50402.00255,MAL.11b,SACU.2,MAL.11b-SACU.2
10506,Location 82,Location 106,9103,Location 82 - Location 106,82,106,31,16937.90364,STMD.4,SACU.2,STMD.4-SACU.2
10507,Location 82,Location 5,9095,Location 82 - Location 5,82,5,23,13567.87271,2A,SACU.2,2A-SACU.2
10508,Location 82,Location 61,9143,Location 82 - Location 61,82,61,71,50485.13519,MAL.13,SACU.2,MAL.13-SACU.2
10509,Location 82,Location 89,9092,Location 82 - Location 89,82,89,20,9834.973161,SBGD.2,SACU.2,SBGD.2-SACU.2
10510,Location 82,Location 59,9131,Location 82 - Location 59,82,59,59,50237.20184,MAL.12a,SACU.2,MAL.12a-SACU.2
10511,Location 82,Location 64,9140,Location 82 - Location 64,82,64,68,50402.00255,MAL.18,SACU.2,MAL.18-SACU.2
10512,Location 82,Location 98,9177,Location 82 - Location 98,82,98,105,81831.6824,St62,SACU.2,St62-SACU.2
10513,Location 82,Location 91,9178,Location 82 - Location 91,82,91,106,83392.574,St51,SACU.2,St51-SACU.2
10514,Location 82,Location 6,9096,Location 82 - Location 6,82,6,24,13579.37628,2B,SACU.2,2B-SACU.2
10515,Location 82,Location 87,9169,Location 82 - Location 87,82,87,97,76181.41802,SBF.1,SACU.2,SBF.1-SACU.2
10516,Location 82,Location 29,9118,Location 82 - Location 29,82,29,46,23461.97305,CCH.2,SACU.2,CCH.2-SACU.2
10517,Location 82,Location 28,9115,Location 82 - Location 28,82,28,43,23355.89176,CCH.1-HR2,SACU.2,CCH.1-HR2-SACU.2
10518,Location 82,Location 3,9097,Location 82 - Location 3,82,3,25,16659.63621,1C,SACU.2,1C-SACU.2
10519,Location 82,Location 42,9146,Location 82 - Location 42,82,42,74,61489.19816,YBUS_I80_180_18,SACU.2,YBUS_I80_180_18-SACU.2
10520,Location 82,Location 97,9175,Location 82 - Location 97,82,97,103,81828.78572,St61,SACU.2,St61-SACU.2
10521,Location 82,Location 4,9098,Location 82 - Location 4,82,4,26,16676.82447,1D,SACU.2,1D-SACU.2
10522,Location 82,Location 86,9083,Location 82 - Location 86,82,86,11,4213.469426,SBE.u,SACU.2,SBE.u-SACU.2
10523,Location 82,Location 102,9173,Location 82 - Location 102,82,102,101,81793.0762,St66,SACU.2,St66-SACU.2
10524,Location 82,Location 103,9102,Location 82 - Location 103,82,103,30,16852.60883,STMD.1,SACU.2,STMD.1-SACU.2
10525,Location 82,Location 54,9130,Location 82 - Location 54,82,54,58,50181.57423,MAL.1,SACU.2,MAL.1-SACU.2
10526,Location 82,Location 66,9128,Location 82 - Location 66,82,66,56,50113.47027,MAL.4,SACU.2,MAL.4-SACU.2
10527,Location 82,Location 30,9117,Location 82 - Location 30,82,30,45,23366.08752,CCH.2-HR2,SACU.2,CCH.2-HR2-SACU.2
10528,Location 82,Location 10,9087,Location 82 - Location 10,82,10,15,9435.059936,3B,SACU.2,3B-SACU.2
10529,Location 83,Location 32,9199,Location 83 - Location 32,83,32,15,9546.842369,GEO.u,SACU.3,GEO.u-SACU.3
10530,Location 83,Location 23,9225,Location 83 - Location 23,83,23,41,22956.98192,YB_BCE,SACU.3,YB_BCE-SACU.3
10531,Location 83,Location 31,9203,Location 83 - Location 31,83,31,19,9627.87254,GEO.d,SACU.3,GEO.d-SACU.3
10532,Location 83,Location 112,9279,Location 83 - Location 112,83,112,95,75718.93986,Yolo Bypass @ I5,SACU.3,Yolo Bypass @ I5-SACU.3
10533,Location 83,Location 24,9226,Location 83 - Location 24,83,24,42,23463.67506,YB_BCE2,SACU.3,YB_BCE2-SACU.3
10534,Location 83,Location 102,9285,Location 83 - Location 102,83,102,101,81912.84756,St66,SACU.3,St66-SACU.3
10535,Location 83,Location 95,9292,Location 83 - Location 95,83,95,108,83522.99266,St55,SACU.3,St55-SACU.3
10536,Location 83,Location 25,9224,Location 83 - Location 25,83,25,40,22932.40016,YB_BCW,SACU.3,YB_BCW-SACU.3
10537,Location 83,Location 83,9185,Location 83 - Location 83,83,83,1,0,SACU.3,SACU.3,SACU.3-SACU.3
10538,Location 83,Location 19,9257,Location 83 - Location 19,83,19,73,51695.07186,Lisbon Weir 180kHz,SACU.3,Lisbon Weir 180kHz-SACU.3
10539,Location 83,Location 81,9187,Location 83 - Location 81,83,81,3,119.7713539,SACU.1,SACU.3,SACU.1-SACU.3
10540,Location 83,Location 22,9221,Location 83 - Location 22,83,22,37,22173.86195,BF.4,SACU.3,BF.4-SACU.3
10541,Location 83,Location 82,9188,Location 83 - Location 82,83,82,4,119.7713539,SACU.2,SACU.3,SACU.2-SACU.3
10542,Location 83,Location 44,9273,Location 83 - Location 44,83,44,89,62622.49769,YBUS_I80_180_3,SACU.3,YBUS_I80_180_3-SACU.3
10543,Location 83,Location 93,9291,Location 83 - Location 93,83,93,107,83515.37242,St53,SACU.3,St53-SACU.3
10544,Location 83,Location 71,9245,Location 83 - Location 71,83,71,61,50410.8799,MAL.8a,SACU.3,MAL.8a-SACU.3
10545,Location 83,Location 33,9275,Location 83 - Location 33,83,33,91,62692.80188,YBUS_I80_180_1,SACU.3,YBUS_I80_180_1-SACU.3
10546,Location 83,Location 36,9262,Location 83 - Location 36,83,36,78,62145.01421,YBUS_I80_180_12,SACU.3,YBUS_I80_180_12-SACU.3
10547,Location 83,Location 37,9263,Location 83 - Location 37,83,37,79,62145.01421,YBUS_I80_180_13,SACU.3,YBUS_I80_180_13-SACU.3
10548,Location 83,Location 34,9267,Location 83 - Location 34,83,34,83,62378.96268,YBUS_I80_180_10,SACU.3,YBUS_I80_180_10-SACU.3
10549,Location 83,Location 76,9237,Location 83 - Location 76,83,76,53,37283.77763,Abv_rstr,SACU.3,Abv_rstr-SACU.3
10550,Location 83,Location 101,9286,Location 83 - Location 101,83,101,102,81920.35746,St65,SACU.3,St65-SACU.3
10551,Location 83,Location 78,9219,Location 83 - Location 78,83,78,35,21767.04607,SACD.2,SACU.3,SACD.2-SACU.3
10552,Location 83,Location 26,9228,Location 83 - Location 26,83,26,44,23485.85887,YB_BCW2,SACU.3,YB_BCW2-SACU.3
10553,Location 83,Location 50,9266,Location 83 - Location 50,83,50,82,62258.70456,YBUS_I80_180_9,SACU.3,YBUS_I80_180_9-SACU.3
10554,Location 83,Location 72,9250,Location 83 - Location 72,83,72,66,50506.72003,MAL.8b,SACU.3,MAL.8b-SACU.3
10555,Location 83,Location 35,9265,Location 83 - Location 35,83,35,81,62258.70456,YBUS_I80_180_11,SACU.3,YBUS_I80_180_11-SACU.3
10556,Location 83,Location 94,9294,Location 83 - Location 94,83,94,110,83550.70463,St54,SACU.3,St54-SACU.3
10557,Location 83,Location 12,9198,Location 83 - Location 12,83,12,14,9453.241513,3D,SACU.3,3D-SACU.3
10558,Location 83,Location 17,9277,Location 83 - Location 17,83,17,93,64907.47769,Abv_swanston_180,SACU.3,Abv_swanston_180-SACU.3
10559,Location 83,Location 46,9272,Location 83 - Location 46,83,46,88,62567.01798,YBUS_I80_180_5,SACU.3,YBUS_I80_180_5-SACU.3
10560,Location 83,Location 73,9234,Location 83 - Location 73,83,73,50,30537.08633,MOK.d,SACU.3,MOK.d-SACU.3
10561,Location 83,Location 3,9209,Location 83 - Location 3,83,3,25,16779.40757,1C,SACU.3,1C-SACU.3
10562,Location 83,Location 111,9283,Location 83 - Location 111,83,111,99,81841.86583,Yolo Bypass @ Fremont Weir,SACU.3,Yolo Bypass @ Fremont Weir-SACU.3
10563,Location 83,Location 84,9186,Location 83 - Location 84,83,84,2,10.85516116,SACU.4,SACU.3,SACU.4-SACU.3
10564,Location 83,Location 104,9213,Location 83 - Location 104,83,104,29,16961.70898,STMD.2,SACU.3,STMD.2-SACU.3
10565,Location 83,Location 74,9233,Location 83 - Location 74,83,74,49,30431.20586,MOK.u,SACU.3,MOK.u-SACU.3
10566,Location 83,Location 9,9201,Location 83 - Location 9,83,9,17,9568.170749,3A,SACU.3,3A-SACU.3
10567,Location 83,Location 20,9222,Location 83 - Location 20,83,20,38,22250.37902,BF.1,SACU.3,BF.1-SACU.3
10568,Location 83,Location 57,9246,Location 83 - Location 57,83,57,62,50427.61705,MAL.11a,SACU.3,MAL.11a-SACU.3
10569,Location 83,Location 99,9288,Location 83 - Location 99,83,99,104,81949.85121,St63,SACU.3,St63-SACU.3
10570,Location 83,Location 75,9278,Location 83 - Location 75,83,75,94,75698.30452,RD22,SACU.3,RD22-SACU.3
10571,Location 83,Location 8,9206,Location 83 - Location 8,83,8,22,13623.57489,2D,SACU.3,2D-SACU.3
10572,Location 83,Location 21,9223,Location 83 - Location 21,83,21,39,22256.76257,BF.2,SACU.3,BF.2-SACU.3
10573,Location 83,Location 45,9271,Location 83 - Location 45,83,45,87,62567.01798,YBUS_I80_180_4,SACU.3,YBUS_I80_180_4-SACU.3
10574,Location 83,Location 67,9239,Location 83 - Location 67,83,67,55,50205.96534,MAL.5,SACU.3,MAL.5-SACU.3
10575,Location 83,Location 11,9197,Location 83 - Location 11,83,11,13,9453.241513,3C,SACU.3,3C-SACU.3
10576,Location 83,Location 92,9293,Location 83 - Location 92,83,92,109,83545.46476,St52,SACU.3,St52-SACU.3
10577,Location 83,Location 13,9193,Location 83 - Location 13,83,13,9,4179.045249,5A,SACU.3,5A-SACU.3
10578,Location 83,Location 70,9253,Location 83 - Location 70,83,70,69,50546.64477,MAL.7b,SACU.3,MAL.7b-SACU.3
10579,Location 83,Location 38,9264,Location 83 - Location 38,83,38,80,62145.01421,YBUS_I80_180_14,SACU.3,YBUS_I80_180_14-SACU.3
10580,Location 83,Location 96,9295,Location 83 - Location 96,83,96,111,83554.69187,St56,SACU.3,St56-SACU.3
10581,Location 83,Location 48,9270,Location 83 - Location 48,83,48,86,62495.80231,YBUS_I80_180_7,SACU.3,YBUS_I80_180_7-SACU.3
10582,Location 83,Location 6,9208,Location 83 - Location 6,83,6,24,13699.14764,2B,SACU.3,2B-SACU.3
10583,Location 83,Location 105,9216,Location 83 - Location 105,83,105,32,17068.32985,STMD.3,SACU.3,STMD.3-SACU.3
10584,Location 83,Location 85,9196,Location 83 - Location 85,83,85,12,4428.939734,SBE.d,SACU.3,SBE.d-SACU.3
10585,Location 83,Location 27,9231,Location 83 - Location 27,83,27,47,23592.7867,CCH.1,SACU.3,CCH.1-SACU.3
10586,Location 83,Location 55,9244,Location 83 - Location 55,83,55,60,50387.96158,MAL.10a,SACU.3,MAL.10a-SACU.3
10587,Location 83,Location 7,9205,Location 83 - Location 7,83,7,21,13623.57489,2C,SACU.3,2C-SACU.3
10588,Location 83,Location 100,9284,Location 83 - Location 100,83,100,100,81907.80381,St64,SACU.3,St64-SACU.3
10589,Location 83,Location 80,9217,Location 83 - Location 80,83,80,33,21667.20977,SACD.4,SACU.3,SACD.4-SACU.3
10590,Location 83,Location 47,9269,Location 83 - Location 47,83,47,85,62495.80231,YBUS_I80_180_6,SACU.3,YBUS_I80_180_6-SACU.3
10591,Location 83,Location 89,9204,Location 83 - Location 89,83,89,20,9715.201807,SBGD.2,SACU.3,SBGD.2-SACU.3
10592,Location 83,Location 2,9212,Location 83 - Location 2,83,2,28,16885.76634,1B,SACU.3,1B-SACU.3
10593,Location 83,Location 16,9191,Location 83 - Location 16,83,16,7,4069.973273,5D,SACU.3,5D-SACU.3
10594,Location 83,Location 77,9220,Location 83 - Location 77,83,77,36,21783.42581,SACD.1,SACU.3,SACD.1-SACU.3
10595,Location 83,Location 62,9256,Location 83 - Location 62,83,62,72,50604.90655,MAL.14,SACU.3,MAL.14-SACU.3
10596,Location 83,Location 14,9194,Location 83 - Location 14,83,14,10,4203.404603,5B,SACU.3,5B-SACU.3
10597,Location 83,Location 49,9268,Location 83 - Location 49,83,49,84,62378.96268,YBUS_I80_180_8,SACU.3,YBUS_I80_180_8-SACU.3
10598,Location 83,Location 60,9249,Location 83 - Location 60,83,60,65,50491.20882,MAL.12b,SACU.3,MAL.12b-SACU.3
10599,Location 83,Location 97,9287,Location 83 - Location 97,83,97,103,81948.55708,St61,SACU.3,St61-SACU.3
10600,Location 83,Location 88,9280,Location 83 - Location 88,83,88,96,76195.70815,SBF.2,SACU.3,SBF.2-SACU.3
10601,Location 83,Location 41,9259,Location 83 - Location 41,83,41,75,61703.97494,YBUS_I80_180_17,SACU.3,YBUS_I80_180_17-SACU.3
10602,Location 83,Location 106,9215,Location 83 - Location 106,83,106,31,17057.67499,STMD.4,SACU.3,STMD.4-SACU.3
10603,Location 83,Location 61,9255,Location 83 - Location 61,83,61,71,50604.90655,MAL.13,SACU.3,MAL.13-SACU.3
10604,Location 83,Location 56,9248,Location 83 - Location 56,83,56,64,50459.80066,MAL.10b,SACU.3,MAL.10b-SACU.3
10605,Location 83,Location 68,9238,Location 83 - Location 68,83,68,54,50149.61146,MAL.6,SACU.3,MAL.6-SACU.3
10606,Location 83,Location 108,9190,Location 83 - Location 108,83,108,6,1741.031472,STMU.2,SACU.3,STMU.2-SACU.3
10607,Location 83,Location 79,9218,Location 83 - Location 79,83,79,34,21680.65271,SACD.3,SACU.3,SACD.3-SACU.3
10608,Location 83,Location 53,9235,Location 83 - Location 53,83,53,51,33535.36924,LPS.u,SACU.3,LPS.u-SACU.3
10609,Location 83,Location 29,9230,Location 83 - Location 29,83,29,46,23581.7444,CCH.2,SACU.3,CCH.2-SACU.3
10610,Location 83,Location 65,9241,Location 83 - Location 65,83,65,57,50263.00398,MAL.2,SACU.3,MAL.2-SACU.3
10611,Location 83,Location 10,9200,Location 83 - Location 10,83,10,16,9554.83129,3B,SACU.3,3B-SACU.3
10612,Location 83,Location 103,9214,Location 83 - Location 103,83,103,30,16972.38018,STMD.1,SACU.3,STMD.1-SACU.3
10613,Location 83,Location 51,9276,Location 83 - Location 51,83,51,92,62712.736,I80_1,SACU.3,I80_1-SACU.3
10614,Location 83,Location 63,9254,Location 83 - Location 63,83,63,70,50568.47067,MAL.17,SACU.3,MAL.17-SACU.3
10615,Location 83,Location 15,9192,Location 83 - Location 15,83,15,8,4099.786048,5C,SACU.3,5C-SACU.3
10616,Location 83,Location 86,9195,Location 83 - Location 86,83,86,11,4333.24078,SBE.u,SACU.3,SBE.u-SACU.3
10617,Location 83,Location 28,9227,Location 83 - Location 28,83,28,43,23475.66311,CCH.1-HR2,SACU.3,CCH.1-HR2-SACU.3
10618,Location 83,Location 59,9243,Location 83 - Location 59,83,59,59,50356.97319,MAL.12a,SACU.3,MAL.12a-SACU.3
10619,Location 83,Location 52,9236,Location 83 - Location 52,83,52,52,33622.34819,LPS.d,SACU.3,LPS.d-SACU.3
10620,Location 83,Location 43,9274,Location 83 - Location 43,83,43,90,62655.77302,YBUS_I80_180_2,SACU.3,YBUS_I80_180_2-SACU.3
10621,Location 83,Location 90,9202,Location 83 - Location 90,83,90,18,9620.884029,SBGU.2,SACU.3,SBGU.2-SACU.3
10622,Location 83,Location 87,9281,Location 83 - Location 87,83,87,97,76301.18937,SBF.1,SACU.3,SBF.1-SACU.3
10623,Location 83,Location 40,9260,Location 83 - Location 40,83,40,76,61868.57536,YBUS_I80_180_16,SACU.3,YBUS_I80_180_16-SACU.3
10624,Location 83,Location 54,9242,Location 83 - Location 54,83,54,58,50301.34559,MAL.1,SACU.3,MAL.1-SACU.3
10625,Location 83,Location 39,9261,Location 83 - Location 39,83,39,77,61984.73711,YBUS_I80_180_15,SACU.3,YBUS_I80_180_15-SACU.3
10626,Location 83,Location 91,9290,Location 83 - Location 91,83,91,106,83512.34535,St51,SACU.3,St51-SACU.3
10627,Location 83,Location 58,9251,Location 83 - Location 58,83,58,67,50521.7739,MAL.11b,SACU.3,MAL.11b-SACU.3
10628,Location 83,Location 98,9289,Location 83 - Location 98,83,98,105,81951.45376,St62,SACU.3,St62-SACU.3
10629,Location 83,Location 5,9207,Location 83 - Location 5,83,5,23,13687.64406,2A,SACU.3,2A-SACU.3
10630,Location 83,Location 30,9229,Location 83 - Location 30,83,30,45,23485.85887,CCH.2-HR2,SACU.3,CCH.2-HR2-SACU.3
10631,Location 83,Location 18,9232,Location 83 - Location 18,83,18,48,30106.73537,YB_ToeDrain_Base,SACU.3,YB_ToeDrain_Base-SACU.3
10632,Location 83,Location 109,9296,Location 83 - Location 109,83,109,112,140281.8161,Tisdale Weir,SACU.3,Tisdale Weir-SACU.3
10633,Location 83,Location 110,9282,Location 83 - Location 110,83,110,98,76590.36519,Verona,SACU.3,Verona-SACU.3
10634,Location 83,Location 1,9211,Location 83 - Location 1,83,1,27,16885.76634,1A,SACU.3,1A-SACU.3
10635,Location 83,Location 107,9189,Location 83 - Location 107,83,107,5,1631.078315,STMU.1,SACU.3,STMU.1-SACU.3
10636,Location 83,Location 4,9210,Location 83 - Location 4,83,4,26,16796.59582,1D,SACU.3,1D-SACU.3
10637,Location 83,Location 69,9247,Location 83 - Location 69,83,69,63,50447.59048,MAL.7a,SACU.3,MAL.7a-SACU.3
10638,Location 83,Location 66,9240,Location 83 - Location 66,83,66,56,50233.24162,MAL.4,SACU.3,MAL.4-SACU.3
10639,Location 83,Location 42,9258,Location 83 - Location 42,83,42,74,61608.96951,YBUS_I80_180_18,SACU.3,YBUS_I80_180_18-SACU.3
10640,Location 83,Location 64,9252,Location 83 - Location 64,83,64,68,50521.7739,MAL.18,SACU.3,MAL.18-SACU.3
10641,Location 84,Location 102,9397,Location 84 - Location 102,84,102,101,81901.9924,St66,SACU.4,St66-SACU.4
10642,Location 84,Location 94,9406,Location 84 - Location 94,84,94,110,83539.84947,St54,SACU.4,St54-SACU.4
10643,Location 84,Location 37,9375,Location 84 - Location 37,84,37,79,62134.15904,YBUS_I80_180_13,SACU.4,YBUS_I80_180_13-SACU.4
10644,Location 84,Location 95,9404,Location 84 - Location 95,84,95,108,83512.1375,St55,SACU.4,St55-SACU.4
10645,Location 84,Location 82,9300,Location 84 - Location 82,84,82,4,108.9161928,SACU.2,SACU.4,SACU.2-SACU.4
10646,Location 84,Location 93,9403,Location 84 - Location 93,84,93,107,83504.51726,St53,SACU.4,St53-SACU.4
10647,Location 84,Location 31,9315,Location 84 - Location 31,84,31,19,9638.727702,GEO.d,SACU.4,GEO.d-SACU.4
10648,Location 84,Location 20,9334,Location 84 - Location 20,84,20,38,22239.52386,BF.1,SACU.4,BF.1-SACU.4
10649,Location 84,Location 71,9357,Location 84 - Location 71,84,71,61,50400.02474,MAL.8a,SACU.4,MAL.8a-SACU.4
10650,Location 84,Location 35,9377,Location 84 - Location 35,84,35,81,62247.8494,YBUS_I80_180_11,SACU.4,YBUS_I80_180_11-SACU.4
10651,Location 84,Location 32,9313,Location 84 - Location 32,84,32,17,9557.69753,GEO.u,SACU.4,GEO.u-SACU.4
10652,Location 84,Location 25,9336,Location 84 - Location 25,84,25,40,22921.545,YB_BCW,SACU.4,YB_BCW-SACU.4
10653,Location 84,Location 83,9298,Location 84 - Location 83,84,83,2,10.85516116,SACU.3,SACU.4,SACU.3-SACU.4
10654,Location 84,Location 3,9321,Location 84 - Location 3,84,3,25,16768.5524,1C,SACU.4,1C-SACU.4
10655,Location 84,Location 88,9392,Location 84 - Location 88,84,88,96,76184.85299,SBF.2,SACU.4,SBF.2-SACU.4
10656,Location 84,Location 34,9379,Location 84 - Location 34,84,34,83,62368.10752,YBUS_I80_180_10,SACU.4,YBUS_I80_180_10-SACU.4
10657,Location 84,Location 22,9333,Location 84 - Location 22,84,22,37,22163.00679,BF.4,SACU.4,BF.4-SACU.4
10658,Location 84,Location 78,9331,Location 84 - Location 78,84,78,35,21756.19091,SACD.2,SACU.4,SACD.2-SACU.4
10659,Location 84,Location 104,9325,Location 84 - Location 104,84,104,29,16950.85382,STMD.2,SACU.4,STMD.2-SACU.4
10660,Location 84,Location 101,9398,Location 84 - Location 101,84,101,102,81909.50229,St65,SACU.4,St65-SACU.4
10661,Location 84,Location 38,9376,Location 84 - Location 38,84,38,80,62134.15904,YBUS_I80_180_14,SACU.4,YBUS_I80_180_14-SACU.4
10662,Location 84,Location 23,9337,Location 84 - Location 23,84,23,41,22946.12676,YB_BCE,SACU.4,YB_BCE-SACU.4
