,Name2,Name1,ObjectID,Name,OriginID,DestinationID,DestinationRank,Total_Length,Name_Og,Name_Og2,Name_corr
1272,Location 31,Location 39,2017,Location 39 - Location 31,39,31,41,50342.57428,SACU.1,MAL.8a,SACU.1-MAL.8a
1273,Location 31,Location 38,1960,Location 38 - Location 31,38,31,36,31992.23987,SACD.4,MAL.8a,SACD.4-MAL.8a
1274,Location 31,Location 44,2277,Location 44 - Location 31,44,31,41,52334.72173,SBE.u,MAL.8a,SBE.u-MAL.8a
1275,Location 31,Location 37,1908,Location 37 - Location 31,37,31,36,31992.23987,SACD.3,MAL.8a,SACD.3-MAL.8a
1276,Location 31,Location 30,1519,Location 30 - Location 31,30,31,11,89.76842169,MAL.7b,MAL.8a,MAL.7b-MAL.8a
1277,Location 31,Location 3,148,Location 3 - Location 31,3,31,44,125655.6695,Verona,MAL.8a,Verona-MAL.8a
1278,Location 31,Location 23,1155,Location 23 - Location 31,23,31,11,111.4508276,MAL.17,MAL.8a,MAL.17-MAL.8a
1279,Location 31,Location 17,837,Location 17 - Location 31,17,31,5,28.57757489,MAL.11a,MAL.8a,MAL.11a-MAL.8a
1280,Location 31,Location 10,509,Location 10 - Location 31,10,31,41,51025.22852,GEO.d,MAL.8a,GEO.d-MAL.8a
1281,Location 31,Location 1,44,Location 1 - Location 31,1,31,44,189333.8664,Tisdale Weir,MAL.8a,Tisdale Weir-MAL.8a
1282,Location 31,Location 21,1051,Location 21 - Location 31,21,31,11,151.2953351,MAL.13,MAL.8a,MAL.13-MAL.8a
1283,Location 31,Location 15,736,Location 15 - Location 31,15,31,8,83.661853,MAL.10a,MAL.8a,MAL.10a-MAL.8a
1284,Location 31,Location 51,2641,Location 51 - Location 31,51,31,41,48824.7004,STMU.1,MAL.8a,STMU.1-MAL.8a
1285,Location 31,Location 6,303,Location 6 - Location 31,6,31,43,71316.98599,BF.2,MAL.8a,BF.2-MAL.8a
1286,Location 31,Location 32,1622,Location 32 - Location 31,32,31,10,73.80276243,MAL.8b,MAL.8a,MAL.8b-MAL.8a
1287,Location 31,Location 31,1564,Location 31 - Location 31,31,31,4,0,MAL.8a,MAL.8a,MAL.8a-MAL.8a
1288,Location 31,Location 11,561,Location 11 - Location 31,11,31,41,50943.37175,GEO.u,MAL.8a,GEO.u-MAL.8a
1289,Location 31,Location 50,2584,Location 50 - Location 31,50,31,36,33396.71521,STMD.4,MAL.8a,STMD.4-MAL.8a
1290,Location 31,Location 43,2225,Location 43 - Location 31,43,31,41,52236.04525,SBE.d,MAL.8a,SBE.d-MAL.8a
1291,Location 31,Location 18,893,Location 18 - Location 31,18,31,9,59.65902593,MAL.11b,MAL.8a,MAL.11b-MAL.8a
1292,Location 31,Location 45,2329,Location 45 - Location 31,45,31,41,49378.14289,SBGD.2,MAL.8a,SBGD.2-MAL.8a
1293,Location 31,Location 25,1260,Location 25 - Location 31,25,31,12,193.8364802,MAL.2,MAL.8a,MAL.2-MAL.8a
1294,Location 31,Location 19,946,Location 19 - Location 31,19,31,10,107.3663975,MAL.12a,MAL.8a,MAL.12a-MAL.8a
1295,Location 31,Location 52,2693,Location 52 - Location 31,52,31,41,48709.21562,STMU.2,MAL.8a,STMU.2-MAL.8a
1296,Location 31,Location 12,613,Location 12 - Location 31,12,31,41,58071.43099,LPS.d,MAL.8a,LPS.d-MAL.8a
1297,Location 31,Location 26,1312,Location 26 - Location 31,26,31,12,213.87505,MAL.4,MAL.8a,MAL.4-MAL.8a
1298,Location 31,Location 2,96,Location 2 - Location 31,2,31,44,130920.941,Yolo Bypass @ Fremont Weir,MAL.8a,Yolo Bypass @ Fremont Weir-MAL.8a
1299,Location 31,Location 24,1206,Location 24 - Location 31,24,31,10,73.80276243,MAL.18,MAL.8a,MAL.18-MAL.8a
1300,Location 31,Location 13,665,Location 13 - Location 31,13,31,41,57985.82043,LPS.u,MAL.8a,LPS.u-MAL.8a
1301,Location 32,Location 27,1367,Location 27 - Location 32,27,32,15,313.1062326,MAL.5,MAL.8b,MAL.5-MAL.8b
1302,Location 32,Location 29,1464,Location 29 - Location 32,29,32,8,73.80276243,MAL.7a,MAL.8b,MAL.7a-MAL.8b
1303,Location 32,Location 42,2176,Location 42 - Location 32,42,32,44,50512.17089,SACU.4,MAL.8b,SACU.4-MAL.8b
1304,Location 32,Location 28,1419,Location 28 - Location 32,28,32,15,357.9063451,MAL.6,MAL.8b,MAL.6-MAL.8b
1305,Location 32,Location 34,1757,Location 34 - Location 32,34,32,41,43625.81268,MOK.u,MAL.8b,MOK.u-MAL.8b
1306,Location 32,Location 33,1705,Location 33 - Location 32,33,32,41,43521.94319,MOK.d,MAL.8b,MOK.d-MAL.8b
1307,Location 32,Location 35,1807,Location 35 - Location 32,35,32,39,32177.62894,SACD.1,MAL.8b,SACD.1-MAL.8b
1308,Location 32,Location 3,151,Location 3 - Location 32,3,32,47,125729.4722,Verona,MAL.8b,Verona-MAL.8b
1309,Location 32,Location 23,1149,Location 23 - Location 32,23,32,5,37.6480652,MAL.17,MAL.8b,MAL.17-MAL.8b
1310,Location 32,Location 36,1859,Location 36 - Location 32,36,32,39,32147.92546,SACD.2,MAL.8b,SACD.2-MAL.8b
1311,Location 32,Location 22,1098,Location 22 - Location 32,22,32,6,57.64219234,MAL.14,MAL.8b,MAL.14-MAL.8b
1312,Location 32,Location 5,254,Location 5 - Location 32,5,32,46,71373.78196,BF.1,MAL.8b,BF.1-MAL.8b
1313,Location 32,Location 41,2124,Location 41 - Location 32,41,32,44,50530.19177,SACU.3,MAL.8b,SACU.3-MAL.8b
1314,Location 32,Location 8,403,Location 8 - Location 32,8,32,39,36065.5401,CCH.1,MAL.8b,CCH.1-MAL.8b
1315,Location 32,Location 20,996,Location 20 - Location 32,20,32,8,73.80276243,MAL.12b,MAL.8b,MAL.12b-MAL.8b
1316,Location 32,Location 40,2072,Location 40 - Location 32,40,32,44,50410.56181,SACU.2,MAL.8b,SACU.2-MAL.8b
1317,Location 32,Location 30,1511,Location 30 - Location 32,30,32,3,15.96565926,MAL.7b,MAL.8b,MAL.7b-MAL.8b
1318,Location 32,Location 37,1911,Location 37 - Location 32,37,32,39,32066.04263,SACD.3,MAL.8b,SACD.3-MAL.8b
1319,Location 32,Location 17,842,Location 17 - Location 32,17,32,10,102.3803373,MAL.11a,MAL.8b,MAL.11a-MAL.8b
1320,Location 32,Location 43,2228,Location 43 - Location 32,43,32,44,52309.84802,SBE.d,MAL.8b,SBE.d-MAL.8b
1321,Location 32,Location 16,788,Location 16 - Location 32,16,32,8,73.80276243,MAL.10b,MAL.8b,MAL.10b-MAL.8b
1322,Location 32,Location 49,2535,Location 49 - Location 32,49,32,39,33461.39459,STMD.3,MAL.8b,STMD.3-MAL.8b
1323,Location 32,Location 21,1046,Location 21 - Location 32,21,32,6,77.49257266,MAL.13,MAL.8b,MAL.13-MAL.8b
1324,Location 32,Location 48,2483,Location 48 - Location 32,48,32,39,33567.16787,STMD.2,MAL.8b,STMD.2-MAL.8b
1325,Location 32,Location 7,358,Location 7 - Location 32,7,32,46,71292.86398,BF.4,MAL.8b,BF.4-MAL.8b
1326,Location 32,Location 4,196,Location 4 - Location 32,4,32,40,90479.9644,Yolo Bypass @ I5,MAL.8b,Yolo Bypass @ I5-MAL.8b
1327,Location 32,Location 31,1568,Location 31 - Location 32,31,32,8,73.80276243,MAL.8a,MAL.8b,MAL.8a-MAL.8b
1328,Location 32,Location 25,1263,Location 25 - Location 32,25,32,15,267.6392426,MAL.2,MAL.8b,MAL.2-MAL.8b
1329,Location 32,Location 38,1963,Location 38 - Location 32,38,32,39,32066.04263,SACD.4,MAL.8b,SACD.4-MAL.8b
1330,Location 32,Location 44,2280,Location 44 - Location 32,44,32,44,52408.52449,SBE.u,MAL.8b,SBE.u-MAL.8b
1331,Location 32,Location 24,1198,Location 24 - Location 32,24,32,2,0,MAL.18,MAL.8b,MAL.18-MAL.8b
1332,Location 32,Location 50,2587,Location 50 - Location 32,50,32,39,33470.51797,STMD.4,MAL.8b,STMD.4-MAL.8b
1333,Location 32,Location 10,512,Location 10 - Location 32,10,32,44,51099.03128,GEO.d,MAL.8b,GEO.d-MAL.8b
1334,Location 32,Location 14,691,Location 14 - Location 32,14,32,15,235.1462952,MAL.1,MAL.8b,MAL.1-MAL.8b
1335,Location 32,Location 1,47,Location 1 - Location 32,1,32,47,189407.6692,Tisdale Weir,MAL.8b,Tisdale Weir-MAL.8b
1336,Location 32,Location 9,455,Location 9 - Location 32,9,32,39,36078.74162,CCH.2,MAL.8b,CCH.2-MAL.8b
1337,Location 32,Location 15,742,Location 15 - Location 32,15,32,14,157.4646154,MAL.10a,MAL.8b,MAL.10a-MAL.8b
1338,Location 32,Location 19,951,Location 19 - Location 32,19,32,15,181.16916,MAL.12a,MAL.8b,MAL.12a-MAL.8b
1339,Location 32,Location 47,2431,Location 47 - Location 32,47,32,39,33560.02567,STMD.1,MAL.8b,STMD.1-MAL.8b
1340,Location 32,Location 32,1614,Location 32 - Location 32,32,32,2,0,MAL.8b,MAL.8b,MAL.8b-MAL.8b
1341,Location 32,Location 39,2020,Location 39 - Location 32,39,32,44,50416.37704,SACU.1,MAL.8b,SACU.1-MAL.8b
1342,Location 32,Location 11,564,Location 11 - Location 32,11,32,44,51017.17451,GEO.u,MAL.8b,GEO.u-MAL.8b
1343,Location 32,Location 45,2332,Location 45 - Location 32,45,32,44,49451.94565,SBGD.2,MAL.8b,SBGD.2-MAL.8b
1344,Location 32,Location 51,2644,Location 51 - Location 32,51,32,44,48898.50316,STMU.1,MAL.8b,STMU.1-MAL.8b
1345,Location 32,Location 18,887,Location 18 - Location 32,18,32,3,14.1437365,MAL.11b,MAL.8b,MAL.11b-MAL.8b
1346,Location 32,Location 26,1315,Location 26 - Location 32,26,32,15,287.6778125,MAL.4,MAL.8b,MAL.4-MAL.8b
1347,Location 32,Location 52,2696,Location 52 - Location 32,52,32,44,48783.01838,STMU.2,MAL.8b,STMU.2-MAL.8b
1348,Location 32,Location 12,616,Location 12 - Location 32,12,32,44,58145.23375,LPS.d,MAL.8b,LPS.d-MAL.8b
1349,Location 32,Location 46,2384,Location 46 - Location 32,46,32,44,49549.91365,SBGU.2,MAL.8b,SBGU.2-MAL.8b
1350,Location 32,Location 6,306,Location 6 - Location 32,6,32,46,71390.78876,BF.2,MAL.8b,BF.2-MAL.8b
1351,Location 32,Location 2,99,Location 2 - Location 32,2,32,47,130994.7438,Yolo Bypass @ Fremont Weir,MAL.8b,Yolo Bypass @ Fremont Weir-MAL.8b
1352,Location 32,Location 13,668,Location 13 - Location 32,13,32,44,58059.6232,LPS.u,MAL.8b,LPS.u-MAL.8b
1353,Location 33,Location 3,134,Location 3 - Location 33,3,33,30,107140.0887,Verona,MOK.d,Verona-MOK.d
1354,Location 33,Location 21,1070,Location 21 - Location 33,21,33,30,43599.43576,MAL.13,MOK.d,MAL.13-MOK.d
1355,Location 33,Location 17,862,Location 17 - Location 33,17,33,30,43419.56285,MAL.11a,MOK.d,MAL.11a-MOK.d
1356,Location 33,Location 22,1122,Location 22 - Location 33,22,33,30,43579.58538,MAL.14,MOK.d,MAL.14-MOK.d
1357,Location 33,Location 29,1486,Location 29 - Location 33,29,33,30,43448.14042,MAL.7a,MOK.d,MAL.7a-MOK.d
1358,Location 33,Location 24,1226,Location 24 - Location 33,24,33,30,43521.94319,MAL.18,MOK.d,MAL.18-MOK.d
1359,Location 33,Location 20,1018,Location 20 - Location 33,20,33,30,43448.14042,MAL.12b,MOK.d,MAL.12b-MOK.d
1360,Location 33,Location 8,387,Location 8 - Location 33,8,33,23,35302.78241,CCH.1,MOK.d,CCH.1-MOK.d
1361,Location 33,Location 31,1590,Location 31 - Location 33,31,33,30,43448.14042,MAL.8a,MOK.d,MAL.8a-MOK.d
1362,Location 33,Location 36,1843,Location 36 - Location 33,36,33,23,31385.16777,SACD.2,MOK.d,SACD.2-MOK.d
1363,Location 33,Location 23,1174,Location 23 - Location 33,23,33,30,43559.59125,MAL.17,MOK.d,MAL.17-MOK.d
1364,Location 33,Location 30,1538,Location 30 - Location 33,30,33,30,43537.90885,MAL.7b,MOK.d,MAL.7b-MOK.d
1365,Location 33,Location 37,1895,Location 37 - Location 33,37,33,23,31303.28494,SACD.3,MOK.d,SACD.3-MOK.d
1366,Location 33,Location 27,1382,Location 27 - Location 33,27,33,30,43208.83695,MAL.5,MOK.d,MAL.5-MOK.d
1367,Location 33,Location 42,2159,Location 42 - Location 33,42,33,27,30551.22112,SACU.4,MOK.d,SACU.4-MOK.d
1368,Location 33,Location 9,439,Location 9 - Location 33,9,33,23,35315.98393,CCH.2,MOK.d,CCH.2-MOK.d
1369,Location 33,Location 28,1434,Location 28 - Location 33,28,33,30,43164.03684,MAL.6,MOK.d,MAL.6-MOK.d
1370,Location 33,Location 19,966,Location 19 - Location 33,19,33,30,43340.77403,MAL.12a,MOK.d,MAL.12a-MOK.d
1371,Location 33,Location 39,2003,Location 39 - Location 33,39,33,27,30647.01497,SACU.1,MOK.d,SACU.1-MOK.d
1372,Location 33,Location 18,914,Location 18 - Location 33,18,33,30,43507.79945,MAL.11b,MOK.d,MAL.11b-MOK.d
1373,Location 33,Location 44,2263,Location 44 - Location 33,44,33,27,34868.99306,SBE.u,MOK.d,SBE.u-MOK.d
1374,Location 33,Location 10,486,Location 10 - Location 33,10,33,18,22090.31439,GEO.d,MOK.d,GEO.d-MOK.d
1375,Location 33,Location 16,810,Location 16 - Location 33,16,33,30,43448.14042,MAL.10b,MOK.d,MAL.10b-MOK.d
1376,Location 33,Location 43,2211,Location 43 - Location 33,43,33,27,34967.66953,SBE.d,MOK.d,SBE.d-MOK.d
1377,Location 33,Location 35,1791,Location 35 - Location 33,35,33,23,31414.87125,SACD.1,MOK.d,SACD.1-MOK.d
1378,Location 33,Location 41,2107,Location 41 - Location 33,41,33,27,30533.20024,SACU.3,MOK.d,SACU.3-MOK.d
1379,Location 33,Location 34,1718,Location 34 - Location 33,34,33,2,103.869489,MOK.u,MOK.d,MOK.u-MOK.d
1380,Location 33,Location 33,1665,Location 33 - Location 33,33,33,1,0,MOK.d,MOK.d,MOK.d-MOK.d
1381,Location 33,Location 26,1330,Location 26 - Location 33,26,33,30,43234.26537,MAL.4,MOK.d,MAL.4-MOK.d
1382,Location 33,Location 25,1278,Location 25 - Location 33,25,33,30,43254.30394,MAL.2,MOK.d,MAL.2-MOK.d
1383,Location 33,Location 32,1642,Location 32 - Location 33,32,33,30,43521.94319,MAL.8b,MOK.d,MAL.8b-MOK.d
1384,Location 33,Location 52,2679,Location 52 - Location 33,52,33,27,32280.37363,STMU.2,MOK.d,STMU.2-MOK.d
1385,Location 33,Location 38,1947,Location 38 - Location 33,38,33,23,31303.28494,SACD.4,MOK.d,SACD.4-MOK.d
1386,Location 33,Location 51,2627,Location 51 - Location 33,51,33,27,32164.88885,STMU.1,MOK.d,STMU.1-MOK.d
1387,Location 33,Location 49,2519,Location 49 - Location 33,49,33,23,32698.6369,STMD.3,MOK.d,STMD.3-MOK.d
1388,Location 33,Location 50,2571,Location 50 - Location 33,50,33,23,32707.76028,STMD.4,MOK.d,STMD.4-MOK.d
1389,Location 33,Location 1,30,Location 1 - Location 33,1,33,30,170818.2856,Tisdale Weir,MOK.d,Tisdale Weir-MOK.d
1390,Location 33,Location 5,235,Location 5 - Location 33,5,33,27,52784.39838,BF.1,MOK.d,BF.1-MOK.d
1391,Location 33,Location 2,82,Location 2 - Location 33,2,33,30,112405.3602,Yolo Bypass @ Fremont Weir,MOK.d,Yolo Bypass @ Fremont Weir-MOK.d
1392,Location 33,Location 14,706,Location 14 - Location 33,14,33,30,43286.79689,MAL.1,MOK.d,MAL.1-MOK.d
1393,Location 33,Location 48,2467,Location 48 - Location 33,48,33,23,32804.41018,STMD.2,MOK.d,STMD.2-MOK.d
1394,Location 33,Location 40,2055,Location 40 - Location 33,40,33,27,30652.83021,SACU.2,MOK.d,SACU.2-MOK.d
1395,Location 33,Location 11,538,Location 11 - Location 33,11,33,18,22172.17116,GEO.u,MOK.d,GEO.u-MOK.d
1396,Location 33,Location 46,2362,Location 46 - Location 33,46,33,22,23639.43201,SBGU.2,MOK.d,SBGU.2-MOK.d
1397,Location 33,Location 12,576,Location 12 - Location 33,12,33,4,14623.29056,LPS.d,MOK.d,LPS.d-MOK.d
1398,Location 33,Location 45,2310,Location 45 - Location 33,45,33,22,23737.40002,SBGD.2,MOK.d,SBGD.2-MOK.d
1399,Location 33,Location 7,339,Location 7 - Location 33,7,33,27,52703.4804,BF.4,MOK.d,BF.4-MOK.d
1400,Location 33,Location 15,758,Location 15 - Location 33,15,33,30,43364.47857,MAL.10a,MOK.d,MAL.10a-MOK.d
1401,Location 33,Location 6,287,Location 6 - Location 33,6,33,27,52801.40518,BF.2,MOK.d,BF.2-MOK.d
1402,Location 33,Location 13,628,Location 13 - Location 33,13,33,4,14537.68001,LPS.u,MOK.d,LPS.u-MOK.d
1403,Location 33,Location 4,180,Location 4 - Location 33,4,33,24,89717.20671,Yolo Bypass @ I5,MOK.d,Yolo Bypass @ I5-MOK.d
1404,Location 33,Location 47,2415,Location 47 - Location 33,47,33,23,32797.26798,STMD.1,MOK.d,STMD.1-MOK.d
1405,Location 34,Location 17,863,Location 17 - Location 34,17,34,31,43523.43234,MAL.11a,MOK.u,MAL.11a-MOK.u
1406,Location 34,Location 16,811,Location 16 - Location 34,16,34,31,43552.00991,MAL.10b,MOK.u,MAL.10b-MOK.u
1407,Location 34,Location 3,133,Location 3 - Location 34,3,34,29,107036.2192,Verona,MOK.u,Verona-MOK.u
1408,Location 34,Location 18,915,Location 18 - Location 34,18,34,31,43611.66894,MAL.11b,MOK.u,MAL.11b-MOK.u
1409,Location 34,Location 51,2626,Location 51 - Location 34,51,34,26,32061.01936,STMU.1,MOK.u,STMU.1-MOK.u
1410,Location 34,Location 14,707,Location 14 - Location 34,14,34,31,43390.66638,MAL.1,MOK.u,MAL.1-MOK.u
1411,Location 34,Location 6,286,Location 6 - Location 34,6,34,26,52697.53569,BF.2,MOK.u,BF.2-MOK.u
1412,Location 34,Location 25,1279,Location 25 - Location 34,25,34,31,43358.17343,MAL.2,MOK.u,MAL.2-MOK.u
1413,Location 34,Location 15,759,Location 15 - Location 34,15,34,31,43468.34806,MAL.10a,MOK.u,MAL.10a-MOK.u
1414,Location 34,Location 19,967,Location 19 - Location 34,19,34,31,43444.64352,MAL.12a,MOK.u,MAL.12a-MOK.u
1415,Location 34,Location 23,1175,Location 23 - Location 34,23,34,31,43663.46074,MAL.17,MOK.u,MAL.17-MOK.u
1416,Location 34,Location 50,2572,Location 50 - Location 34,50,34,24,32811.62977,STMD.4,MOK.u,STMD.4-MOK.u
1417,Location 34,Location 31,1591,Location 31 - Location 34,31,34,31,43552.00991,MAL.8a,MOK.u,MAL.8a-MOK.u
1418,Location 34,Location 24,1227,Location 24 - Location 34,24,34,31,43625.81268,MAL.18,MOK.u,MAL.18-MOK.u
1419,Location 34,Location 21,1071,Location 21 - Location 34,21,34,31,43703.30525,MAL.13,MOK.u,MAL.13-MOK.u
1420,Location 34,Location 20,1019,Location 20 - Location 34,20,34,31,43552.00991,MAL.12b,MOK.u,MAL.12b-MOK.u
1421,Location 34,Location 22,1123,Location 22 - Location 34,22,34,31,43683.45487,MAL.14,MOK.u,MAL.14-MOK.u
1422,Location 34,Location 29,1487,Location 29 - Location 34,29,34,31,43552.00991,MAL.7a,MOK.u,MAL.7a-MOK.u
1423,Location 34,Location 2,81,Location 2 - Location 34,2,34,29,112301.4907,Yolo Bypass @ Fremont Weir,MOK.u,Yolo Bypass @ Fremont Weir-MOK.u
1424,Location 34,Location 26,1331,Location 26 - Location 34,26,34,31,43338.13486,MAL.4,MOK.u,MAL.4-MOK.u
1425,Location 34,Location 32,1643,Location 32 - Location 34,32,34,31,43625.81268,MAL.8b,MOK.u,MAL.8b-MOK.u
1426,Location 34,Location 39,2002,Location 39 - Location 34,39,34,26,30543.14548,SACU.1,MOK.u,SACU.1-MOK.u
1427,Location 34,Location 45,2309,Location 45 - Location 34,45,34,21,23633.53053,SBGD.2,MOK.u,SBGD.2-MOK.u
1428,Location 34,Location 10,485,Location 10 - Location 34,10,34,17,21986.4449,GEO.d,MOK.u,GEO.d-MOK.u
1429,Location 34,Location 30,1539,Location 30 - Location 34,30,34,31,43641.77833,MAL.7b,MOK.u,MAL.7b-MOK.u
1430,Location 34,Location 37,1896,Location 37 - Location 34,37,34,24,31407.15443,SACD.3,MOK.u,SACD.3-MOK.u
1431,Location 34,Location 36,1844,Location 36 - Location 34,36,34,24,31489.03726,SACD.2,MOK.u,SACD.2-MOK.u
1432,Location 34,Location 42,2158,Location 42 - Location 34,42,34,26,30447.35163,SACU.4,MOK.u,SACU.4-MOK.u
1433,Location 34,Location 49,2520,Location 49 - Location 34,49,34,24,32802.50639,STMD.3,MOK.u,STMD.3-MOK.u
1434,Location 34,Location 8,388,Location 8 - Location 34,8,34,24,35406.6519,CCH.1,MOK.u,CCH.1-MOK.u
1435,Location 34,Location 27,1383,Location 27 - Location 34,27,34,31,43312.70644,MAL.5,MOK.u,MAL.5-MOK.u
1436,Location 34,Location 33,1666,Location 33 - Location 34,33,34,2,103.869489,MOK.d,MOK.u,MOK.d-MOK.u
1437,Location 34,Location 4,181,Location 4 - Location 34,4,34,25,89821.0762,Yolo Bypass @ I5,MOK.u,Yolo Bypass @ I5-MOK.u
1438,Location 34,Location 46,2361,Location 46 - Location 34,46,34,21,23535.56252,SBGU.2,MOK.u,SBGU.2-MOK.u
1439,Location 34,Location 52,2678,Location 52 - Location 34,52,34,26,32176.50414,STMU.2,MOK.u,STMU.2-MOK.u
1440,Location 34,Location 11,537,Location 11 - Location 34,11,34,17,22068.30167,GEO.u,MOK.u,GEO.u-MOK.u
1441,Location 34,Location 38,1948,Location 38 - Location 34,38,34,24,31407.15443,SACD.4,MOK.u,SACD.4-MOK.u
1442,Location 34,Location 44,2262,Location 44 - Location 34,44,34,26,34765.12357,SBE.u,MOK.u,SBE.u-MOK.u
1443,Location 34,Location 1,29,Location 1 - Location 34,1,34,29,170714.4161,Tisdale Weir,MOK.u,Tisdale Weir-MOK.u
1444,Location 34,Location 43,2210,Location 43 - Location 34,43,34,26,34863.80004,SBE.d,MOK.u,SBE.d-MOK.u
1445,Location 34,Location 5,234,Location 5 - Location 34,5,34,26,52680.52889,BF.1,MOK.u,BF.1-MOK.u
1446,Location 34,Location 9,440,Location 9 - Location 34,9,34,24,35419.85342,CCH.2,MOK.u,CCH.2-MOK.u
1447,Location 34,Location 28,1435,Location 28 - Location 34,28,34,31,43267.90633,MAL.6,MOK.u,MAL.6-MOK.u
1448,Location 34,Location 34,1717,Location 34 - Location 34,34,34,1,0,MOK.u,MOK.u,MOK.u-MOK.u
1449,Location 34,Location 40,2054,Location 40 - Location 34,40,34,26,30548.96072,SACU.2,MOK.u,SACU.2-MOK.u
1450,Location 34,Location 47,2416,Location 47 - Location 34,47,34,24,32901.13746,STMD.1,MOK.u,STMD.1-MOK.u
1451,Location 34,Location 12,575,Location 12 - Location 34,12,34,3,14519.42107,LPS.d,MOK.u,LPS.d-MOK.u
1452,Location 34,Location 41,2106,Location 41 - Location 34,41,34,26,30429.33075,SACU.3,MOK.u,SACU.3-MOK.u
1453,Location 34,Location 48,2468,Location 48 - Location 34,48,34,24,32908.27967,STMD.2,MOK.u,STMD.2-MOK.u
1454,Location 34,Location 7,338,Location 7 - Location 34,7,34,26,52599.61091,BF.4,MOK.u,BF.4-MOK.u
1455,Location 34,Location 35,1792,Location 35 - Location 34,35,34,24,31518.74074,SACD.1,MOK.u,SACD.1-MOK.u
1456,Location 34,Location 13,627,Location 13 - Location 34,13,34,3,14433.81052,LPS.u,MOK.u,LPS.u-MOK.u
1457,Location 35,Location 12,589,Location 12 - Location 35,12,35,17,44850.27755,LPS.d,SACD.1,LPS.d-SACD.1
1458,Location 35,Location 19,959,Location 19 - Location 35,19,35,23,31996.45978,MAL.12a,SACD.1,MAL.12a-SACD.1
1459,Location 35,Location 52,2672,Location 52 - Location 35,52,35,20,20039.51746,STMU.2,SACD.1,STMU.2-SACD.1
1460,Location 35,Location 17,855,Location 17 - Location 35,17,35,23,32075.2486,MAL.11a,SACD.1,MAL.11a-SACD.1
1461,Location 35,Location 1,28,Location 1 - Location 35,1,35,28,160664.1683,Tisdale Weir,SACD.1,Tisdale Weir-SACD.1
1462,Location 35,Location 16,803,Location 16 - Location 35,16,35,23,32103.82618,MAL.10b,SACD.1,MAL.10b-SACD.1
1463,Location 35,Location 10,481,Location 10 - Location 35,10,35,13,18921.40234,GEO.d,SACD.1,GEO.d-SACD.1
1464,Location 35,Location 7,337,Location 7 - Location 35,7,35,25,42549.36307,BF.4,SACD.1,BF.4-SACD.1
1465,Location 35,Location 2,80,Location 2 - Location 35,2,35,28,102251.2429,Yolo Bypass @ Fremont Weir,SACD.1,Yolo Bypass @ Fremont Weir-SACD.1
1466,Location 35,Location 26,1323,Location 26 - Location 35,26,35,23,31889.95113,MAL.4,SACD.1,MAL.4-SACD.1
1467,Location 35,Location 32,1635,Location 32 - Location 35,32,35,23,32177.62894,MAL.8b,SACD.1,MAL.8b-SACD.1
1468,Location 35,Location 39,1996,Location 39 - Location 35,39,35,20,21672.87613,SACU.1,SACD.1,SACU.1-SACD.1
1469,Location 35,Location 45,2301,Location 45 - Location 35,45,35,13,17274.31671,SBGD.2,SACD.1,SBGD.2-SACD.1
1470,Location 35,Location 51,2620,Location 51 - Location 35,51,35,20,20155.00224,STMU.1,SACD.1,STMU.1-SACD.1
1471,Location 35,Location 23,1167,Location 23 - Location 35,23,35,23,32215.27701,MAL.17,SACD.1,MAL.17-SACD.1
1472,Location 35,Location 3,132,Location 3 - Location 35,3,35,28,96985.97133,Verona,SACD.1,Verona-SACD.1
1473,Location 35,Location 36,1822,Location 36 - Location 35,36,35,2,29.70347861,SACD.2,SACD.1,SACD.2-SACD.1
1474,Location 35,Location 42,2152,Location 42 - Location 35,42,35,20,21768.66997,SACU.4,SACD.1,SACU.4-SACD.1
1475,Location 35,Location 14,699,Location 14 - Location 35,14,35,23,31942.48265,MAL.1,SACD.1,MAL.1-SACD.1
1476,Location 35,Location 20,1011,Location 20 - Location 35,20,35,23,32103.82618,MAL.12b,SACD.1,MAL.12b-SACD.1
1477,Location 35,Location 27,1375,Location 27 - Location 35,27,35,23,31864.52271,MAL.5,SACD.1,MAL.5-SACD.1
1478,Location 35,Location 33,1680,Location 33 - Location 35,33,35,16,31414.87125,MOK.d,SACD.1,MOK.d-SACD.1
1479,Location 35,Location 4,167,Location 4 - Location 35,4,35,11,61736.46349,Yolo Bypass @ I5,SACD.1,Yolo Bypass @ I5-SACD.1
1480,Location 35,Location 46,2353,Location 46 - Location 35,46,35,13,17372.28471,SBGU.2,SACD.1,SBGU.2-SACD.1
1481,Location 35,Location 11,533,Location 11 - Location 35,11,35,13,18839.54557,GEO.u,SACD.1,GEO.u-SACD.1
1482,Location 35,Location 18,907,Location 18 - Location 35,18,35,23,32163.4852,MAL.11b,SACD.1,MAL.11b-SACD.1
1483,Location 35,Location 24,1219,Location 24 - Location 35,24,35,23,32177.62894,MAL.18,SACD.1,MAL.18-SACD.1
1484,Location 35,Location 30,1531,Location 30 - Location 35,30,35,23,32193.5946,MAL.7b,SACD.1,MAL.7b-SACD.1
1485,Location 35,Location 37,1876,Location 37 - Location 35,37,35,4,111.586309,SACD.3,SACD.1,SACD.3-SACD.1
1486,Location 35,Location 43,2209,Location 43 - Location 35,43,35,25,23566.3471,SBE.d,SACD.1,SBE.d-SACD.1
1487,Location 35,Location 15,751,Location 15 - Location 35,15,35,23,32020.16433,MAL.10a,SACD.1,MAL.10a-SACD.1
