,Name2,Name1,ObjectID,Name,OriginID,DestinationID,DestinationRank,Total_Length,Name_Og,Name_Og2,Name_corr
579,Location 2,Location 51,2651,Location 51 - Location 2,51,2,51,82096.24061,STMU.1,Yolo Bypass @ Fremont Weir,STMU.1-Yolo Bypass @ Fremont Weir
580,Location 2,Location 35,1819,Location 35 - Location 2,35,2,51,102251.2429,SACD.1,Yolo Bypass @ Fremont Weir,SACD.1-Yolo Bypass @ Fremont Weir
581,Location 2,Location 8,415,Location 8 - Location 2,8,2,51,98846.31273,CCH.1,Yolo Bypass @ Fremont Weir,CCH.1-Yolo Bypass @ Fremont Weir
582,Location 2,Location 20,1039,Location 20 - Location 2,20,2,51,130920.941,MAL.12b,Yolo Bypass @ Fremont Weir,MAL.12b-Yolo Bypass @ Fremont Weir
583,Location 2,Location 13,675,Location 13 - Location 2,13,2,51,115404.3054,LPS.u,Yolo Bypass @ Fremont Weir,LPS.u-Yolo Bypass @ Fremont Weir
584,Location 2,Location 2,53,Location 2 - Location 2,2,2,1,0,Yolo Bypass @ Fremont Weir,Yolo Bypass @ Fremont Weir,Yolo Bypass @ Fremont Weir-Yolo Bypass @ Fremont Weir
585,Location 2,Location 26,1351,Location 26 - Location 2,26,2,51,130707.066,MAL.4,Yolo Bypass @ Fremont Weir,MAL.4-Yolo Bypass @ Fremont Weir
586,Location 2,Location 52,2703,Location 52 - Location 2,52,2,51,82211.72539,STMU.2,Yolo Bypass @ Fremont Weir,STMU.2-Yolo Bypass @ Fremont Weir
587,Location 2,Location 11,571,Location 11 - Location 2,11,2,51,91415.55796,GEO.u,Yolo Bypass @ Fremont Weir,GEO.u-Yolo Bypass @ Fremont Weir
588,Location 2,Location 18,935,Location 18 - Location 2,18,2,51,130980.6,MAL.11b,Yolo Bypass @ Fremont Weir,MAL.11b-Yolo Bypass @ Fremont Weir
589,Location 2,Location 24,1247,Location 24 - Location 2,24,2,51,130994.7438,MAL.18,Yolo Bypass @ Fremont Weir,MAL.18-Yolo Bypass @ Fremont Weir
590,Location 2,Location 30,1559,Location 30 - Location 2,30,2,51,131010.7094,MAL.7b,Yolo Bypass @ Fremont Weir,MAL.7b-Yolo Bypass @ Fremont Weir
591,Location 2,Location 3,106,Location 3 - Location 2,3,2,2,5265.27152,Verona,Yolo Bypass @ Fremont Weir,Verona-Yolo Bypass @ Fremont Weir
592,Location 2,Location 29,1507,Location 29 - Location 2,29,2,51,130920.941,MAL.7a,Yolo Bypass @ Fremont Weir,MAL.7a-Yolo Bypass @ Fremont Weir
593,Location 2,Location 9,467,Location 9 - Location 2,9,2,51,98833.11121,CCH.2,Yolo Bypass @ Fremont Weir,CCH.2-Yolo Bypass @ Fremont Weir
594,Location 2,Location 21,1091,Location 21 - Location 2,21,2,51,131072.2363,MAL.13,Yolo Bypass @ Fremont Weir,MAL.13-Yolo Bypass @ Fremont Weir
595,Location 2,Location 28,1455,Location 28 - Location 2,28,2,51,130636.8374,MAL.6,Yolo Bypass @ Fremont Weir,MAL.6-Yolo Bypass @ Fremont Weir
596,Location 2,Location 27,1403,Location 27 - Location 2,27,2,51,130681.6375,MAL.5,Yolo Bypass @ Fremont Weir,MAL.5-Yolo Bypass @ Fremont Weir
597,Location 2,Location 33,1715,Location 33 - Location 2,33,2,51,112405.3602,MOK.d,Yolo Bypass @ Fremont Weir,MOK.d-Yolo Bypass @ Fremont Weir
598,Location 2,Location 6,291,Location 6 - Location 2,6,2,31,59603.95501,BF.2,Yolo Bypass @ Fremont Weir,BF.2-Yolo Bypass @ Fremont Weir
599,Location 2,Location 19,987,Location 19 - Location 2,19,2,51,130813.5746,MAL.12a,Yolo Bypass @ Fremont Weir,MAL.12a-Yolo Bypass @ Fremont Weir
600,Location 2,Location 25,1299,Location 25 - Location 2,25,2,51,130727.1045,MAL.2,Yolo Bypass @ Fremont Weir,MAL.2-Yolo Bypass @ Fremont Weir
601,Location 2,Location 31,1611,Location 31 - Location 2,31,2,51,130920.941,MAL.8a,Yolo Bypass @ Fremont Weir,MAL.8a-Yolo Bypass @ Fremont Weir
602,Location 2,Location 38,1975,Location 38 - Location 2,38,2,51,102139.6565,SACD.4,Yolo Bypass @ Fremont Weir,SACD.4-Yolo Bypass @ Fremont Weir
603,Location 2,Location 1,2,Location 1 - Location 2,1,2,2,58412.92542,Tisdale Weir,Yolo Bypass @ Fremont Weir,Tisdale Weir-Yolo Bypass @ Fremont Weir
604,Location 2,Location 44,2287,Location 44 - Location 2,44,2,51,79579.10344,SBE.u,Yolo Bypass @ Fremont Weir,SBE.u-Yolo Bypass @ Fremont Weir
605,Location 2,Location 37,1923,Location 37 - Location 2,37,2,51,102139.6565,SACD.3,Yolo Bypass @ Fremont Weir,SACD.3-Yolo Bypass @ Fremont Weir
606,Location 2,Location 36,1871,Location 36 - Location 2,36,2,51,102221.5394,SACD.2,Yolo Bypass @ Fremont Weir,SACD.2-Yolo Bypass @ Fremont Weir
607,Location 2,Location 42,2183,Location 42 - Location 2,42,2,51,81854.13907,SACU.4,Yolo Bypass @ Fremont Weir,SACU.4-Yolo Bypass @ Fremont Weir
608,Location 2,Location 41,2131,Location 41 - Location 2,41,2,51,81872.15995,SACU.3,Yolo Bypass @ Fremont Weir,SACU.3-Yolo Bypass @ Fremont Weir
609,Location 2,Location 48,2495,Location 48 - Location 2,48,2,51,97427.5759,STMD.2,Yolo Bypass @ Fremont Weir,STMD.2-Yolo Bypass @ Fremont Weir
610,Location 2,Location 34,1767,Location 34 - Location 2,34,2,51,112301.4907,MOK.u,Yolo Bypass @ Fremont Weir,MOK.u-Yolo Bypass @ Fremont Weir
611,Location 2,Location 40,2079,Location 40 - Location 2,40,2,51,81752.52998,SACU.2,Yolo Bypass @ Fremont Weir,SACU.2-Yolo Bypass @ Fremont Weir
612,Location 2,Location 4,207,Location 4 - Location 2,4,2,51,150965.8134,Yolo Bypass @ I5,Yolo Bypass @ Fremont Weir,Yolo Bypass @ I5-Yolo Bypass @ Fremont Weir
613,Location 2,Location 32,1663,Location 32 - Location 2,32,2,51,130994.7438,MAL.8b,Yolo Bypass @ Fremont Weir,MAL.8b-Yolo Bypass @ Fremont Weir
614,Location 2,Location 39,2027,Location 39 - Location 2,39,2,51,81758.34522,SACU.1,Yolo Bypass @ Fremont Weir,SACU.1-Yolo Bypass @ Fremont Weir
615,Location 2,Location 10,519,Location 10 - Location 2,10,2,51,91497.41473,GEO.d,Yolo Bypass @ Fremont Weir,GEO.d-Yolo Bypass @ Fremont Weir
616,Location 2,Location 45,2339,Location 45 - Location 2,45,2,51,91588.79357,SBGD.2,Yolo Bypass @ Fremont Weir,SBGD.2-Yolo Bypass @ Fremont Weir
617,Location 2,Location 14,727,Location 14 - Location 2,14,2,51,130759.5975,MAL.1,Yolo Bypass @ Fremont Weir,MAL.1-Yolo Bypass @ Fremont Weir
618,Location 2,Location 49,2547,Location 49 - Location 2,49,2,51,97533.34918,STMD.3,Yolo Bypass @ Fremont Weir,STMD.3-Yolo Bypass @ Fremont Weir
619,Location 2,Location 43,2235,Location 43 - Location 2,43,2,51,79677.77992,SBE.d,Yolo Bypass @ Fremont Weir,SBE.d-Yolo Bypass @ Fremont Weir
620,Location 2,Location 15,779,Location 15 - Location 2,15,2,51,130837.2792,MAL.10a,Yolo Bypass @ Fremont Weir,MAL.10a-Yolo Bypass @ Fremont Weir
621,Location 2,Location 12,623,Location 12 - Location 2,12,2,51,115489.9159,LPS.d,Yolo Bypass @ Fremont Weir,LPS.d-Yolo Bypass @ Fremont Weir
622,Location 2,Location 46,2391,Location 46 - Location 2,46,2,51,91490.82557,SBGU.2,Yolo Bypass @ Fremont Weir,SBGU.2-Yolo Bypass @ Fremont Weir
623,Location 2,Location 47,2443,Location 47 - Location 2,47,2,51,97434.7181,STMD.1,Yolo Bypass @ Fremont Weir,STMD.1-Yolo Bypass @ Fremont Weir
624,Location 2,Location 5,239,Location 5 - Location 2,5,2,31,59620.96181,BF.1,Yolo Bypass @ Fremont Weir,BF.1-Yolo Bypass @ Fremont Weir
625,Location 20,Location 19,944,Location 19 - Location 20,19,20,8,107.3663975,MAL.12a,MAL.12b,MAL.12a-MAL.12b
626,Location 20,Location 26,1310,Location 26 - Location 20,26,20,10,213.87505,MAL.4,MAL.12b,MAL.4-MAL.12b
627,Location 20,Location 52,2691,Location 52 - Location 20,52,20,39,48709.21562,STMU.2,MAL.12b,STMU.2-MAL.12b
628,Location 20,Location 12,611,Location 12 - Location 20,12,20,39,58071.43099,LPS.d,MAL.12b,LPS.d-MAL.12b
629,Location 20,Location 50,2582,Location 50 - Location 20,50,20,34,33396.71521,STMD.4,MAL.12b,STMD.4-MAL.12b
630,Location 20,Location 11,559,Location 11 - Location 20,11,20,39,50943.37175,GEO.u,MAL.12b,GEO.u-MAL.12b
631,Location 20,Location 20,990,Location 20 - Location 20,20,20,2,0,MAL.12b,MAL.12b,MAL.12b-MAL.12b
632,Location 20,Location 6,301,Location 6 - Location 20,6,20,41,71316.98599,BF.2,MAL.12b,BF.2-MAL.12b
633,Location 20,Location 2,94,Location 2 - Location 20,2,20,42,130920.941,Yolo Bypass @ Fremont Weir,MAL.12b,Yolo Bypass @ Fremont Weir-MAL.12b
634,Location 20,Location 7,353,Location 7 - Location 20,7,20,41,71219.06122,BF.4,MAL.12b,BF.4-MAL.12b
635,Location 20,Location 25,1258,Location 25 - Location 20,25,20,10,193.8364802,MAL.2,MAL.12b,MAL.2-MAL.12b
636,Location 20,Location 18,891,Location 18 - Location 20,18,20,7,59.65902593,MAL.11b,MAL.12b,MAL.11b-MAL.12b
637,Location 20,Location 51,2639,Location 51 - Location 20,51,20,39,48824.7004,STMU.1,MAL.12b,STMU.1-MAL.12b
638,Location 20,Location 46,2379,Location 46 - Location 20,46,20,39,49476.11089,SBGU.2,MAL.12b,SBGU.2-MAL.12b
639,Location 20,Location 16,782,Location 16 - Location 20,16,20,2,0,MAL.10b,MAL.12b,MAL.10b-MAL.12b
640,Location 20,Location 9,450,Location 9 - Location 20,9,20,34,36004.93886,CCH.2,MAL.12b,CCH.2-MAL.12b
641,Location 20,Location 15,734,Location 15 - Location 20,15,20,6,83.661853,MAL.10a,MAL.12b,MAL.10a-MAL.12b
642,Location 20,Location 17,835,Location 17 - Location 20,17,20,3,28.57757489,MAL.11a,MAL.12b,MAL.11a-MAL.12b
643,Location 20,Location 14,686,Location 14 - Location 20,14,20,10,161.3435327,MAL.1,MAL.12b,MAL.1-MAL.12b
644,Location 20,Location 28,1414,Location 28 - Location 20,28,20,10,284.1035827,MAL.6,MAL.12b,MAL.6-MAL.12b
645,Location 20,Location 13,663,Location 13 - Location 20,13,20,39,57985.82043,LPS.u,MAL.12b,LPS.u-MAL.12b
646,Location 20,Location 33,1700,Location 33 - Location 20,33,20,36,43448.14042,MOK.d,MAL.12b,MOK.d-MAL.12b
647,Location 20,Location 40,2067,Location 40 - Location 20,40,20,39,50336.75904,SACU.2,MAL.12b,SACU.2-MAL.12b
648,Location 20,Location 4,191,Location 4 - Location 20,4,20,35,90406.16164,Yolo Bypass @ I5,MAL.12b,Yolo Bypass @ I5-MAL.12b
649,Location 20,Location 32,1620,Location 32 - Location 20,32,20,8,73.80276243,MAL.8b,MAL.12b,MAL.8b-MAL.12b
650,Location 20,Location 31,1562,Location 31 - Location 20,31,20,2,0,MAL.8a,MAL.12b,MAL.8a-MAL.12b
651,Location 20,Location 24,1204,Location 24 - Location 20,24,20,8,73.80276243,MAL.18,MAL.12b,MAL.18-MAL.12b
652,Location 20,Location 30,1517,Location 30 - Location 20,30,20,9,89.76842169,MAL.7b,MAL.12b,MAL.7b-MAL.12b
653,Location 20,Location 22,1101,Location 22 - Location 20,22,20,9,131.4449548,MAL.14,MAL.12b,MAL.14-MAL.12b
654,Location 20,Location 5,249,Location 5 - Location 20,5,20,41,71299.9792,BF.1,MAL.12b,BF.1-MAL.12b
655,Location 20,Location 8,398,Location 8 - Location 20,8,20,34,35991.73734,CCH.1,MAL.12b,CCH.1-MAL.12b
656,Location 20,Location 21,1049,Location 21 - Location 20,21,20,9,151.2953351,MAL.13,MAL.12b,MAL.13-MAL.12b
657,Location 20,Location 48,2478,Location 48 - Location 20,48,20,34,33493.36511,STMD.2,MAL.12b,STMD.2-MAL.12b
658,Location 20,Location 27,1362,Location 27 - Location 20,27,20,10,239.3034702,MAL.5,MAL.12b,MAL.5-MAL.12b
659,Location 20,Location 47,2426,Location 47 - Location 20,47,20,34,33486.22291,STMD.1,MAL.12b,STMD.1-MAL.12b
660,Location 20,Location 38,1958,Location 38 - Location 20,38,20,34,31992.23987,SACD.4,MAL.12b,SACD.4-MAL.12b
661,Location 20,Location 1,42,Location 1 - Location 20,1,20,42,189333.8664,Tisdale Weir,MAL.12b,Tisdale Weir-MAL.12b
662,Location 20,Location 23,1153,Location 23 - Location 20,23,20,9,111.4508276,MAL.17,MAL.12b,MAL.17-MAL.12b
663,Location 20,Location 39,2015,Location 39 - Location 20,39,20,39,50342.57428,SACU.1,MAL.12b,SACU.1-MAL.12b
664,Location 20,Location 29,1458,Location 29 - Location 20,29,20,2,0,MAL.7a,MAL.12b,MAL.7a-MAL.12b
665,Location 20,Location 35,1802,Location 35 - Location 20,35,20,34,32103.82618,SACD.1,MAL.12b,SACD.1-MAL.12b
666,Location 20,Location 42,2171,Location 42 - Location 20,42,20,39,50438.36813,SACU.4,MAL.12b,SACU.4-MAL.12b
667,Location 20,Location 3,146,Location 3 - Location 20,3,20,42,125655.6695,Verona,MAL.12b,Verona-MAL.12b
668,Location 20,Location 34,1752,Location 34 - Location 20,34,20,36,43552.00991,MOK.u,MAL.12b,MOK.u-MAL.12b
669,Location 20,Location 10,507,Location 10 - Location 20,10,20,39,51025.22852,GEO.d,MAL.12b,GEO.d-MAL.12b
670,Location 20,Location 45,2327,Location 45 - Location 20,45,20,39,49378.14289,SBGD.2,MAL.12b,SBGD.2-MAL.12b
671,Location 20,Location 41,2119,Location 41 - Location 20,41,20,39,50456.38901,SACU.3,MAL.12b,SACU.3-MAL.12b
672,Location 20,Location 37,1906,Location 37 - Location 20,37,20,34,31992.23987,SACD.3,MAL.12b,SACD.3-MAL.12b
673,Location 20,Location 43,2223,Location 43 - Location 20,43,20,39,52236.04525,SBE.d,MAL.12b,SBE.d-MAL.12b
674,Location 20,Location 49,2530,Location 49 - Location 20,49,20,34,33387.59183,STMD.3,MAL.12b,STMD.3-MAL.12b
675,Location 20,Location 44,2275,Location 44 - Location 20,44,20,39,52334.72173,SBE.u,MAL.12b,SBE.u-MAL.12b
676,Location 20,Location 36,1854,Location 36 - Location 20,36,20,34,32074.1227,SACD.2,MAL.12b,SACD.2-MAL.12b
677,Location 21,Location 52,2700,Location 52 - Location 21,52,21,48,48860.51095,STMU.2,MAL.13,STMU.2-MAL.13
678,Location 21,Location 46,2388,Location 46 - Location 21,46,21,48,49627.40623,SBGU.2,MAL.13,SBGU.2-MAL.13
679,Location 21,Location 12,620,Location 12 - Location 21,12,21,48,58222.72632,LPS.d,MAL.13,LPS.d-MAL.13
680,Location 21,Location 2,103,Location 2 - Location 21,2,21,51,131072.2363,Yolo Bypass @ Fremont Weir,MAL.13,Yolo Bypass @ Fremont Weir-MAL.13
681,Location 21,Location 6,310,Location 6 - Location 21,6,21,50,71468.28133,BF.2,MAL.13,BF.2-MAL.13
682,Location 21,Location 13,672,Location 13 - Location 21,13,21,48,58137.11577,LPS.u,MAL.13,LPS.u-MAL.13
683,Location 21,Location 4,200,Location 4 - Location 21,4,21,44,90557.45698,Yolo Bypass @ I5,MAL.13,Yolo Bypass @ I5-MAL.13
684,Location 21,Location 48,2487,Location 48 - Location 21,48,21,43,33644.66045,STMD.2,MAL.13,STMD.2-MAL.13
685,Location 21,Location 14,695,Location 14 - Location 21,14,21,19,312.6388678,MAL.1,MAL.13,MAL.1-MAL.13
686,Location 21,Location 20,1002,Location 20 - Location 21,20,21,14,151.2953351,MAL.12b,MAL.13,MAL.12b-MAL.13
687,Location 21,Location 7,362,Location 7 - Location 21,7,21,50,71370.35655,BF.4,MAL.13,BF.4-MAL.13
688,Location 21,Location 27,1371,Location 27 - Location 21,27,21,19,390.5988053,MAL.5,MAL.13,MAL.5-MAL.13
689,Location 21,Location 33,1709,Location 33 - Location 21,33,21,45,43599.43576,MOK.d,MAL.13,MOK.d-MAL.13
690,Location 21,Location 19,955,Location 19 - Location 21,19,21,19,258.6617326,MAL.12a,MAL.13,MAL.12a-MAL.13
691,Location 21,Location 47,2435,Location 47 - Location 21,47,21,43,33637.51824,STMD.1,MAL.13,STMD.1-MAL.13
692,Location 21,Location 50,2591,Location 50 - Location 21,50,21,43,33548.01054,STMD.4,MAL.13,STMD.4-MAL.13
693,Location 21,Location 1,51,Location 1 - Location 21,1,21,51,189485.1618,Tisdale Weir,MAL.13,Tisdale Weir-MAL.13
694,Location 21,Location 9,459,Location 9 - Location 21,9,21,43,36156.23419,CCH.2,MAL.13,CCH.2-MAL.13
695,Location 21,Location 51,2648,Location 51 - Location 21,51,21,48,48975.99573,STMU.1,MAL.13,STMU.1-MAL.13
696,Location 21,Location 8,407,Location 8 - Location 21,8,21,43,36143.03268,CCH.1,MAL.13,CCH.1-MAL.13
697,Location 21,Location 15,747,Location 15 - Location 21,15,21,19,234.9571881,MAL.10a,MAL.13,MAL.10a-MAL.13
698,Location 21,Location 41,2128,Location 41 - Location 21,41,21,48,50607.68434,SACU.3,MAL.13,SACU.3-MAL.13
699,Location 21,Location 21,1041,Location 21 - Location 21,21,21,1,0,MAL.13,MAL.13,MAL.13-MAL.13
700,Location 21,Location 28,1423,Location 28 - Location 21,28,21,19,435.3989178,MAL.6,MAL.13,MAL.6-MAL.13
701,Location 21,Location 40,2076,Location 40 - Location 21,40,21,48,50488.05438,SACU.2,MAL.13,SACU.2-MAL.13
702,Location 21,Location 34,1761,Location 34 - Location 21,34,21,45,43703.30525,MOK.u,MAL.13,MOK.u-MAL.13
703,Location 21,Location 26,1319,Location 26 - Location 21,26,21,19,365.1703851,MAL.4,MAL.13,MAL.4-MAL.13
704,Location 21,Location 11,568,Location 11 - Location 21,11,21,48,51094.66708,GEO.u,MAL.13,GEO.u-MAL.13
705,Location 21,Location 18,896,Location 18 - Location 21,18,21,12,91.63630916,MAL.11b,MAL.13,MAL.11b-MAL.13
706,Location 21,Location 44,2284,Location 44 - Location 21,44,21,48,52486.01707,SBE.u,MAL.13,SBE.u-MAL.13
707,Location 21,Location 17,848,Location 17 - Location 21,17,21,16,179.87291,MAL.11a,MAL.13,MAL.11a-MAL.13
708,Location 21,Location 5,258,Location 5 - Location 21,5,21,50,71451.27453,BF.1,MAL.13,BF.1-MAL.13
709,Location 21,Location 22,1094,Location 22 - Location 21,22,21,2,19.85038032,MAL.14,MAL.13,MAL.14-MAL.13
710,Location 21,Location 49,2539,Location 49 - Location 21,49,21,43,33538.88716,STMD.3,MAL.13,STMD.3-MAL.13
711,Location 21,Location 29,1470,Location 29 - Location 21,29,21,14,151.2953351,MAL.7a,MAL.13,MAL.7a-MAL.13
712,Location 21,Location 35,1811,Location 35 - Location 21,35,21,43,32255.12151,SACD.1,MAL.13,SACD.1-MAL.13
713,Location 21,Location 25,1267,Location 25 - Location 21,25,21,19,345.1318153,MAL.2,MAL.13,MAL.2-MAL.13
714,Location 21,Location 45,2336,Location 45 - Location 21,45,21,48,49529.43822,SBGD.2,MAL.13,SBGD.2-MAL.13
715,Location 21,Location 10,516,Location 10 - Location 21,10,21,48,51176.52385,GEO.d,MAL.13,GEO.d-MAL.13
716,Location 21,Location 24,1207,Location 24 - Location 21,24,21,11,77.49257266,MAL.18,MAL.13,MAL.18-MAL.13
717,Location 21,Location 16,794,Location 16 - Location 21,16,21,14,151.2953351,MAL.10b,MAL.13,MAL.10b-MAL.13
718,Location 21,Location 43,2232,Location 43 - Location 21,43,21,48,52387.34059,SBE.d,MAL.13,SBE.d-MAL.13
719,Location 21,Location 3,155,Location 3 - Location 21,3,21,51,125806.9648,Verona,MAL.13,Verona-MAL.13
720,Location 21,Location 42,2180,Location 42 - Location 21,42,21,48,50589.66346,SACU.4,MAL.13,SACU.4-MAL.13
721,Location 21,Location 36,1863,Location 36 - Location 21,36,21,43,32225.41803,SACD.2,MAL.13,SACD.2-MAL.13
722,Location 21,Location 30,1515,Location 30 - Location 21,30,21,7,61.5269134,MAL.7b,MAL.13,MAL.7b-MAL.13
723,Location 21,Location 32,1623,Location 32 - Location 21,32,21,11,77.49257266,MAL.8b,MAL.13,MAL.8b-MAL.13
724,Location 21,Location 31,1574,Location 31 - Location 21,31,21,14,151.2953351,MAL.8a,MAL.13,MAL.8a-MAL.13
725,Location 21,Location 38,1967,Location 38 - Location 21,38,21,43,32143.5352,SACD.4,MAL.13,SACD.4-MAL.13
726,Location 21,Location 23,1150,Location 23 - Location 21,23,21,6,39.84450746,MAL.17,MAL.13,MAL.17-MAL.13
727,Location 21,Location 37,1915,Location 37 - Location 21,37,21,43,32143.5352,SACD.3,MAL.13,SACD.3-MAL.13
728,Location 21,Location 39,2024,Location 39 - Location 21,39,21,48,50493.86961,SACU.1,MAL.13,SACU.1-MAL.13
729,Location 22,Location 52,2699,Location 52 - Location 22,52,22,47,48840.66057,STMU.2,MAL.14,STMU.2-MAL.14
730,Location 22,Location 41,2127,Location 41 - Location 22,41,22,47,50587.83396,SACU.3,MAL.14,SACU.3-MAL.14
731,Location 22,Location 46,2387,Location 46 - Location 22,46,22,47,49607.55585,SBGU.2,MAL.14,SBGU.2-MAL.14
732,Location 22,Location 4,199,Location 4 - Location 22,4,22,43,90537.6066,Yolo Bypass @ I5,MAL.14,Yolo Bypass @ I5-MAL.14
733,Location 22,Location 6,309,Location 6 - Location 22,6,22,49,71448.43095,BF.2,MAL.14,BF.2-MAL.14
734,Location 22,Location 13,671,Location 13 - Location 22,13,22,47,58117.26539,LPS.u,MAL.14,LPS.u-MAL.14
735,Location 22,Location 47,2434,Location 47 - Location 22,47,22,42,33617.66786,STMD.1,MAL.14,STMD.1-MAL.14
736,Location 22,Location 40,2075,Location 40 - Location 22,40,22,47,50468.204,SACU.2,MAL.14,SACU.2-MAL.14
737,Location 22,Location 20,1001,Location 20 - Location 22,20,22,13,131.4449548,MAL.12b,MAL.14,MAL.12b-MAL.14
738,Location 22,Location 48,2486,Location 48 - Location 22,48,22,42,33624.81007,STMD.2,MAL.14,STMD.2-MAL.14
739,Location 22,Location 22,1093,Location 22 - Location 22,22,22,1,0,MAL.14,MAL.14,MAL.14-MAL.14
740,Location 22,Location 15,746,Location 15 - Location 22,15,22,18,215.1068078,MAL.10a,MAL.14,MAL.10a-MAL.14
741,Location 22,Location 7,361,Location 7 - Location 22,7,22,49,71350.50617,BF.4,MAL.14,BF.4-MAL.14
742,Location 22,Location 34,1760,Location 34 - Location 22,34,22,44,43683.45487,MOK.u,MAL.14,MOK.u-MAL.14
743,Location 22,Location 33,1708,Location 33 - Location 22,33,22,44,43579.58538,MOK.d,MAL.14,MOK.d-MAL.14
744,Location 22,Location 12,619,Location 12 - Location 22,12,22,47,58202.87594,LPS.d,MAL.14,LPS.d-MAL.14
745,Location 22,Location 14,694,Location 14 - Location 22,14,22,18,292.7884875,MAL.1,MAL.14,MAL.1-MAL.14
746,Location 22,Location 50,2590,Location 50 - Location 22,50,22,42,33528.16016,STMD.4,MAL.14,STMD.4-MAL.14
747,Location 22,Location 44,2283,Location 44 - Location 22,44,22,47,52466.16669,SBE.u,MAL.14,SBE.u-MAL.14
748,Location 22,Location 9,458,Location 9 - Location 22,9,22,42,36136.38381,CCH.2,MAL.14,CCH.2-MAL.14
749,Location 22,Location 8,406,Location 8 - Location 22,8,22,42,36123.1823,CCH.1,MAL.14,CCH.1-MAL.14
750,Location 22,Location 49,2538,Location 49 - Location 22,49,22,42,33519.03678,STMD.3,MAL.14,STMD.3-MAL.14
751,Location 22,Location 42,2179,Location 42 - Location 22,42,22,47,50569.81308,SACU.4,MAL.14,SACU.4-MAL.14
752,Location 22,Location 36,1862,Location 36 - Location 22,36,22,42,32205.56765,SACD.2,MAL.14,SACD.2-MAL.14
753,Location 22,Location 35,1810,Location 35 - Location 22,35,22,42,32235.27113,SACD.1,MAL.14,SACD.1-MAL.14
754,Location 22,Location 29,1469,Location 29 - Location 22,29,22,13,131.4449548,MAL.7a,MAL.14,MAL.7a-MAL.14
755,Location 22,Location 21,1042,Location 21 - Location 22,21,22,2,19.85038032,MAL.13,MAL.14,MAL.13-MAL.14
756,Location 22,Location 28,1422,Location 28 - Location 22,28,22,18,415.5485374,MAL.6,MAL.14,MAL.6-MAL.14
757,Location 22,Location 27,1370,Location 27 - Location 22,27,22,18,370.748425,MAL.5,MAL.14,MAL.5-MAL.14
758,Location 22,Location 2,102,Location 2 - Location 22,2,22,50,131052.386,Yolo Bypass @ Fremont Weir,MAL.14,Yolo Bypass @ Fremont Weir-MAL.14
759,Location 22,Location 51,2647,Location 51 - Location 22,51,22,47,48956.14535,STMU.1,MAL.14,STMU.1-MAL.14
760,Location 22,Location 11,567,Location 11 - Location 22,11,22,47,51074.8167,GEO.u,MAL.14,GEO.u-MAL.14
761,Location 22,Location 18,894,Location 18 - Location 22,18,22,10,71.78592884,MAL.11b,MAL.14,MAL.11b-MAL.14
762,Location 22,Location 5,257,Location 5 - Location 22,5,22,49,71431.42415,BF.1,MAL.14,BF.1-MAL.14
763,Location 22,Location 43,2231,Location 43 - Location 22,43,22,47,52367.49021,SBE.d,MAL.14,SBE.d-MAL.14
764,Location 22,Location 16,793,Location 16 - Location 22,16,22,13,131.4449548,MAL.10b,MAL.14,MAL.10b-MAL.14
765,Location 22,Location 23,1146,Location 23 - Location 22,23,22,2,19.99412714,MAL.17,MAL.14,MAL.17-MAL.14
766,Location 22,Location 3,154,Location 3 - Location 22,3,22,50,125787.1144,Verona,MAL.14,Verona-MAL.14
767,Location 22,Location 1,50,Location 1 - Location 22,1,22,50,189465.3114,Tisdale Weir,MAL.14,Tisdale Weir-MAL.14
768,Location 22,Location 19,954,Location 19 - Location 22,19,22,18,238.8113523,MAL.12a,MAL.14,MAL.12a-MAL.14
769,Location 22,Location 25,1266,Location 25 - Location 22,25,22,18,325.281435,MAL.2,MAL.14,MAL.2-MAL.14
770,Location 22,Location 38,1966,Location 38 - Location 22,38,22,42,32123.68482,SACD.4,MAL.14,SACD.4-MAL.14
771,Location 22,Location 39,2023,Location 39 - Location 22,39,22,47,50474.01923,SACU.1,MAL.14,SACU.1-MAL.14
772,Location 22,Location 17,846,Location 17 - Location 22,17,22,14,160.0225297,MAL.11a,MAL.14,MAL.11a-MAL.14
773,Location 22,Location 37,1914,Location 37 - Location 22,37,22,42,32123.68482,SACD.3,MAL.14,SACD.3-MAL.14
774,Location 22,Location 30,1514,Location 30 - Location 22,30,22,6,41.67653308,MAL.7b,MAL.14,MAL.7b-MAL.14
775,Location 22,Location 10,515,Location 10 - Location 22,10,22,47,51156.67347,GEO.d,MAL.14,GEO.d-MAL.14
776,Location 22,Location 26,1318,Location 26 - Location 22,26,22,18,345.3200048,MAL.4,MAL.14,MAL.4-MAL.14
777,Location 22,Location 45,2335,Location 45 - Location 22,45,22,47,49509.58784,SBGD.2,MAL.14,SBGD.2-MAL.14
778,Location 22,Location 24,1202,Location 24 - Location 22,24,22,6,57.64219234,MAL.18,MAL.14,MAL.18-MAL.14
779,Location 22,Location 32,1618,Location 32 - Location 22,32,22,6,57.64219234,MAL.8b,MAL.14,MAL.8b-MAL.14
780,Location 22,Location 31,1573,Location 31 - Location 22,31,22,13,131.4449548,MAL.8a,MAL.14,MAL.8a-MAL.14
781,Location 23,Location 52,2698,Location 52 - Location 23,52,23,46,48820.66644,STMU.2,MAL.17,STMU.2-MAL.17
