Name,OriginID,DestinationID,Total_Length_m
Blw_Cypress - MinerNorth,36,111,388413.1606
Blw_Cypress - MinorBlwSutter,36,112,389059.9374
Blw_Cypress - Blw_Steamboat,36,43,389134.9992
Blw_Cypress - SteamboatSlough,36,130,389380.4836
Blw_Cypress - CoxRiffle,36,70,389815.814
Blw_Cypress - SutterSteamJunc,36,134,392877.9627
Blw_Cypress - Gridley_Rel,36,88,393405.2687
Blw_Cypress - ThreeMile,36,135,394711.2762
Blw_Cypress - DeckerIsland,36,71,397383.5064
Blw_Cypress - DeltaCross_Channel,36,77,397997.4626
Blw_Cypress - Georgiana_Slough,36,85,398562.1323
Blw_Cypress - BlwGeorgiana,36,48,398726.5264
Blw_Cypress - Mok_NF,36,113,401412.1291
Blw_Cypress - SJ_JerseyPt,36,126,402728.0089
Blw_Cypress - Mok_SF,36,115,402879.8205
Blw_Cypress - AntiochBridge,36,15,408925.2387
Blw_Cypress - Antioch,36,14,410393.947
Blw_Cypress - ChippsW,36,65,411734.8314
Blw_Cypress - ChippsE,36,64,412251.2275
Blw_Cypress - SJ_Dutch Slough,36,125,413003.266
Blw_Cypress - SouthofBW,36,127,413450.0519
Blw_Cypress - Mok_NF_end,36,114,414342.0311
Blw_Cypress - GeorgeMok,36,84,416616.5655
Blw_Cypress - Mok_SF_end,36,117,418004.2542
Blw_Cypress - Mok_SF_Blw_Hwy12,36,116,420342.1389
Blw_Cypress - Old River,36,119,422548.568
Blw_Cypress - MiddleRiver,36,104,425090.4006
Blw_Cypress - Benicia,36,34,432362.641
Blw_Cypress - GoldenGateE,36,86,488200.9933
Blw_Cypress - GoldenGateW,36,87,489027.1593
Blw_FRConf - Abv_FremontWeir,37,3,0
Blw_FRConf - Blw_FRConf,37,37,0
Blw_FRConf - Blw_FremontWeir,37,38,0
Blw_FRConf - Butte6,37,61,1652.411334
Blw_FRConf - KnaggsRanch_Rel,37,98,10666.10326
Blw_FRConf - KnaggsRanch_BlwRel,37,97,10774.53805
Blw_FRConf - BC_Beach,37,33,11832.89274
Blw_FRConf - Butte5,37,60,12075.26697
Blw_FRConf - Knights_RST,37,99,13489.13767
Blw_FRConf - YB_OldRiverRd,37,142,13924.43562
Blw_FRConf - KnightsLandingBr,37,101,16786.33282
Blw_FRConf - KnightsLanding,37,100,19372.63797
Blw_FRConf - Butte4,37,59,19986.83863
Blw_FRConf - Butte3,37,58,21551.74669
Blw_FRConf - StarBend,37,129,29653.92362
Blw_FRConf - YB_LeveeMarker,37,139,29844.06939
Blw_FRConf - AR_Mouth,37,17,31657.48952
Blw_FRConf - TowerBridge,37,138,33102.96322
Blw_FRConf - Butte2,37,57,33606.62334
Blw_FRConf - I80_Br,37,95,34357.99602
Blw_FRConf - FR Boyds Release,37,78,35963.28015
Blw_FRConf - BoydsPump,37,53,36200.85665
Blw_FRConf - BlwChinaBend,37,46,36441.79643
Blw_FRConf - YB_LisbonWeir,37,141,37761.94312
Blw_FRConf - SacTrawl1,37,122,38103.95279
Blw_FRConf - AR_Upstream_Hwy80,37,20,38390.06455
Blw_FRConf - SacTrawl2,37,123,38454.2169
Blw_FRConf - ShanghaiBend,37,124,40703.98595
Blw_FRConf - Bullock Bend,37,54,43108.04601
Blw_FRConf - AbvTisdale,37,9,43577.11859
Blw_FRConf - Butte1,37,56,44204.01378
Blw_FRConf - Butte0.5,37,55,44648.84402
Blw_FRConf - SutterBypass Weir2 RST,37,132,44694.14934
Blw_FRConf - AR_Downstream_WattAve,37,16,45672.98942
Blw_FRConf - BlwTisdale,37,51,48002.12908
Blw_FRConf - Freeport Div.,37,80,51914.70746
Blw_FRConf - FreeportBr,37,81,51914.70746
Blw_FRConf - ToeDrainRST,37,137,52433.75871
Blw_FRConf - Freeport,37,79,52764.68013
Blw_FRConf - Abv Grimes,37,2,55593.27857
Blw_FRConf - AR_RanchoCordova,37,18,57150.82226
Blw_FRConf - ToeDrainBase,37,136,59481.15443
Blw_FRConf - Colusa BC3,37,69,61864.70114
Blw_FRConf - AR_Sunrise_Ramp,37,19,63871.14522
Blw_FRConf - SunsetPumps,37,131,64213.12014
Blw_FRConf - MeridanBr,37,103,65482.35052
Blw_FRConf - Hood Release,37,90,65484.36955
Blw_FRConf - Hood_RT,37,91,65628.45227
Blw_FRConf - Above_Hood,37,1,66293.03615
Blw_FRConf - Hood,37,89,66992.72555
Blw_FRConf - Colusa BC2,37,68,67415.68956
Blw_FRConf - Nimbus Hatchery RW,37,118,67572.32787
Blw_FRConf - YB_LibertyIsBase,37,140,68081.91619
Blw_FRConf - Lower Minor,37,102,68934.77967
Blw_FRConf - Blw_Hood,37,39,70728.08983
Blw_FRConf - Hwy84Ferry,37,94,72319.67735
Blw_FRConf - Blw_Sutter,37,44,73712.09036
Blw_FRConf - BaseSutterSteam,37,21,74173.52538
Blw_FRConf - SutterSlough,37,133,74211.86396
Blw_FRConf - SR_Mouth,37,128,75672.69232
Blw_FRConf - AbvColusaBr,37,7,75926.33339
Blw_FRConf - BlwMoulton,37,49,75926.33339
Blw_FRConf - RioVistaBr,37,121,76524.01171
Blw_FRConf - Blw_Steamboat,37,43,76571.9064
Blw_FRConf - SteamboatSlough,37,130,76817.39073
Blw_FRConf - CoxRiffle,37,70,78395.84081
Blw_FRConf - MinerNorth,37,111,78954.94519
Blw_FRConf - MinorBlwSutter,37,112,79601.72195
Blw_FRConf - Gridley_Rel,37,88,81985.29544
Blw_FRConf - AbvColusaBrRT,37,8,82452.65332
Blw_FRConf - SutterSteamJunc,37,134,83407.1982
Blw_FRConf - ThreeMile,37,135,85253.0608
Blw_FRConf - DeltaCross_Channel,37,77,85434.36978
Blw_FRConf - Georgiana_Slough,37,85,85999.0395
Blw_FRConf - BlwGeorgiana,37,48,86163.43359
Blw_FRConf - Colusa AC2,37,66,86715.06396
Blw_FRConf - DeckerIsland,37,71,87925.29099
Blw_FRConf - Mok_NF,37,113,88849.03623
Blw_FRConf - Mok_SF,37,115,90316.72769
Blw_FRConf - SJ_JerseyPt,37,126,93269.79349
Blw_FRConf - Colusa AC3,37,67,99464.89069
Blw_FRConf - AntiochBridge,37,15,99467.02322
Blw_FRConf - Antioch,37,14,100935.7316
Blw_FRConf - Mok_NF_end,37,114,101778.9383
Blw_FRConf - ChippsW,37,65,102276.616
Blw_FRConf - ChippsE,37,64,102793.0121
Blw_FRConf - SJ_Dutch Slough,37,125,103545.0506
Blw_FRConf - SouthofBW,37,127,103991.8364
Blw_FRConf - GeorgeMok,37,84,104811.6418
Blw_FRConf - Mok_SF_end,37,117,105441.1613
Blw_FRConf - BlwButteBr,37,45,106462.1315
Blw_FRConf - Mok_SF_Blw_Hwy12,37,116,107779.0461
Blw_FRConf - ButteBr,37,62,112146.2251
Blw_FRConf - Old River,37,119,113090.3525
Blw_FRConf - MiddleRiver,37,104,115632.1852
Blw_FRConf - Benicia,37,34,122904.4255
Blw_FRConf - BlwOrd,37,50,129648.5394
Blw_FRConf - Blw_IrvineFinch,37,40,162340.4851
Blw_FRConf - GCID_abv,37,82,171660.15
Blw_FRConf - GCID_blw,37,83,171660.15
Blw_FRConf - GoldenGateE,37,86,178742.7778
Blw_FRConf - GoldenGateW,37,87,179568.9439
Blw_FRConf - Abv_Otter_Island,37,4,186964.896
Blw_FRConf - Abv_WoodsonBr,37,6,192788.0165
Blw_FRConf - DeerCk4,37,76,197471.2758
Blw_FRConf - DeerCk3,37,75,200528.0818
Blw_FRConf - DeerCk2,37,74,200823.5995
Blw_FRConf - DeerCk1,37,73,204507.1811
Blw_FRConf - DeerCk_RST,37,72,209379.4485
Blw_FRConf - Mill_Ck_Conf,37,105,209617.6758
Blw_FRConf - MillCk3,37,110,211348.6892
Blw_FRConf - MillCk2,37,109,212566.6219
Blw_FRConf - MillCk1.5,37,108,216212.9147
Blw_FRConf - MillCk1,37,107,217813.7817
Blw_FRConf - Hunters,37,92,218323.212
Blw_FRConf - MillCk_RST_Rel,37,106,218597.7011
Blw_FRConf - AntelopeConf,37,13,223061.0688
Blw_FRConf - Blw_Salt,37,42,224817.5258
Blw_FRConf - JV_Glide,37,96,226579.7342
Blw_FRConf - AntelopeCk2,37,12,226700.1147
Blw_FRConf - Abv_RBPP,37,5,229194.3506
Blw_FRConf - RedBluffDivDam,37,120,229194.3506
Blw_FRConf - AntelopeCk1,37,11,231425.6875
Blw_FRConf - Adobe,37,10,236404.4315
Blw_FRConf - Blw_Paynes_Ck,37,41,244315.285
Blw_FRConf - Battle_Conf,37,22,275453.4436
Blw_FRConf - BattleCk4,37,32,276373.1818
Blw_FRConf - BattleCk3,37,31,279451.2484
Blw_FRConf - BattleCk1_2014,37,27,281826.1378
Blw_FRConf - BattleCk2,37,28,282946.9594
Blw_FRConf - BattleCk_Bridge,37,23,283393.9367
Blw_FRConf - BattleCk2_2014,37,29,284326.122
Blw_FRConf - BattleCk1,37,26,284695.1837
Blw_FRConf - BattleCk250BlwFL,37,30,284944.5807
Blw_FRConf - BattleCk_CNFH,37,24,285056.1129
Blw_FRConf - BattleCk_RST_Rel,37,25,285101.3173
Blw_FRConf - BlwCowCr,37,47,289312.3812
Blw_FRConf - Blw_ClearCr,37,35,304024.9551
Blw_FRConf - Bonnyview_Rel,37,52,308979.3314
Blw_FRConf - Blw_Cypress,37,36,312563.0928
Blw_FRConf - Hwy 44 Bridge,37,93,316285.3771
Blw_FRConf - Caldwell Park_Rel,37,63,319802.5111
Blw_FremontWeir - Abv_FremontWeir,38,3,0
Blw_FremontWeir - Blw_FRConf,38,37,0
Blw_FremontWeir - Blw_FremontWeir,38,38,0
Blw_FremontWeir - Butte6,38,61,1652.411334
Blw_FremontWeir - KnaggsRanch_Rel,38,98,10666.10326
Blw_FremontWeir - KnaggsRanch_BlwRel,38,97,10774.53805
Blw_FremontWeir - BC_Beach,38,33,11832.89274
Blw_FremontWeir - Butte5,38,60,12075.26697
Blw_FremontWeir - Knights_RST,38,99,13489.13767
Blw_FremontWeir - YB_OldRiverRd,38,142,13924.43562
Blw_FremontWeir - KnightsLandingBr,38,101,16786.33282
Blw_FremontWeir - KnightsLanding,38,100,19372.63797
Blw_FremontWeir - Butte4,38,59,19986.83863
Blw_FremontWeir - Butte3,38,58,21551.74669
Blw_FremontWeir - StarBend,38,129,29653.92362
Blw_FremontWeir - YB_LeveeMarker,38,139,29844.06939
Blw_FremontWeir - AR_Mouth,38,17,31657.48952
Blw_FremontWeir - TowerBridge,38,138,33102.96322
Blw_FremontWeir - Butte2,38,57,33606.62334
Blw_FremontWeir - I80_Br,38,95,34357.99602
Blw_FremontWeir - FR Boyds Release,38,78,35963.28015
Blw_FremontWeir - BoydsPump,38,53,36200.85665
Blw_FremontWeir - BlwChinaBend,38,46,36441.79643
Blw_FremontWeir - YB_LisbonWeir,38,141,37761.94312
Blw_FremontWeir - SacTrawl1,38,122,38103.95279
Blw_FremontWeir - AR_Upstream_Hwy80,38,20,38390.06455
Blw_FremontWeir - SacTrawl2,38,123,38454.2169
Blw_FremontWeir - ShanghaiBend,38,124,40703.98595
Blw_FremontWeir - Bullock Bend,38,54,43108.04601
Blw_FremontWeir - AbvTisdale,38,9,43577.11859
Blw_FremontWeir - Butte1,38,56,44204.01378
Blw_FremontWeir - Butte0.5,38,55,44648.84402
Blw_FremontWeir - SutterBypass Weir2 RST,38,132,44694.14934
Blw_FremontWeir - AR_Downstream_WattAve,38,16,45672.98942
Blw_FremontWeir - BlwTisdale,38,51,48002.12908
Blw_FremontWeir - Freeport Div.,38,80,51914.70746
Blw_FremontWeir - FreeportBr,38,81,51914.70746
Blw_FremontWeir - ToeDrainRST,38,137,52433.75871
Blw_FremontWeir - Freeport,38,79,52764.68013
Blw_FremontWeir - Abv Grimes,38,2,55593.27857
Blw_FremontWeir - AR_RanchoCordova,38,18,57150.82226
Blw_FremontWeir - ToeDrainBase,38,136,59481.15443
Blw_FremontWeir - Colusa BC3,38,69,61864.70114
Blw_FremontWeir - AR_Sunrise_Ramp,38,19,63871.14522
Blw_FremontWeir - SunsetPumps,38,131,64213.12014
Blw_FremontWeir - MeridanBr,38,103,65482.35052
Blw_FremontWeir - Hood Release,38,90,65484.36955
Blw_FremontWeir - Hood_RT,38,91,65628.45227
Blw_FremontWeir - Above_Hood,38,1,66293.03615
Blw_FremontWeir - Hood,38,89,66992.72555
Blw_FremontWeir - Colusa BC2,38,68,67415.68956
Blw_FremontWeir - Nimbus Hatchery RW,38,118,67572.32787
Blw_FremontWeir - YB_LibertyIsBase,38,140,68081.91619
Blw_FremontWeir - Lower Minor,38,102,68934.77967
Blw_FremontWeir - Blw_Hood,38,39,70728.08983
Blw_FremontWeir - Hwy84Ferry,38,94,72319.67735
Blw_FremontWeir - Blw_Sutter,38,44,73712.09036
Blw_FremontWeir - BaseSutterSteam,38,21,74173.52538
Blw_FremontWeir - SutterSlough,38,133,74211.86396
Blw_FremontWeir - SR_Mouth,38,128,75672.69232
Blw_FremontWeir - AbvColusaBr,38,7,75926.33339
Blw_FremontWeir - BlwMoulton,38,49,75926.33339
Blw_FremontWeir - RioVistaBr,38,121,76524.01171
Blw_FremontWeir - Blw_Steamboat,38,43,76571.9064
Blw_FremontWeir - SteamboatSlough,38,130,76817.39073
Blw_FremontWeir - CoxRiffle,38,70,78395.84081
Blw_FremontWeir - MinerNorth,38,111,78954.94519
Blw_FremontWeir - MinorBlwSutter,38,112,79601.72195
Blw_FremontWeir - Gridley_Rel,38,88,81985.29544
Blw_FremontWeir - AbvColusaBrRT,38,8,82452.65332
Blw_FremontWeir - SutterSteamJunc,38,134,83407.1982
Blw_FremontWeir - ThreeMile,38,135,85253.0608
Blw_FremontWeir - DeltaCross_Channel,38,77,85434.36978
Blw_FremontWeir - Georgiana_Slough,38,85,85999.0395
Blw_FremontWeir - BlwGeorgiana,38,48,86163.43359
Blw_FremontWeir - Colusa AC2,38,66,86715.06396
Blw_FremontWeir - DeckerIsland,38,71,87925.29099
Blw_FremontWeir - Mok_NF,38,113,88849.03623
Blw_FremontWeir - Mok_SF,38,115,90316.72769
Blw_FremontWeir - SJ_JerseyPt,38,126,93269.79349
Blw_FremontWeir - Colusa AC3,38,67,99464.89069
Blw_FremontWeir - AntiochBridge,38,15,99467.02322
Blw_FremontWeir - Antioch,38,14,100935.7316
Blw_FremontWeir - Mok_NF_end,38,114,101778.9383
Blw_FremontWeir - ChippsW,38,65,102276.616
Blw_FremontWeir - ChippsE,38,64,102793.0121
Blw_FremontWeir - SJ_Dutch Slough,38,125,103545.0506
Blw_FremontWeir - SouthofBW,38,127,103991.8364
Blw_FremontWeir - GeorgeMok,38,84,104811.6418
Blw_FremontWeir - Mok_SF_end,38,117,105441.1613
Blw_FremontWeir - BlwButteBr,38,45,106462.1315
Blw_FremontWeir - Mok_SF_Blw_Hwy12,38,116,107779.0461
Blw_FremontWeir - ButteBr,38,62,112146.2251
Blw_FremontWeir - Old River,38,119,113090.3525
Blw_FremontWeir - MiddleRiver,38,104,115632.1852
Blw_FremontWeir - Benicia,38,34,122904.4255
Blw_FremontWeir - BlwOrd,38,50,129648.5394
Blw_FremontWeir - Blw_IrvineFinch,38,40,162340.4851
Blw_FremontWeir - GCID_abv,38,82,171660.15
Blw_FremontWeir - GCID_blw,38,83,171660.15
Blw_FremontWeir - GoldenGateE,38,86,178742.7778
Blw_FremontWeir - GoldenGateW,38,87,179568.9439
Blw_FremontWeir - Abv_Otter_Island,38,4,186964.896
Blw_FremontWeir - Abv_WoodsonBr,38,6,192788.0165
Blw_FremontWeir - DeerCk4,38,76,197471.2758
Blw_FremontWeir - DeerCk3,38,75,200528.0818
Blw_FremontWeir - DeerCk2,38,74,200823.5995
Blw_FremontWeir - DeerCk1,38,73,204507.1811
Blw_FremontWeir - DeerCk_RST,38,72,209379.4485
Blw_FremontWeir - Mill_Ck_Conf,38,105,209617.6758
Blw_FremontWeir - MillCk3,38,110,211348.6892
Blw_FremontWeir - MillCk2,38,109,212566.6219
Blw_FremontWeir - MillCk1.5,38,108,216212.9147
Blw_FremontWeir - MillCk1,38,107,217813.7817
Blw_FremontWeir - Hunters,38,92,218323.212
Blw_FremontWeir - MillCk_RST_Rel,38,106,218597.7011
Blw_FremontWeir - AntelopeConf,38,13,223061.0688
Blw_FremontWeir - Blw_Salt,38,42,224817.5258
Blw_FremontWeir - JV_Glide,38,96,226579.7342
Blw_FremontWeir - AntelopeCk2,38,12,226700.1147
Blw_FremontWeir - Abv_RBPP,38,5,229194.3506
Blw_FremontWeir - RedBluffDivDam,38,120,229194.3506
Blw_FremontWeir - AntelopeCk1,38,11,231425.6875
Blw_FremontWeir - Adobe,38,10,236404.4315
Blw_FremontWeir - Blw_Paynes_Ck,38,41,244315.285
Blw_FremontWeir - Battle_Conf,38,22,275453.4436
Blw_FremontWeir - BattleCk4,38,32,276373.1818
Blw_FremontWeir - BattleCk3,38,31,279451.2484
Blw_FremontWeir - BattleCk1_2014,38,27,281826.1378
Blw_FremontWeir - BattleCk2,38,28,282946.9594
Blw_FremontWeir - BattleCk_Bridge,38,23,283393.9367
Blw_FremontWeir - BattleCk2_2014,38,29,284326.122
Blw_FremontWeir - BattleCk1,38,26,284695.1837
Blw_FremontWeir - BattleCk250BlwFL,38,30,284944.5807
Blw_FremontWeir - BattleCk_CNFH,38,24,285056.1129
Blw_FremontWeir - BattleCk_RST_Rel,38,25,285101.3173
Blw_FremontWeir - BlwCowCr,38,47,289312.3812
Blw_FremontWeir - Blw_ClearCr,38,35,304024.9551
Blw_FremontWeir - Bonnyview_Rel,38,52,308979.3314
Blw_FremontWeir - Blw_Cypress,38,36,312563.0928
Blw_FremontWeir - Hwy 44 Bridge,38,93,316285.3771
Blw_FremontWeir - Caldwell Park_Rel,38,63,319802.5111
Blw_Hood - Blw_Hood,39,39,0
Blw_Hood - Blw_Sutter,39,44,2984.000529
Blw_Hood - SutterSlough,39,133,3483.774136
Blw_Hood - Hood,39,89,3735.364273
Blw_Hood - Above_Hood,39,1,4435.05368
Blw_Hood - Hood_RT,39,91,5099.637553
Blw_Hood - Hood Release,39,90,5243.72028
Blw_Hood - Blw_Steamboat,39,43,5843.816576
Blw_Hood - SteamboatSlough,39,130,6089.300906
Blw_Hood - MinorBlwSutter,39,112,9853.967266
Blw_Hood - MinerNorth,39,111,9947.834329
Blw_Hood - SutterSteamJunc,39,134,12679.10837
Blw_Hood - DeltaCross_Channel,39,77,14706.27996
Blw_Hood - Georgiana_Slough,39,85,15270.94967
Blw_Hood - BlwGeorgiana,39,48,15435.34377
Blw_Hood - Freeport,39,79,17963.40969
Blw_Hood - Mok_NF,39,113,18120.9464
Blw_Hood - Freeport Div.,39,80,18813.38237
Blw_Hood - FreeportBr,39,81,18813.38237
Blw_Hood - Mok_SF,39,115,19588.63786
Blw_Hood - Lower Minor,39,102,19967.99985
Blw_Hood - YB_LibertyIsBase,39,140,22637.48374
Blw_Hood - BaseSutterSteam,39,21,22831.99889
Blw_Hood - Hwy84Ferry,39,94,24685.84692
Blw_Hood - SR_Mouth,39,128,26311.1508
Blw_Hood - RioVistaBr,39,121,27162.47019
Blw_Hood - ToeDrainBase,39,136,29421.62509
Blw_Hood - Mok_NF_end,39,114,31050.84845
Blw_Hood - SacTrawl2,39,123,32273.87292
Blw_Hood - SacTrawl1,39,122,32624.13704
Blw_Hood - GeorgeMok,39,84,34083.55194
Blw_Hood - Mok_SF_end,39,117,34713.0715
Blw_Hood - ThreeMile,39,135,35891.51928
Blw_Hood - SouthofBW,39,127,36067.69657
Blw_Hood - I80_Br,39,95,36370.09381
Blw_Hood - ToeDrainRST,39,137,36469.0208
Blw_Hood - Mok_SF_Blw_Hwy12,39,116,37050.95629
Blw_Hood - TowerBridge,39,138,37625.12661
Blw_Hood - DeckerIsland,39,71,38563.74947
Blw_Hood - AR_Mouth,39,17,39877.19864
Blw_Hood - SJ_JerseyPt,39,126,43908.25197
Blw_Hood - AR_Upstream_Hwy80,39,20,46609.77367
Blw_Hood - AntiochBridge,39,15,50105.4817
Blw_Hood - YB_LisbonWeir,39,141,51140.8364
Blw_Hood - Antioch,39,14,51574.19005
Blw_Hood - ChippsW,39,65,52915.07444
Blw_Hood - ChippsE,39,64,53431.47059
Blw_Hood - AR_Downstream_WattAve,39,16,53892.69854
Blw_Hood - SJ_Dutch Slough,39,125,54183.50906
Blw_Hood - YB_LeveeMarker,39,139,59058.71013
Blw_Hood - Old River,39,119,62185.12237
Blw_Hood - MiddleRiver,39,104,63341.30866
Blw_Hood - AR_RanchoCordova,39,18,65370.53138
Blw_Hood - Abv_FremontWeir,39,3,70728.08983
Blw_Hood - Blw_FRConf,39,37,70728.08983
Blw_Hood - Blw_FremontWeir,39,38,70728.08983
Blw_Hood - AR_Sunrise_Ramp,39,19,72090.85435
Blw_Hood - Butte6,39,61,72380.50116
Blw_Hood - Benicia,39,34,73542.884
Blw_Hood - YB_OldRiverRd,39,142,74978.3439
Blw_Hood - Nimbus Hatchery RW,39,118,75792.03699
Blw_Hood - KnaggsRanch_BlwRel,39,97,78128.24147
Blw_Hood - KnaggsRanch_Rel,39,98,78236.67625
Blw_Hood - BC_Beach,39,33,82560.98256
Blw_Hood - Butte5,39,60,82803.3568
Blw_Hood - Knights_RST,39,99,84217.2275
Blw_Hood - KnightsLandingBr,39,101,87514.42265
Blw_Hood - KnightsLanding,39,100,90100.7278
Blw_Hood - Butte4,39,59,90714.92845
Blw_Hood - Butte3,39,58,92279.83652
Blw_Hood - StarBend,39,129,100382.0134
Blw_Hood - Butte2,39,57,104334.7132
Blw_Hood - FR Boyds Release,39,78,106691.37
Blw_Hood - BoydsPump,39,53,106928.9465
Blw_Hood - BlwChinaBend,39,46,107169.8863
Blw_Hood - ShanghaiBend,39,124,111432.0758
Blw_Hood - Bullock Bend,39,54,113836.1358
Blw_Hood - AbvTisdale,39,9,114305.2084
Blw_Hood - Butte1,39,56,114932.1036
Blw_Hood - Butte0.5,39,55,115376.9339
Blw_Hood - SutterBypass Weir2 RST,39,132,115422.2392
Blw_Hood - BlwTisdale,39,51,118730.2189
Blw_Hood - Abv Grimes,39,2,126321.3684
Blw_Hood - GoldenGateE,39,86,129381.2363
Blw_Hood - GoldenGateW,39,87,130207.4024
Blw_Hood - Colusa BC3,39,69,132592.791
Blw_Hood - SunsetPumps,39,131,134941.21
Blw_Hood - MeridanBr,39,103,136210.4404
Blw_Hood - Colusa BC2,39,68,138143.7794
Blw_Hood - AbvColusaBr,39,7,146654.4232
Blw_Hood - BlwMoulton,39,49,146654.4232
Blw_Hood - CoxRiffle,39,70,149123.9306
Blw_Hood - Gridley_Rel,39,88,152713.3853
Blw_Hood - AbvColusaBrRT,39,8,153180.7432
Blw_Hood - Colusa AC2,39,66,157443.1538
Blw_Hood - Colusa AC3,39,67,170192.9805
Blw_Hood - BlwButteBr,39,45,177190.2213
Blw_Hood - ButteBr,39,62,182874.3149
Blw_Hood - BlwOrd,39,50,200376.6292
Blw_Hood - Blw_IrvineFinch,39,40,233068.5749
Blw_Hood - GCID_abv,39,82,242388.2399
Blw_Hood - GCID_blw,39,83,242388.2399
Blw_Hood - Abv_Otter_Island,39,4,257692.9858
Blw_Hood - Abv_WoodsonBr,39,6,263516.1063
Blw_Hood - DeerCk4,39,76,268199.3656
Blw_Hood - DeerCk3,39,75,271256.1717
Blw_Hood - DeerCk2,39,74,271551.6894
Blw_Hood - DeerCk1,39,73,275235.2709
Blw_Hood - DeerCk_RST,39,72,280107.5383
Blw_Hood - Mill_Ck_Conf,39,105,280345.7656
Blw_Hood - MillCk3,39,110,282076.779
Blw_Hood - MillCk2,39,109,283294.7118
Blw_Hood - MillCk1.5,39,108,286941.0045
Blw_Hood - MillCk1,39,107,288541.8715
Blw_Hood - Hunters,39,92,289051.3019
Blw_Hood - MillCk_RST_Rel,39,106,289325.791
Blw_Hood - AntelopeConf,39,13,293789.1586
Blw_Hood - Blw_Salt,39,42,295545.6156
Blw_Hood - JV_Glide,39,96,297307.824
Blw_Hood - AntelopeCk2,39,12,297428.2045
Blw_Hood - Abv_RBPP,39,5,299922.4404
Blw_Hood - RedBluffDivDam,39,120,299922.4404
Blw_Hood - AntelopeCk1,39,11,302153.7774
Blw_Hood - Adobe,39,10,307132.5213
Blw_Hood - Blw_Paynes_Ck,39,41,315043.3748
Blw_Hood - Battle_Conf,39,22,346181.5334
Blw_Hood - BattleCk4,39,32,347101.2717
Blw_Hood - BattleCk3,39,31,350179.3382
Blw_Hood - BattleCk1_2014,39,27,352554.2277
Blw_Hood - BattleCk2,39,28,353675.0492
Blw_Hood - BattleCk_Bridge,39,23,354122.0265
Blw_Hood - BattleCk2_2014,39,29,355054.2118
Blw_Hood - BattleCk1,39,26,355423.2735
Blw_Hood - BattleCk250BlwFL,39,30,355672.6706
Blw_Hood - BattleCk_CNFH,39,24,355784.2027
Blw_Hood - BattleCk_RST_Rel,39,25,355829.4072
Blw_Hood - BlwCowCr,39,47,360040.471
Blw_Hood - Blw_ClearCr,39,35,374753.0449
Blw_Hood - Bonnyview_Rel,39,52,379707.4212
Blw_Hood - Blw_Cypress,39,36,383291.1827
Blw_Hood - Hwy 44 Bridge,39,93,387013.4669
Blw_Hood - Caldwell Park_Rel,39,63,390530.6009
Blw_IrvineFinch - Blw_IrvineFinch,40,40,0
Blw_IrvineFinch - GCID_abv,40,82,9319.664933
Blw_IrvineFinch - GCID_blw,40,83,9319.664933
Blw_IrvineFinch - Abv_Otter_Island,40,4,24624.41088
Blw_IrvineFinch - Abv_WoodsonBr,40,6,30447.53138
Blw_IrvineFinch - BlwOrd,40,50,32691.94569
Blw_IrvineFinch - DeerCk4,40,76,35130.79068
Blw_IrvineFinch - DeerCk3,40,75,38187.59674
Blw_IrvineFinch - DeerCk2,40,74,38483.11442
Blw_IrvineFinch - DeerCk1,40,73,42166.696
Blw_IrvineFinch - DeerCk_RST,40,72,47038.9634
Blw_IrvineFinch - Mill_Ck_Conf,40,105,47277.19066
Blw_IrvineFinch - MillCk3,40,110,49008.20407
Blw_IrvineFinch - ButteBr,40,62,50194.26003
Blw_IrvineFinch - MillCk2,40,109,50226.13682
Blw_IrvineFinch - MillCk1.5,40,108,53872.42957
Blw_IrvineFinch - MillCk1,40,107,55473.29661
Blw_IrvineFinch - BlwButteBr,40,45,55878.3536
Blw_IrvineFinch - Hunters,40,92,55982.72692
Blw_IrvineFinch - MillCk_RST_Rel,40,106,56257.21603
Blw_IrvineFinch - AntelopeConf,40,13,60720.58369
Blw_IrvineFinch - Blw_Salt,40,42,62477.04067
Blw_IrvineFinch - Colusa AC3,40,67,62875.59441
Blw_IrvineFinch - JV_Glide,40,96,64239.24907
Blw_IrvineFinch - AntelopeCk2,40,12,64359.62957
Blw_IrvineFinch - Abv_RBPP,40,5,66853.86548
Blw_IrvineFinch - RedBluffDivDam,40,120,66853.86548
Blw_IrvineFinch - AntelopeCk1,40,11,69085.20242
Blw_IrvineFinch - Adobe,40,10,74063.94638
Blw_IrvineFinch - Colusa AC2,40,66,75625.42115
Blw_IrvineFinch - AbvColusaBrRT,40,8,79887.83178
Blw_IrvineFinch - Blw_Paynes_Ck,40,41,81974.79988
Blw_IrvineFinch - AbvColusaBr,40,7,86414.15172
Blw_IrvineFinch - BlwMoulton,40,49,86414.15172
Blw_IrvineFinch - Colusa BC2,40,68,97870.56181
Blw_IrvineFinch - MeridanBr,40,103,103254.7006
Blw_IrvineFinch - Colusa BC3,40,69,106872.35
Blw_IrvineFinch - Battle_Conf,40,22,113112.9584
Blw_IrvineFinch - Abv Grimes,40,2,113143.7726
Blw_IrvineFinch - BattleCk4,40,32,114032.6967
Blw_IrvineFinch - BattleCk3,40,31,117110.7633
Blw_IrvineFinch - SutterBypass Weir2 RST,40,132,118764.4022
Blw_IrvineFinch - Butte0.5,40,55,118809.7075
