Name,OriginID,DestinationID,Total_Length_m
DeerCk4 - Colusa BC2,76,68,133001.3525
DeerCk4 - MeridanBr,76,103,138385.4913
DeerCk4 - Colusa BC3,76,69,142003.1407
DeerCk4 - Abv Grimes,76,2,148274.5632
DeerCk4 - SutterBypass Weir2 RST,76,132,153895.1929
DeerCk4 - Butte0.5,76,55,153940.4982
DeerCk4 - Butte1,76,56,154385.3284
DeerCk4 - AbvTisdale,76,9,160290.7232
DeerCk4 - Butte2,76,57,164982.7189
DeerCk4 - BlwTisdale,76,51,168281.4878
DeerCk4 - Butte3,76,58,177037.5955
DeerCk4 - Butte4,76,59,178602.5036
DeerCk4 - Bullock Bend,76,54,182650.5113
DeerCk4 - Butte5,76,60,185396.0088
DeerCk4 - BlwChinaBend,76,46,189316.7609
DeerCk4 - Butte6,76,61,195818.8645
DeerCk4 - Abv_FremontWeir,76,3,197471.2758
DeerCk4 - Blw_FRConf,76,37,197471.2758
DeerCk4 - Blw_FremontWeir,76,38,197471.2758
DeerCk4 - KnaggsRanch_Rel,76,98,205032.5017
DeerCk4 - KnaggsRanch_BlwRel,76,97,205140.9365
DeerCk4 - KnightsLanding,76,100,206385.9193
DeerCk4 - Knights_RST,76,99,207855.5361
DeerCk4 - BC_Beach,76,33,208161.0489
DeerCk4 - YB_OldRiverRd,76,142,208290.834
DeerCk4 - KnightsLandingBr,76,101,208972.2245
DeerCk4 - YB_LeveeMarker,76,139,224210.4678
DeerCk4 - StarBend,76,129,225982.0798
DeerCk4 - AR_Mouth,76,17,229128.7653
DeerCk4 - TowerBridge,76,138,230574.239
DeerCk4 - I80_Br,76,95,231829.2718
DeerCk4 - YB_LisbonWeir,76,141,232128.3415
DeerCk4 - FR Boyds Release,76,78,232291.4363
DeerCk4 - BoydsPump,76,53,232529.0128
DeerCk4 - SacTrawl1,76,122,235575.2286
DeerCk4 - AR_Upstream_Hwy80,76,20,235861.3403
DeerCk4 - SacTrawl2,76,123,235925.4927
DeerCk4 - ShanghaiBend,76,124,237032.1421
DeerCk4 - AR_Downstream_WattAve,76,16,243144.2652
DeerCk4 - ToeDrainRST,76,137,246800.1571
DeerCk4 - Freeport Div.,76,80,249385.9832
DeerCk4 - FreeportBr,76,81,249385.9832
DeerCk4 - Freeport,76,79,250235.9559
DeerCk4 - ToeDrainBase,76,136,253847.5528
DeerCk4 - AR_RanchoCordova,76,18,254622.098
DeerCk4 - SunsetPumps,76,131,260541.2763
DeerCk4 - AR_Sunrise_Ramp,76,19,261342.421
DeerCk4 - YB_LibertyIsBase,76,140,262448.3146
DeerCk4 - Hood Release,76,90,262955.6453
DeerCk4 - Hood_RT,76,91,263099.7281
DeerCk4 - Lower Minor,76,102,263301.1781
DeerCk4 - Above_Hood,76,1,263764.3119
DeerCk4 - Hood,76,89,264464.0013
DeerCk4 - Nimbus Hatchery RW,76,118,265043.6037
DeerCk4 - Hwy84Ferry,76,94,266686.0758
DeerCk4 - Blw_Hood,76,39,268199.3656
DeerCk4 - BaseSutterSteam,76,21,268539.9238
DeerCk4 - SR_Mouth,76,128,270039.0907
DeerCk4 - RioVistaBr,76,121,270890.4101
DeerCk4 - Blw_Sutter,76,44,271183.3661
DeerCk4 - SutterSlough,76,133,271683.1398
DeerCk4 - MinerNorth,76,111,273321.3436
DeerCk4 - MinorBlwSutter,76,112,273968.1204
DeerCk4 - Blw_Steamboat,76,43,274043.1822
DeerCk4 - SteamboatSlough,76,130,274288.6665
DeerCk4 - CoxRiffle,76,70,274723.997
DeerCk4 - SutterSteamJunc,76,134,277786.1456
DeerCk4 - Gridley_Rel,76,88,278313.4516
DeerCk4 - ThreeMile,76,135,279619.4592
DeerCk4 - DeckerIsland,76,71,282291.6894
DeerCk4 - DeltaCross_Channel,76,77,282905.6456
DeerCk4 - Georgiana_Slough,76,85,283470.3153
DeerCk4 - BlwGeorgiana,76,48,283634.7094
DeerCk4 - Mok_NF,76,113,286320.312
DeerCk4 - SJ_JerseyPt,76,126,287636.1919
DeerCk4 - Mok_SF,76,115,287788.0035
DeerCk4 - AntiochBridge,76,15,293833.4216
DeerCk4 - Antioch,76,14,295302.13
DeerCk4 - ChippsW,76,65,296643.0144
DeerCk4 - ChippsE,76,64,297159.4105
DeerCk4 - SJ_Dutch Slough,76,125,297911.449
DeerCk4 - SouthofBW,76,127,298358.2348
DeerCk4 - Mok_NF_end,76,114,299250.2141
DeerCk4 - GeorgeMok,76,84,301524.7484
DeerCk4 - Mok_SF_end,76,117,302912.4371
DeerCk4 - Mok_SF_Blw_Hwy12,76,116,305250.3219
DeerCk4 - Old River,76,119,307456.7509
DeerCk4 - MiddleRiver,76,104,309998.5836
DeerCk4 - Benicia,76,34,317270.8239
DeerCk4 - GoldenGateE,76,86,373109.1763
DeerCk4 - GoldenGateW,76,87,373935.3423
DeltaCross_Channel - DeltaCross_Channel,77,77,0
DeltaCross_Channel - Georgiana_Slough,77,85,2413.835758
DeltaCross_Channel - BlwGeorgiana,77,48,2578.229854
DeltaCross_Channel - Mok_NF,77,113,3414.666448
DeltaCross_Channel - Mok_SF,77,115,4882.357908
DeltaCross_Channel - Blw_Steamboat,77,43,8862.463379
DeltaCross_Channel - SteamboatSlough,77,130,10398.22368
DeltaCross_Channel - Blw_Sutter,77,44,11722.27943
DeltaCross_Channel - SutterSlough,77,133,13013.93828
DeltaCross_Channel - Blw_Hood,77,39,14706.27996
DeltaCross_Channel - Mok_NF_end,77,114,16344.5685
DeltaCross_Channel - SutterSteamJunc,77,134,16988.03115
DeltaCross_Channel - Hood,77,89,18441.64423
DeltaCross_Channel - Above_Hood,77,1,19141.33364
DeltaCross_Channel - MinorBlwSutter,77,112,19384.13141
DeltaCross_Channel - MinerNorth,77,111,19477.99848
DeltaCross_Channel - GeorgeMok,77,84,19771.16006
DeltaCross_Channel - Hood_RT,77,91,19805.91751
DeltaCross_Channel - Hood Release,77,90,19950.00023
DeltaCross_Channel - SR_Mouth,77,128,20006.73366
DeltaCross_Channel - Mok_SF_end,77,117,20006.79154
DeltaCross_Channel - SouthofBW,77,127,21361.41662
DeltaCross_Channel - Mok_SF_Blw_Hwy12,77,116,22344.67633
DeltaCross_Channel - Hwy84Ferry,77,94,23359.74862
DeltaCross_Channel - BaseSutterSteam,77,21,23485.88557
DeltaCross_Channel - RioVistaBr,77,121,24351.35173
DeltaCross_Channel - YB_LibertyIsBase,77,140,27597.50978
DeltaCross_Channel - Lower Minor,77,102,29498.164
DeltaCross_Channel - Freeport,77,79,32669.68965
DeltaCross_Channel - ThreeMile,77,135,33080.40082
DeltaCross_Channel - Freeport Div.,77,80,33519.66233
DeltaCross_Channel - FreeportBr,77,81,33519.66233
DeltaCross_Channel - DeckerIsland,77,71,35752.63101
DeltaCross_Channel - ToeDrainBase,77,136,36198.27155
DeltaCross_Channel - SJ_JerseyPt,77,126,40537.4922
DeltaCross_Channel - ToeDrainRST,77,137,43245.66726
DeltaCross_Channel - SJ_Dutch Slough,77,125,44056.9519
DeltaCross_Channel - AntiochBridge,77,15,46734.72193
DeltaCross_Channel - SacTrawl2,77,123,46980.15288
DeltaCross_Channel - SacTrawl1,77,122,47330.41699
DeltaCross_Channel - Old River,77,119,47478.84241
DeltaCross_Channel - MiddleRiver,77,104,48635.0287
DeltaCross_Channel - Antioch,77,14,48763.07159
DeltaCross_Channel - ChippsW,77,65,50103.95598
DeltaCross_Channel - ChippsE,77,64,50620.35213
DeltaCross_Channel - I80_Br,77,95,51076.37376
DeltaCross_Channel - TowerBridge,77,138,52331.40657
DeltaCross_Channel - AR_Mouth,77,17,54583.4786
DeltaCross_Channel - YB_LisbonWeir,77,141,57917.48285
DeltaCross_Channel - AR_Upstream_Hwy80,77,20,61316.05363
DeltaCross_Channel - YB_LeveeMarker,77,139,65835.35659
DeltaCross_Channel - AR_Downstream_WattAve,77,16,68598.9785
DeltaCross_Channel - Benicia,77,34,70731.76554
DeltaCross_Channel - AR_RanchoCordova,77,18,80076.81134
DeltaCross_Channel - YB_OldRiverRd,77,142,81754.99036
DeltaCross_Channel - KnaggsRanch_BlwRel,77,97,84904.88793
DeltaCross_Channel - KnaggsRanch_Rel,77,98,85013.32271
DeltaCross_Channel - Abv_FremontWeir,77,3,85434.36978
DeltaCross_Channel - Blw_FRConf,77,37,85434.36978
DeltaCross_Channel - Blw_FremontWeir,77,38,85434.36978
DeltaCross_Channel - AR_Sunrise_Ramp,77,19,86797.1343
DeltaCross_Channel - Butte6,77,61,87086.78112
DeltaCross_Channel - Nimbus Hatchery RW,77,118,90498.31695
DeltaCross_Channel - BC_Beach,77,33,97267.26252
DeltaCross_Channel - Butte5,77,60,97509.63675
DeltaCross_Channel - Knights_RST,77,99,98923.50745
DeltaCross_Channel - KnightsLandingBr,77,101,102220.7026
DeltaCross_Channel - KnightsLanding,77,100,104807.0078
DeltaCross_Channel - Butte4,77,59,105421.2084
DeltaCross_Channel - Butte3,77,58,106986.1165
DeltaCross_Channel - StarBend,77,129,115088.2934
DeltaCross_Channel - Butte2,77,57,119040.9931
DeltaCross_Channel - FR Boyds Release,77,78,121397.6499
DeltaCross_Channel - BoydsPump,77,53,121635.2264
DeltaCross_Channel - BlwChinaBend,77,46,121876.1662
DeltaCross_Channel - ShanghaiBend,77,124,126138.3557
DeltaCross_Channel - GoldenGateE,77,86,126570.1179
DeltaCross_Channel - GoldenGateW,77,87,127396.2839
DeltaCross_Channel - Bullock Bend,77,54,128542.4158
DeltaCross_Channel - AbvTisdale,77,9,129011.4884
DeltaCross_Channel - Butte1,77,56,129638.3836
DeltaCross_Channel - Butte0.5,77,55,130083.2138
DeltaCross_Channel - SutterBypass Weir2 RST,77,132,130128.5191
DeltaCross_Channel - BlwTisdale,77,51,133436.4989
DeltaCross_Channel - Abv Grimes,77,2,141027.6483
DeltaCross_Channel - Colusa BC3,77,69,147299.0709
DeltaCross_Channel - SunsetPumps,77,131,149647.4899
DeltaCross_Channel - MeridanBr,77,103,150916.7203
DeltaCross_Channel - Colusa BC2,77,68,152850.0593
DeltaCross_Channel - AbvColusaBr,77,7,161360.7032
DeltaCross_Channel - BlwMoulton,77,49,161360.7032
DeltaCross_Channel - CoxRiffle,77,70,163830.2106
DeltaCross_Channel - Gridley_Rel,77,88,167419.6652
DeltaCross_Channel - AbvColusaBrRT,77,8,167887.0231
DeltaCross_Channel - Colusa AC2,77,66,172149.4337
DeltaCross_Channel - Colusa AC3,77,67,184899.2605
DeltaCross_Channel - BlwButteBr,77,45,191896.5013
DeltaCross_Channel - ButteBr,77,62,197580.5949
DeltaCross_Channel - BlwOrd,77,50,215082.9092
DeltaCross_Channel - Blw_IrvineFinch,77,40,247774.8549
DeltaCross_Channel - GCID_abv,77,82,257094.5198
DeltaCross_Channel - GCID_blw,77,83,257094.5198
DeltaCross_Channel - Abv_Otter_Island,77,4,272399.2658
DeltaCross_Channel - Abv_WoodsonBr,77,6,278222.3863
DeltaCross_Channel - DeerCk4,77,76,282905.6456
DeltaCross_Channel - DeerCk3,77,75,285962.4516
DeltaCross_Channel - DeerCk2,77,74,286257.9693
DeltaCross_Channel - DeerCk1,77,73,289941.5509
DeltaCross_Channel - DeerCk_RST,77,72,294813.8183
DeltaCross_Channel - Mill_Ck_Conf,77,105,295052.0455
DeltaCross_Channel - MillCk3,77,110,296783.059
DeltaCross_Channel - MillCk2,77,109,298000.9917
DeltaCross_Channel - MillCk1.5,77,108,301647.2845
DeltaCross_Channel - MillCk1,77,107,303248.1515
DeltaCross_Channel - Hunters,77,92,303757.5818
DeltaCross_Channel - MillCk_RST_Rel,77,106,304032.0709
DeltaCross_Channel - AntelopeConf,77,13,308495.4386
DeltaCross_Channel - Blw_Salt,77,42,310251.8956
DeltaCross_Channel - JV_Glide,77,96,312014.104
DeltaCross_Channel - AntelopeCk2,77,12,312134.4845
DeltaCross_Channel - Abv_RBPP,77,5,314628.7204
DeltaCross_Channel - RedBluffDivDam,77,120,314628.7204
DeltaCross_Channel - AntelopeCk1,77,11,316860.0573
DeltaCross_Channel - Adobe,77,10,321838.8013
DeltaCross_Channel - Blw_Paynes_Ck,77,41,329749.6548
DeltaCross_Channel - Battle_Conf,77,22,360887.8133
DeltaCross_Channel - BattleCk4,77,32,361807.5516
DeltaCross_Channel - BattleCk3,77,31,364885.6182
DeltaCross_Channel - BattleCk1_2014,77,27,367260.5076
DeltaCross_Channel - BattleCk2,77,28,368381.3292
DeltaCross_Channel - BattleCk_Bridge,77,23,368828.3065
DeltaCross_Channel - BattleCk2_2014,77,29,369760.4918
DeltaCross_Channel - BattleCk1,77,26,370129.5535
DeltaCross_Channel - BattleCk250BlwFL,77,30,370378.9505
DeltaCross_Channel - BattleCk_CNFH,77,24,370490.4827
DeltaCross_Channel - BattleCk_RST_Rel,77,25,370535.6871
DeltaCross_Channel - BlwCowCr,77,47,374746.751
DeltaCross_Channel - Blw_ClearCr,77,35,389459.3249
DeltaCross_Channel - Bonnyview_Rel,77,52,394413.7012
DeltaCross_Channel - Blw_Cypress,77,36,397997.4626
DeltaCross_Channel - Hwy 44 Bridge,77,93,401719.7468
DeltaCross_Channel - Caldwell Park_Rel,77,63,405236.8809
FR Boyds Release - FR Boyds Release,78,78,0
FR Boyds Release - BoydsPump,78,53,237.5764998
FR Boyds Release - ShanghaiBend,78,124,4740.705803
FR Boyds Release - StarBend,78,129,6309.356534
FR Boyds Release - BC_Beach,78,33,24130.38741
FR Boyds Release - SunsetPumps,78,131,28249.83999
FR Boyds Release - Abv_FremontWeir,78,3,35963.28015
FR Boyds Release - Blw_FRConf,78,37,35963.28015
FR Boyds Release - Blw_FremontWeir,78,38,35963.28015
FR Boyds Release - Butte6,78,61,36472.57187
FR Boyds Release - CoxRiffle,78,70,42432.56066
FR Boyds Release - KnaggsRanch_Rel,78,98,45486.2638
FR Boyds Release - KnaggsRanch_BlwRel,78,97,45594.69859
FR Boyds Release - Gridley_Rel,78,88,46022.01529
FR Boyds Release - Butte5,78,60,46895.42751
FR Boyds Release - Knights_RST,78,99,48309.29821
FR Boyds Release - YB_OldRiverRd,78,142,48744.59616
FR Boyds Release - KnightsLandingBr,78,101,51606.49336
FR Boyds Release - KnightsLanding,78,100,54192.79851
FR Boyds Release - Butte4,78,59,54806.99917
FR Boyds Release - Butte3,78,58,56371.90723
FR Boyds Release - YB_LeveeMarker,78,139,64664.22993
FR Boyds Release - AR_Mouth,78,17,67620.76967
FR Boyds Release - Butte2,78,57,68426.78388
FR Boyds Release - TowerBridge,78,138,69066.24336
FR Boyds Release - I80_Br,78,95,70321.27617
FR Boyds Release - BlwChinaBend,78,46,71261.95697
FR Boyds Release - YB_LisbonWeir,78,141,72582.10366
FR Boyds Release - SacTrawl1,78,122,74067.23294
FR Boyds Release - AR_Upstream_Hwy80,78,20,74353.3447
FR Boyds Release - SacTrawl2,78,123,74417.49705
FR Boyds Release - Bullock Bend,78,54,77928.20655
FR Boyds Release - AbvTisdale,78,9,78397.27913
FR Boyds Release - Butte1,78,56,79024.17432
FR Boyds Release - Butte0.5,78,55,79469.00456
FR Boyds Release - SutterBypass Weir2 RST,78,132,79514.30988
FR Boyds Release - AR_Downstream_WattAve,78,16,81636.26957
FR Boyds Release - BlwTisdale,78,51,82822.28962
FR Boyds Release - ToeDrainRST,78,137,87253.91925
FR Boyds Release - Freeport Div.,78,80,87877.98761
FR Boyds Release - FreeportBr,78,81,87877.98761
FR Boyds Release - Freeport,78,79,88727.96028
FR Boyds Release - Abv Grimes,78,2,90413.43911
FR Boyds Release - AR_RanchoCordova,78,18,93114.10241
FR Boyds Release - ToeDrainBase,78,136,94301.31497
FR Boyds Release - Colusa BC3,78,69,96684.86168
FR Boyds Release - AR_Sunrise_Ramp,78,19,99834.42537
FR Boyds Release - MeridanBr,78,103,100302.5111
FR Boyds Release - Hood Release,78,90,101447.6497
FR Boyds Release - Hood_RT,78,91,101591.7324
FR Boyds Release - Colusa BC2,78,68,102235.8501
FR Boyds Release - Above_Hood,78,1,102256.3163
FR Boyds Release - YB_LibertyIsBase,78,140,102902.0767
FR Boyds Release - Hood,78,89,102956.0057
FR Boyds Release - Nimbus Hatchery RW,78,118,103535.608
FR Boyds Release - Lower Minor,78,102,103754.9402
FR Boyds Release - Blw_Hood,78,39,106691.37
FR Boyds Release - Hwy84Ferry,78,94,107139.8379
FR Boyds Release - BaseSutterSteam,78,21,108993.6859
FR Boyds Release - Blw_Sutter,78,44,109675.3705
FR Boyds Release - SutterSlough,78,133,110175.1441
FR Boyds Release - SR_Mouth,78,128,110492.8529
FR Boyds Release - AbvColusaBr,78,7,110746.4939
FR Boyds Release - BlwMoulton,78,49,110746.4939
FR Boyds Release - RioVistaBr,78,121,111344.1722
FR Boyds Release - Blw_Steamboat,78,43,112535.1866
FR Boyds Release - SteamboatSlough,78,130,112780.6709
FR Boyds Release - MinerNorth,78,111,113775.1057
FR Boyds Release - MinorBlwSutter,78,112,114421.8825
FR Boyds Release - AbvColusaBrRT,78,8,117272.8139
FR Boyds Release - SutterSteamJunc,78,134,118239.9078
FR Boyds Release - ThreeMile,78,135,120073.2213
FR Boyds Release - DeltaCross_Channel,78,77,121397.6499
FR Boyds Release - Colusa AC2,78,66,121535.2245
FR Boyds Release - Georgiana_Slough,78,85,121962.3196
FR Boyds Release - BlwGeorgiana,78,48,122126.7137
FR Boyds Release - DeckerIsland,78,71,122745.4515
FR Boyds Release - Mok_NF,78,113,124812.3164
FR Boyds Release - Mok_SF,78,115,126280.0078
FR Boyds Release - SJ_JerseyPt,78,126,128089.954
FR Boyds Release - Colusa AC3,78,67,134285.0512
FR Boyds Release - AntiochBridge,78,15,134287.1838
FR Boyds Release - Antioch,78,14,135755.8921
FR Boyds Release - ChippsW,78,65,137096.7765
FR Boyds Release - ChippsE,78,64,137613.1726
FR Boyds Release - Mok_NF_end,78,114,137742.2184
FR Boyds Release - SJ_Dutch Slough,78,125,138365.2111
FR Boyds Release - SouthofBW,78,127,138811.997
FR Boyds Release - GeorgeMok,78,84,140774.9219
FR Boyds Release - BlwButteBr,78,45,141282.292
FR Boyds Release - Mok_SF_end,78,117,141404.4415
FR Boyds Release - Mok_SF_Blw_Hwy12,78,116,143742.3263
FR Boyds Release - ButteBr,78,62,146966.3856
FR Boyds Release - Old River,78,119,147910.5131
FR Boyds Release - MiddleRiver,78,104,150452.3457
FR Boyds Release - Benicia,78,34,157724.5861
FR Boyds Release - BlwOrd,78,50,164468.7
FR Boyds Release - Blw_IrvineFinch,78,40,197160.6456
FR Boyds Release - GCID_abv,78,82,206480.3106
FR Boyds Release - GCID_blw,78,83,206480.3106
FR Boyds Release - GoldenGateE,78,86,213562.9384
FR Boyds Release - GoldenGateW,78,87,214389.1044
FR Boyds Release - Abv_Otter_Island,78,4,221785.0565
FR Boyds Release - Abv_WoodsonBr,78,6,227608.177
FR Boyds Release - DeerCk4,78,76,232291.4363
FR Boyds Release - DeerCk3,78,75,235348.2424
FR Boyds Release - DeerCk2,78,74,235643.7601
FR Boyds Release - DeerCk1,78,73,239327.3416
FR Boyds Release - DeerCk_RST,78,72,244199.609
FR Boyds Release - Mill_Ck_Conf,78,105,244437.8363
FR Boyds Release - MillCk3,78,110,246168.8497
FR Boyds Release - MillCk2,78,109,247386.7825
FR Boyds Release - MillCk1.5,78,108,251033.0752
FR Boyds Release - MillCk1,78,107,252633.9423
FR Boyds Release - Hunters,78,92,253143.3726
FR Boyds Release - MillCk_RST_Rel,78,106,253417.8617
FR Boyds Release - AntelopeConf,78,13,257881.2293
FR Boyds Release - Blw_Salt,78,42,259637.6863
FR Boyds Release - JV_Glide,78,96,261399.8947
FR Boyds Release - AntelopeCk2,78,12,261520.2752
FR Boyds Release - Abv_RBPP,78,5,264014.5111
FR Boyds Release - RedBluffDivDam,78,120,264014.5111
FR Boyds Release - AntelopeCk1,78,11,266245.8481
FR Boyds Release - Adobe,78,10,271224.592
FR Boyds Release - Blw_Paynes_Ck,78,41,279135.4455
FR Boyds Release - Battle_Conf,78,22,310273.6041
FR Boyds Release - BattleCk4,78,32,311193.3424
FR Boyds Release - BattleCk3,78,31,314271.409
FR Boyds Release - BattleCk1_2014,78,27,316646.2984
FR Boyds Release - BattleCk2,78,28,317767.12
FR Boyds Release - BattleCk_Bridge,78,23,318214.0973
FR Boyds Release - BattleCk2_2014,78,29,319146.2825
FR Boyds Release - BattleCk1,78,26,319515.3442
FR Boyds Release - BattleCk250BlwFL,78,30,319764.7413
FR Boyds Release - BattleCk_CNFH,78,24,319876.2735
FR Boyds Release - BattleCk_RST_Rel,78,25,319921.4779
FR Boyds Release - BlwCowCr,78,47,324132.5417
FR Boyds Release - Blw_ClearCr,78,35,338845.1156
FR Boyds Release - Bonnyview_Rel,78,52,343799.492
FR Boyds Release - Blw_Cypress,78,36,347383.2534
FR Boyds Release - Hwy 44 Bridge,78,93,351105.5376
FR Boyds Release - Caldwell Park_Rel,78,63,354622.6716
Freeport - Freeport,79,79,0
Freeport - Freeport Div.,79,80,849.9726759
Freeport - FreeportBr,79,81,849.9726759
Freeport - Hood Release,79,90,12719.68941
Freeport - Hood_RT,79,91,12863.77214
Freeport - Above_Hood,79,1,13528.35601
Freeport - Hood,79,89,14228.04542
Freeport - SacTrawl2,79,123,14310.46323
Freeport - SacTrawl1,79,122,14660.72734
Freeport - Blw_Hood,79,39,17963.40969
Freeport - I80_Br,79,95,18406.68411
Freeport - TowerBridge,79,138,19661.71692
Freeport - Blw_Sutter,79,44,20947.41022
Freeport - SutterSlough,79,133,21447.18383
Freeport - AR_Mouth,79,17,21913.78895
Freeport - Blw_Steamboat,79,43,23807.22627
Freeport - SteamboatSlough,79,130,24052.7106
Freeport - MinorBlwSutter,79,112,27817.37696
Freeport - MinerNorth,79,111,27911.24402
Freeport - AR_Upstream_Hwy80,79,20,28646.36398
Freeport - SutterSteamJunc,79,134,30642.51807
Freeport - DeltaCross_Channel,79,77,32669.68965
Freeport - Georgiana_Slough,79,85,33234.35937
Freeport - BlwGeorgiana,79,48,33398.75346
Freeport - AR_Downstream_WattAve,79,16,35929.28885
Freeport - Mok_NF,79,113,36084.3561
Freeport - Mok_SF,79,115,37552.04756
Freeport - Lower Minor,79,102,37931.40954
Freeport - YB_LibertyIsBase,79,140,40600.89343
Freeport - BaseSutterSteam,79,21,40795.40859
Freeport - Hwy84Ferry,79,94,42649.25662
Freeport - SR_Mouth,79,128,44274.5605
Freeport - RioVistaBr,79,121,45125.87988
Freeport - ToeDrainBase,79,136,47385.03478
Freeport - AR_RanchoCordova,79,18,47407.12169
Freeport - Mok_NF_end,79,114,49014.25815
Freeport - GeorgeMok,79,84,52046.96163
Freeport - Mok_SF_end,79,117,52676.48119
Freeport - Abv_FremontWeir,79,3,52764.68013
Freeport - Blw_FRConf,79,37,52764.68013
Freeport - Blw_FremontWeir,79,38,52764.68013
Freeport - ThreeMile,79,135,53854.92898
Freeport - SouthofBW,79,127,54031.10627
Freeport - AR_Sunrise_Ramp,79,19,54127.44465
Freeport - Butte6,79,61,54417.09147
Freeport - ToeDrainRST,79,137,54432.4305
Freeport - Mok_SF_Blw_Hwy12,79,116,55014.36598
Freeport - DeckerIsland,79,71,56527.15917
Freeport - Nimbus Hatchery RW,79,118,57828.6273
Freeport - SJ_JerseyPt,79,126,61871.66167
Freeport - KnaggsRanch_Rel,79,98,63430.78339
Freeport - KnaggsRanch_BlwRel,79,97,63539.21818
Freeport - BC_Beach,79,33,64597.57287
Freeport - Butte5,79,60,64839.9471
Freeport - Knights_RST,79,99,66253.8178
Freeport - YB_OldRiverRd,79,142,66689.11575
Freeport - AntiochBridge,79,15,68068.8914
Freeport - YB_LisbonWeir,79,141,69104.24609
Freeport - Antioch,79,14,69537.59974
Freeport - KnightsLandingBr,79,101,69551.01295
Freeport - ChippsW,79,65,70878.48413
Freeport - ChippsE,79,64,71394.88028
Freeport - KnightsLanding,79,100,72137.3181
Freeport - SJ_Dutch Slough,79,125,72146.91875
Freeport - Butte4,79,59,72751.51876
Freeport - Butte3,79,58,74316.42682
Freeport - YB_LeveeMarker,79,139,77022.11982
Freeport - Old River,79,119,80148.53206
Freeport - MiddleRiver,79,104,81304.71835
Freeport - StarBend,79,129,82418.60375
Freeport - Butte2,79,57,86371.30347
Freeport - FR Boyds Release,79,78,88727.96028
Freeport - BoydsPump,79,53,88965.53678
Freeport - BlwChinaBend,79,46,89206.47656
Freeport - Benicia,79,34,91506.29369
Freeport - ShanghaiBend,79,124,93468.66609
Freeport - Bullock Bend,79,54,95872.72614
Freeport - AbvTisdale,79,9,96341.79872
Freeport - Butte1,79,56,96968.69391
Freeport - Butte0.5,79,55,97413.52416
Freeport - SutterBypass Weir2 RST,79,132,97458.82947
Freeport - BlwTisdale,79,51,100766.8092
Freeport - Abv Grimes,79,2,108357.9587
Freeport - Colusa BC3,79,69,114629.3813
Freeport - SunsetPumps,79,131,116977.8003
Freeport - MeridanBr,79,103,118247.0307
Freeport - Colusa BC2,79,68,120180.3697
Freeport - AbvColusaBr,79,7,128691.0135
Freeport - BlwMoulton,79,49,128691.0135
Freeport - CoxRiffle,79,70,131160.5209
Freeport - Gridley_Rel,79,88,134749.9756
Freeport - AbvColusaBrRT,79,8,135217.3335
Freeport - Colusa AC2,79,66,139479.7441
Freeport - GoldenGateE,79,86,147344.646
Freeport - GoldenGateW,79,87,148170.8121
Freeport - Colusa AC3,79,67,152229.5708
Freeport - BlwButteBr,79,45,159226.8116
Freeport - ButteBr,79,62,164910.9052
Freeport - BlwOrd,79,50,182413.2196
Freeport - Blw_IrvineFinch,79,40,215105.1652
Freeport - GCID_abv,79,82,224424.8302
Freeport - GCID_blw,79,83,224424.8302
Freeport - Abv_Otter_Island,79,4,239729.5761
Freeport - Abv_WoodsonBr,79,6,245552.6966
Freeport - DeerCk4,79,76,250235.9559
Freeport - DeerCk3,79,75,253292.762
Freeport - DeerCk2,79,74,253588.2797
Freeport - DeerCk1,79,73,257271.8612
Freeport - DeerCk_RST,79,72,262144.1286
Freeport - Mill_Ck_Conf,79,105,262382.3559
Freeport - MillCk3,79,110,264113.3693
Freeport - MillCk2,79,109,265331.3021
Freeport - MillCk1.5,79,108,268977.5948
Freeport - MillCk1,79,107,270578.4619
Freeport - Hunters,79,92,271087.8922
Freeport - MillCk_RST_Rel,79,106,271362.3813
Freeport - AntelopeConf,79,13,275825.7489
Freeport - Blw_Salt,79,42,277582.2059
Freeport - JV_Glide,79,96,279344.4143
Freeport - AntelopeCk2,79,12,279464.7948
Freeport - Abv_RBPP,79,5,281959.0307
Freeport - RedBluffDivDam,79,120,281959.0307
Freeport - AntelopeCk1,79,11,284190.3677
Freeport - Adobe,79,10,289169.1116
Freeport - Blw_Paynes_Ck,79,41,297079.9651
Freeport - Battle_Conf,79,22,328218.1237
Freeport - BattleCk4,79,32,329137.862
Freeport - BattleCk3,79,31,332215.9285
Freeport - BattleCk1_2014,79,27,334590.818
Freeport - BattleCk2,79,28,335711.6396
Freeport - BattleCk_Bridge,79,23,336158.6168
Freeport - BattleCk2_2014,79,29,337090.8021
Freeport - BattleCk1,79,26,337459.8638
Freeport - BattleCk250BlwFL,79,30,337709.2609
Freeport - BattleCk_CNFH,79,24,337820.7931
Freeport - BattleCk_RST_Rel,79,25,337865.9975
Freeport - BlwCowCr,79,47,342077.0613
Freeport - Blw_ClearCr,79,35,356789.6352
Freeport - Bonnyview_Rel,79,52,361744.0116
Freeport - Blw_Cypress,79,36,365327.773
Freeport - Hwy 44 Bridge,79,93,369050.0572
Freeport - Caldwell Park_Rel,79,63,372567.1912
Freeport Div. - Freeport Div.,80,80,0
Freeport Div. - FreeportBr,80,81,0
Freeport Div. - Freeport,80,79,849.9726759
Freeport Div. - SacTrawl2,80,123,13460.49055
Freeport Div. - Hood Release,80,90,13569.66209
