"FishID","2016-02-18","2016-02-19","2016-02-20","2016-02-21","2016-02-22","2016-02-23","2016-02-24","2016-02-25","2016-02-26","2016-02-27","2016-02-28","2016-02-29","2016-03-01","2016-03-02","2016-03-03","2016-03-04","2016-03-05","2016-03-06","2016-03-07","2016-03-08","2016-03-09","2016-03-10","2016-03-11","2016-03-12","2016-03-13","2016-03-14","2016-03-15","2016-03-16","2016-03-17","2016-03-18","2016-03-19","2016-03-20","2016-03-21","2016-03-22","2016-03-23","2016-03-24","2016-03-25","2016-03-26","2016-03-27","2016-03-28","2016-03-29","2016-03-30","2016-03-31","2016-04-01","2016-04-02","2016-04-03","2016-04-04","2016-04-05","2016-04-06","2016-04-07","2016-04-08","2016-04-09","2016-04-10","2016-04-11","2016-04-12","2016-04-13","2016-04-14","2016-04-15","2016-04-16","2016-04-17","2016-04-18","2016-04-19","2016-04-20","2016-04-21","2016-04-22","2016-04-23","2016-04-24","2016-04-25","2016-04-26","2016-04-27","2016-04-28","2016-04-29","2016-04-30","2016-05-01","2016-05-02","2016-05-03","2016-05-04","2016-05-05","2016-05-06","2016-05-07","2016-05-08","2016-05-09","2016-05-10","2016-05-11","2016-05-12","2016-05-13","2016-05-14","2016-05-15","2016-05-16","2016-05-17","2016-05-18","2016-05-19","2016-05-20","2016-05-21","2016-05-22","2016-05-23","2016-05-24","2016-05-25"
"SB2016-196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23142.4,19899.34,54417.09,12863.77,32262.11,11401.28,14351.32,20627.81,8094.93142857143,8094.93142857143,8094.93142857143,8094.93142857143,8094.93142857143,8094.93142857143,8094.93142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-002",4954.38,14712.57,64494.86,62477.04,32691.95,70562.75,21905.23,48681.5,41207.395,41207.395,32701.06,15966.02,11401.28,34979.13,7083.065,7083.065,7083.065,7083.065,7083.065,7083.065,7083.065,7083.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-007",64664.05,81974.8,32691.95,17907.4033333333,17907.4033333333,17907.4033333333,16840.55,10952.615,10952.615,48681.5,16786.33,38454.22,44952.98,14483.36,2850.32,2850.32,2850.32,2850.32,7175.66,7175.66,20627.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-015",64664.05,9748.88,9748.88,32029.51,31569.74,31569.74,35281.375,35281.375,2433.91444444444,2433.91444444444,2433.91444444444,2433.91444444444,2433.91444444444,2433.91444444444,2433.91444444444,2433.91444444444,2433.91444444444,65467.83,76571.91,34010.21,7175.66,7175.66,10313.905,10313.905,56664.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-021",64664.05,81974.8,32691.95,4410.171875,4410.171875,4410.171875,4410.171875,4410.171875,4410.171875,4410.171875,4410.171875,4410.171875,4410.171875,4410.171875,4410.171875,4410.171875,4410.171875,4410.171875,4410.171875,21905.23,10392.205,10392.205,10392.205,10392.205,10392.205,10392.205,10392.205,10392.205,10392.205,10392.205,66357.42,15510.9266666667,15510.9266666667,15510.9266666667,20627.81,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-033",64664.05,51527.27,30447.53,16345.975,16345.975,6715.27625,6715.27625,6715.27625,6715.27625,6715.27625,6715.27625,6715.27625,6715.27625,38745.78,48681.5,55240.55,38117.69,21757.61,15745.9,14351.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-041",64664.05,81974.8,32691.95,92467.99,14513.02,14513.02,18220.9,18220.9,52764.68,23807.23,26102.23,11401.28,34979.13,14166.13,14166.13,14166.13,14166.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-051",64664.05,51527.27,15223.765,15223.765,16345.975,16345.975,17907.4033333333,17907.4033333333,17907.4033333333,38745.78,48681.5,5595.44333333333,5595.44333333333,5595.44333333333,65628.45,10943.45,28239.74,4756.63666666667,4756.63666666667,4756.63666666667,4756.63666666667,4756.63666666667,4756.63666666667,17992.96,20627.81,56664.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-055",64664.05,51527.27,15223.765,15223.765,32691.95,5880.22916666667,5880.22916666667,5880.22916666667,5880.22916666667,5880.22916666667,5880.22916666667,5880.22916666667,5880.22916666667,5880.22916666667,5880.22916666667,5880.22916666667,5880.22916666667,50931.27,74896.01,66357.42,7755.46333333333,7755.46333333333,7755.46333333333,7755.46333333333,7755.46333333333,7755.46333333333,20627.81,28332.26,28332.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-059",64664.05,51527.27,30447.53,32691.95,26861.105,26861.105,38745.78,29026.04,19655.46,13810.1375,13810.1375,13810.1375,13810.1375,7155.23,7155.23,23807.23,29348.39,19843.37,7175.66,7175.66,20627.81,28332.26,28332.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-080",64664.05,51527.27,63139.48,23520.9166666667,23520.9166666667,23520.9166666667,50931.27,36441.8,38454.22,44952.98,22892.03,11401.28,7175.66,7175.66,20627.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-083",64664.05,51527.27,15223.765,15223.765,32691.95,70562.75,21905.23,14513.02,14513.02,19655.46,16786.33,6871.6,6871.6,6871.6,6871.6,6871.6,4096.22,35257.87,25906.18,11401.28,14351.32,20627.81,20627.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-086",64664.05,81974.8,10897.3166666667,10897.3166666667,10897.3166666667,10744.442,10744.442,10744.442,10744.442,10744.442,16840.55,3650.87166666667,3650.87166666667,3650.87166666667,3650.87166666667,3650.87166666667,3650.87166666667,48681.5,93358.24,29314.96,11401.28,14351.32,10313.905,10313.905,56664.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-092",64664.05,81974.8,16345.975,16345.975,17907.4033333333,17907.4033333333,17907.4033333333,16840.55,10952.615,10952.615,14513.02,14513.02,9827.73,9827.73,16786.33,17588.2266666667,17588.2266666667,17588.2266666667,45564.84,7557.35,6438.15,6438.15,6438.15,6438.15,20627.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-095",64664.05,34697.61,16829.66,15223.765,15223.765,8172.9875,8172.9875,8172.9875,8172.9875,5880.22916666667,5880.22916666667,5880.22916666667,5880.22916666667,5880.22916666667,5880.22916666667,5880.22916666667,5880.22916666667,5880.22916666667,5880.22916666667,5880.22916666667,5880.22916666667,70586.73,55240.55,66357.42,10195.77,17672.8,17672.8,17672.8,20627.81,2833.226,2833.226,2833.226,2833.226,2833.226,2833.226,2833.226,2833.226,2833.226,2833.226,2833.226,2833.226,2833.226,2833.226,2833.226,2833.226,2833.226,2833.226,2833.226,2833.226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-098",19666.95,44997.1,34697.61,16829.66,30447.53,1307.678,1307.678,1307.678,1307.678,1307.678,1307.678,1307.678,1307.678,1307.678,1307.678,1307.678,1307.678,1307.678,1307.678,1307.678,1307.678,1307.678,1307.678,1307.678,1307.678,1307.678,1307.678,1307.678,1307.678,1307.678,121494.02,74896.01,59875.3,15745.9,14351.32,20627.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-100",19666.95,79694.71,16829.66,15223.765,15223.765,16345.975,16345.975,13430.5525,13430.5525,13430.5525,13430.5525,8420.275,8420.275,21905.23,29026.04,18220.9,18220.9,38454.22,59875.3,15745.9,7175.66,7175.66,20627.81,56664.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-103",64664.05,81974.8,32691.95,70562.75,21905.23,24340.75,24340.75,16786.33,52764.68,45564.84,7557.35,11401.28,14351.32,20627.81,28332.26,28332.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-116",19666.95,44997.1,19497.76,32029.51,3714.08705882353,3714.08705882353,3714.08705882353,3714.08705882353,3714.08705882353,3714.08705882353,3714.08705882353,3714.08705882353,3714.08705882353,3714.08705882353,3714.08705882353,3714.08705882353,3714.08705882353,3714.08705882353,3714.08705882353,3714.08705882353,3714.08705882353,35281.375,35281.375,70586.73,69551.01,61310.73,14351.32,20627.81,56664.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-119",64664.05,51527.27,30447.53,32691.95,53722.21,16840.55,50931.27,36441.8,38454.22,38117.69,21757.61,30097.22,20627.81,20627.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-122",64664.05,51527.27,63139.48,23520.9166666667,23520.9166666667,23520.9166666667,21905.23,48681.5,55240.55,44952.98,14483.36,11401.28,14351.32,20627.81,28332.26,28332.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-126",64664.05,51527.27,21127.87,9319.66,32691.95,35281.375,35281.375,2190.523,2190.523,2190.523,2190.523,2190.523,2190.523,2190.523,2190.523,2190.523,2190.523,48681.5,100193.53,25884.64,14351.32,10313.905,10313.905,18888.1733333333,18888.1733333333,18888.1733333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-131",64664.05,34697.61,16829.66,30447.53,32691.95,92467.99,48681.5,55240.55,44952.98,18687.7,15605.61,7175.66,7175.66,20627.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-134",64664.05,34697.61,16829.66,15223.765,15223.765,16345.975,16345.975,10124.5016666667,10124.5016666667,10124.5016666667,10124.5016666667,10124.5016666667,10124.5016666667,10124.5016666667,10124.5016666667,10124.5016666667,10124.5016666667,10124.5016666667,10124.5016666667,19655.46,115115.85,3353.01,15605.61,34979.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-136",64664.05,81974.8,86414.15,16840.55,21905.23,32733.915,32733.915,38454.22,38117.69,26102.23,11401.28,14351.32,20627.81,18888.1733333333,18888.1733333333,18888.1733333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-139",64664.05,81974.8,32691.95,3713.82894736842,3713.82894736842,3713.82894736842,3713.82894736842,3713.82894736842,3713.82894736842,3713.82894736842,3713.82894736842,3713.82894736842,3713.82894736842,3713.82894736842,3713.82894736842,3713.82894736842,3713.82894736842,3713.82894736842,3713.82894736842,3713.82894736842,3713.82894736842,3713.82894736842,50931.27,74896.01,60726.62,11401.28,14351.32,20627.81,4047.46571428571,4047.46571428571,4047.46571428571,4047.46571428571,4047.46571428571,4047.46571428571,4047.46571428571,4047.46571428571,4047.46571428571,4047.46571428571,4047.46571428571,4047.46571428571,4047.46571428571,4047.46571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-157",64664.05,51527.27,15223.765,15223.765,32691.95,53722.21,38745.78,14513.02,14513.02,19655.46,16786.33,52764.68,31635.4,22892.03,2909.68333333333,2909.68333333333,2909.68333333333,10735.6433333333,10735.6433333333,10735.6433333333,6875.93666666667,6875.93666666667,6875.93666666667,28332.26,28332.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-166",64664.05,81974.8,32691.95,23520.9166666667,23520.9166666667,23520.9166666667,7301.74333333333,7301.74333333333,7301.74333333333,6954.5,6954.5,6954.5,6954.5,6954.5,6954.5,6954.5,55240.55,44952.98,25884.64,14351.32,20627.81,18888.1733333333,18888.1733333333,18888.1733333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-173",64664.05,81974.8,32691.95,26861.105,26861.105,38745.78,29026.04,36441.8,38454.22,38117.69,30306.56,15605.61,14351.32,20627.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-175",64664.05,81974.8,32691.95,26861.105,26861.105,16840.55,7301.74333333333,7301.74333333333,7301.74333333333,48681.5,27620.275,27620.275,38117.69,25110.63,8408.67,7802.805,7802.805,7175.66,7175.66,20627.81,4722.04333333333,4722.04333333333,4722.04333333333,4722.04333333333,4722.04333333333,4722.04333333333,4722.04333333333,4722.04333333333,4722.04333333333,4722.04333333333,4722.04333333333,4722.04333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-183",64664.05,81974.8,86414.15,38745.78,65467.83,65628.45,10943.45,26102.23,16817.34,16817.34,11401.28,14351.32,20627.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-185",64664.05,34697.61,16829.66,30447.53,32691.95,17640.6875,17640.6875,17640.6875,17640.6875,4381.046,4381.046,4381.046,4381.046,4381.046,29026.04,6551.82,6551.82,6551.82,93358.24,30306.56,15605.61,7175.66,7175.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-186",64664.05,81974.8,32691.95,23520.9166666667,23520.9166666667,23520.9166666667,21905.23,16227.1666666667,16227.1666666667,16227.1666666667,9206.75833333333,9206.75833333333,9206.75833333333,9206.75833333333,9206.75833333333,9206.75833333333,38117.69,26102.23,11401.28,14351.32,20627.81,56664.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-191",64664.05,81974.8,32691.95,70562.75,17646.6825,17646.6825,17646.6825,17646.6825,54890.29,14660.73,23807.23,26102.23,11401.28,14351.32,20627.81,18888.1733333333,18888.1733333333,18888.1733333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-194",64664.05,81974.8,32691.95,92467.99,48681.5,69551.01,23807.23,29314.96,8408.67,11401.28,14351.32,20627.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
