"FishID","2016-02-18","2016-02-19","2016-02-20","2016-02-21","2016-02-22","2016-02-23","2016-02-24","2016-02-25","2016-02-26","2016-02-27","2016-02-28","2016-02-29","2016-03-01","2016-03-02","2016-03-03","2016-03-04","2016-03-05","2016-03-06","2016-03-07","2016-03-08","2016-03-09","2016-03-10","2016-03-11","2016-03-12","2016-03-13","2016-03-14","2016-03-15","2016-03-16","2016-03-17","2016-03-18","2016-03-19","2016-03-20","2016-03-21","2016-03-22","2016-03-23","2016-03-24","2016-03-25","2016-03-26","2016-03-27","2016-03-28","2016-03-29","2016-03-30","2016-03-31","2016-04-01","2016-04-02","2016-04-03","2016-04-04","2016-04-05","2016-04-06","2016-04-07","2016-04-08","2016-04-09","2016-04-10","2016-04-11","2016-04-12","2016-04-13","2016-04-14","2016-04-15","2016-04-16","2016-04-17","2016-04-18","2016-04-19","2016-04-20","2016-04-21","2016-04-22","2016-04-23","2016-04-24","2016-04-25","2016-04-26","2016-04-27","2016-04-28","2016-04-29","2016-04-30","2016-05-01","2016-05-02","2016-05-03","2016-05-04","2016-05-05","2016-05-06","2016-05-07","2016-05-08","2016-05-09","2016-05-10","2016-05-11","2016-05-12","2016-05-13","2016-05-14","2016-05-15","2016-05-16","2016-05-17","2016-05-18","2016-05-19","2016-05-20","2016-05-21","2016-05-22","2016-05-23","2016-05-24","2016-05-25"
"WR2016-205",64664.05,51527.27,15223.765,15223.765,32691.95,17907.4033333333,17907.4033333333,17907.4033333333,5613.51666666667,5613.51666666667,5613.51666666667,23528.91,23528.91,23528.91,55240.55,27174.24,10943.45,45912.18,14351.32,20627.81,28332.26,28332.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-212",64664.05,81974.8,32691.95,30822.6633333333,30822.6633333333,30822.6633333333,48681.5,69551.01,23807.23,34510.9,11401.28,14351.32,20627.81,28332.26,28332.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-214",64664.05,51527.27,30447.53,32691.95,70562.75,70586.73,55240.55,38117.69,21757.61,15745.9,14351.32,20627.81,28332.26,28332.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-222",64664.05,81974.8,32691.95,23520.9166666667,23520.9166666667,23520.9166666667,21905.23,16227.1666666667,16227.1666666667,16227.1666666667,55240.55,39909.12,37503.51,14351.32,20627.81,18888.1733333333,18888.1733333333,18888.1733333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-225",64664.05,81974.8,16345.975,16345.975,3837.30071428571,3837.30071428571,3837.30071428571,3837.30071428571,3837.30071428571,3837.30071428571,3837.30071428571,3837.30071428571,3837.30071428571,3837.30071428571,3837.30071428571,3837.30071428571,3837.30071428571,3837.30071428571,87427.28,93358.24,37503.51,7175.66,7175.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-233",64664.05,81974.8,32691.95,17907.4033333333,17907.4033333333,17907.4033333333,38745.78,48681.5,16786.33,38454.22,38117.69,21757.61,15745.9,14351.32,20627.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-234",64664.05,51527.27,8392.43181818182,8392.43181818182,8392.43181818182,8392.43181818182,8392.43181818182,8392.43181818182,8392.43181818182,8392.43181818182,8392.43181818182,8392.43181818182,8392.43181818182,8392.43181818182,8392.43181818182,8392.43181818182,8392.43181818182,8392.43181818182,8392.43181818182,8392.43181818182,8392.43181818182,8392.43181818182,8392.43181818182,8392.43181818182,19655.46,112200.27,29956.94,20627.81,28332.26,28332.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-239",84161.81,62477.04,32691.95,70562.75,21905.23,48681.5,55240.55,38117.69,34510.9,11401.28,14351.32,20627.81,28332.26,28332.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-244",64664.05,51527.27,30447.53,16345.975,16345.975,26861.105,26861.105,38745.78,65467.83,73712.09,24617.43,15745.9,14351.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-249",64664.05,81974.8,32691.95,70562.75,10952.615,10952.615,48681.5,55240.55,38117.69,26102.23,11401.28,14351.32,20627.81,18888.1733333333,18888.1733333333,18888.1733333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-252",19666.95,96524.36,63139.48,13430.5525,13430.5525,13430.5525,13430.5525,38745.78,32733.915,32733.915,52764.68,30642.52,18687.7,3121.122,3121.122,3121.122,3121.122,3121.122,14351.32,10313.905,10313.905,18888.1733333333,18888.1733333333,18888.1733333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-258",64664.05,51527.27,30447.53,32691.95,53722.21,16840.55,10952.615,10952.615,29026.04,10273.9727272727,10273.9727272727,10273.9727272727,10273.9727272727,10273.9727272727,10273.9727272727,10273.9727272727,10273.9727272727,10273.9727272727,10273.9727272727,10273.9727272727,37503.51,14351.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-261",64664.05,81974.8,32691.95,26861.105,26861.105,38745.78,32733.915,32733.915,38454.22,38117.69,21757.61,13073.67,8689.84,4783.77333333333,4783.77333333333,4783.77333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-265",64664.05,51527.27,63139.48,53722.21,16840.55,70586.73,34775.505,34775.505,23807.23,30306.56,5201.87,5201.87,5201.87,3587.83,3587.83,3587.83,3587.83,14351.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-267",19666.95,44997.1,25763.635,25763.635,30447.53,32691.95,70562.75,21905.23,65467.83,38454.22,38117.69,21757.61,15745.9,14351.32,20627.81,28332.26,28332.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-271",64664.05,81974.8,32691.95,26861.105,26861.105,16840.55,50931.27,19655.46,16786.33,76571.91,26102.23,11401.28,14351.32,20627.81,14166.13,14166.13,14166.13,14166.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-275",19666.95,44997.1,34697.61,16829.66,31569.74,31569.74,53722.21,38745.78,65467.83,52764.68,45564.84,7557.35,11401.28,14351.32,20627.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-277",64664.05,11565.87,11565.87,11565.87,47277.19,32691.95,70562.75,7301.74333333333,7301.74333333333,7301.74333333333,14513.02,14513.02,9827.73,9827.73,20038.706,20038.706,20038.706,20038.706,20038.706,14483.36,12876.3,12876.3,20627.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-288",NA,64664.05,34697.61,16829.66,63139.48,70562.75,50931.27,36441.8,38454.22,38117.69,26102.23,11401.28,14351.32,20627.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-294",NA,19666.95,64494.86,32029.51,30447.53,32691.95,70562.75,21905.23,65467.83,16551.48,16551.48,2510.07,5351.25,38117.69,25110.63,4204.33,11401.28,10091.4,10091.4,5997.65333333333,5997.65333333333,5997.65333333333,20627.81,28332.26,28332.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-297",NA,19666.95,64494.86,62477.04,32691.95,17640.6875,17640.6875,17640.6875,17640.6875,35293.365,35293.365,13810.1375,13810.1375,13810.1375,13810.1375,38117.69,13051.115,13051.115,11401.28,14351.32,20627.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-301",NA,64664.05,51527.27,63139.48,70562.75,50931.27,36441.8,52764.68,23807.23,30306.56,15605.61,7175.66,7175.66,10313.905,10313.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-304",NA,19666.95,96524.36,63139.48,70562.75,21905.23,48681.5,8393.165,8393.165,52764.68,23807.23,28239.74,6647.54,6647.54,6647.54,6647.54,6647.54,6647.54,6647.54,6875.93666666667,6875.93666666667,6875.93666666667,56664.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-305",NA,19666.95,96524.36,63139.48,70562.75,70586.73,55240.55,38117.69,21757.61,4344.62,11401.28,14351.32,20627.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-306",NA,19666.95,44997.1,34697.61,16829.66,21127.87,9319.66,7375.33571428571,7375.33571428571,7375.33571428571,7375.33571428571,7375.33571428571,7375.33571428571,7375.33571428571,7375.33571428571,7375.33571428571,7375.33571428571,7375.33571428571,7375.33571428571,7375.33571428571,7375.33571428571,21905.23,9352.54714285714,9352.54714285714,9352.54714285714,9352.54714285714,9352.54714285714,9352.54714285714,9352.54714285714,98329.52,15048.61,15048.61,20627.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-310",NA,19666.95,79694.71,47277.19,32691.95,26861.105,26861.105,16840.55,21905.23,29026.04,18220.9,18220.9,38454.22,4770.15333333333,4770.15333333333,4770.15333333333,45564.84,15745.9,17489.565,17489.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-315",NA,19666.95,64494.86,62477.04,32691.95,70562.75,21905.23,65467.83,52764.68,23807.23,30306.56,4204.33,11401.28,14351.32,20627.81,18888.1733333333,18888.1733333333,18888.1733333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-322",NA,19666.95,96524.36,30447.53,32691.95,70562.75,21905.23,29026.04,70799.79,39853.87,24671.58,11401.28,14351.32,20627.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-324",NA,19666.95,14999.0333333333,14999.0333333333,14999.0333333333,2342.14863636364,2342.14863636364,2342.14863636364,2342.14863636364,2342.14863636364,2342.14863636364,2342.14863636364,2342.14863636364,2342.14863636364,2342.14863636364,2342.14863636364,2342.14863636364,2342.14863636364,2342.14863636364,2342.14863636364,2342.14863636364,2342.14863636364,2342.14863636364,2342.14863636364,2342.14863636364,2342.14863636364,2342.14863636364,15223.765,15223.765,51627.35,51627.35,87373.07,97039.24,3353.01,29956.94,20627.81,28332.26,28332.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-325",NA,19666.95,79694.71,47277.19,32691.95,53722.21,38745.78,65467.83,52764.68,31635.4,10152.89,4330.47,11401.28,14351.32,14351.32,14351.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-330",NA,19666.95,32247.43,32247.43,15199.85,8414.83,8414.83,9738.47333333333,9738.47333333333,9738.47333333333,9738.47333333333,9738.47333333333,9738.47333333333,9738.47333333333,9738.47333333333,9738.47333333333,9738.47333333333,9738.47333333333,9738.47333333333,87427.28,93358.24,20132.31,15605.61,14351.32,20627.81,9444.08666666667,9444.08666666667,9444.08666666667,9444.08666666667,9444.08666666667,9444.08666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-332",NA,19666.95,64494.86,32029.51,63139.48,46233.995,46233.995,14513.02,14513.02,9827.73,9827.73,3357.266,3357.266,3357.266,3357.266,3357.266,32814.225,32814.225,32701.06,18958.63,7175.66,7175.66,10313.905,10313.905,28332.26,28332.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-334",NA,19666.95,79694.71,16829.66,63139.48,5969.13444444444,5969.13444444444,5969.13444444444,5969.13444444444,5969.13444444444,5969.13444444444,5969.13444444444,5969.13444444444,5969.13444444444,38745.78,48681.5,69551.01,45564.84,15745.9,14351.32,20627.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-336",NA,19666.95,96524.36,63139.48,70562.75,50931.27,74896.01,38117.69,26102.23,11401.28,14351.32,20627.81,14166.13,14166.13,14166.13,14166.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-337",NA,19666.95,44997.1,51527.27,63139.48,17640.6875,17640.6875,17640.6875,17640.6875,10952.615,10952.615,9736.3,9736.3,9736.3,9736.3,9736.3,34775.505,34775.505,45564.84,13073.67,3553.49,3553.49,3553.49,3553.49,8996.48,8996.48,20627.81,56664.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-339",NA,19666.95,96524.36,63139.48,26861.105,26861.105,38745.78,7256.51,7256.51,7256.51,7256.51,19655.46,11048.11,11048.11,11048.11,11048.11,11048.11,38117.69,26102.23,11401.28,5045.7,5045.7,5045.7,5045.7,19310.385,19310.385,3148.02888888889,3148.02888888889,3148.02888888889,3148.02888888889,3148.02888888889,3148.02888888889,3148.02888888889,3148.02888888889,3148.02888888889,3148.02888888889,3148.02888888889,3148.02888888889,3148.02888888889,3148.02888888889,3148.02888888889,3148.02888888889,3148.02888888889,3148.02888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-343",NA,19666.95,79694.71,47277.19,32691.95,53722.21,67771.82,19655.46,54890.29,38467.95,26102.23,8584.2,8584.2,8584.2,10313.905,10313.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
