Name,OriginID,DestinationID,Total_Length_m
AntelopeConf - ChippsW,13,65,346704.2331
AntelopeConf - ChippsE,13,64,347220.6292
AntelopeConf - DeltaCross_Channel,13,77,347643.8706
AntelopeConf - SJ_Dutch Slough,13,125,347972.6677
AntelopeConf - YB_LeveeMarker,13,139,352847.8688
AntelopeConf - Old River,13,119,357156.6499
AntelopeConf - MiddleRiver,13,104,358312.8362
AntelopeConf - Benicia,13,34,367332.0426
AntelopeConf - YB_OldRiverRd,13,142,368767.5025
AntelopeConf - KnaggsRanch_BlwRel,13,97,371917.4001
AntelopeConf - KnaggsRanch_Rel,13,98,372025.8349
AntelopeConf - GoldenGateE,13,86,423170.395
AntelopeConf - GoldenGateW,13,87,423996.561
Antioch - Antioch,14,14,0
Antioch - AntiochBridge,14,15,7172.354989
Antioch - ChippsW,14,65,10820.60823
Antioch - ChippsE,14,64,11337.00438
Antioch - DeckerIsland,14,71,13010.44057
Antioch - SJ_JerseyPt,14,126,13369.58472
Antioch - SJ_Dutch Slough,14,125,15222.97845
Antioch - ThreeMile,14,135,21386.31741
Antioch - RioVistaBr,14,121,24411.71986
Antioch - Hwy84Ferry,14,94,28616.05421
Antioch - BaseSutterSteam,14,21,28742.19115
Antioch - SR_Mouth,14,128,28756.33793
Antioch - Benicia,14,34,31448.41779
Antioch - SouthofBW,14,127,32545.6603
Antioch - YB_LibertyIsBase,14,140,32853.81537
Antioch - Lower Minor,14,102,35523.29926
Antioch - GeorgeMok,14,84,35712.17387
Antioch - Old River,14,119,36147.91589
Antioch - Mok_NF_end,14,114,37562.50842
Antioch - MiddleRiver,14,104,38689.74857
Antioch - SutterSteamJunc,14,134,38895.08167
Antioch - ToeDrainBase,14,136,41454.57713
Antioch - MinorBlwSutter,14,112,42713.10694
Antioch - Mok_SF_Blw_Hwy12,14,116,43135.78192
Antioch - MinerNorth,14,111,43359.88371
Antioch - Mok_SF_end,14,117,45111.47146
Antioch - SteamboatSlough,14,130,45484.88914
Antioch - BlwGeorgiana,14,48,46184.84173
Antioch - Blw_Steamboat,14,43,47020.64944
Antioch - Georgiana_Slough,14,85,47391.36726
Antioch - ToeDrainRST,14,137,48501.97285
Antioch - Blw_Sutter,14,44,48590.18952
Antioch - SutterSlough,14,133,49083.30007
Antioch - Mok_NF,14,113,50492.41047
Antioch - Blw_Hood,14,39,51574.19005
Antioch - Mok_SF,14,115,52279.7391
Antioch - DeltaCross_Channel,14,77,53907.07691
Antioch - Hood,14,89,55309.55432
Antioch - Above_Hood,14,1,56009.24373
Antioch - Hood_RT,14,91,56673.8276
Antioch - Hood Release,14,90,56817.91033
Antioch - YB_LisbonWeir,14,141,63173.78844
Antioch - Freeport,14,79,69537.59974
Antioch - Freeport Div.,14,80,70387.57242
Antioch - FreeportBr,14,81,70387.57242
Antioch - YB_LeveeMarker,14,139,71091.66217
Antioch - SacTrawl2,14,123,83848.06297
Antioch - SacTrawl1,14,122,84198.32708
Antioch - YB_OldRiverRd,14,142,87011.29594
Antioch - GoldenGateE,14,86,87286.77012
Antioch - I80_Br,14,95,87944.28385
Antioch - GoldenGateW,14,87,88112.93616
Antioch - TowerBridge,14,138,89199.31666
Antioch - KnaggsRanch_BlwRel,14,97,90161.19351
Antioch - KnaggsRanch_Rel,14,98,90269.6283
Antioch - AR_Mouth,14,17,91451.38869
Antioch - AR_Upstream_Hwy80,14,20,98183.96372
Antioch - AR_Downstream_WattAve,14,16,105466.8886
Antioch - AR_RanchoCordova,14,18,116944.7214
Antioch - Abv_FremontWeir,14,3,122302.2799
Antioch - Blw_FRConf,14,37,122302.2799
Antioch - Blw_FremontWeir,14,38,122302.2799
Antioch - AR_Sunrise_Ramp,14,19,123665.0444
Antioch - Butte6,14,61,123954.6912
Antioch - Nimbus Hatchery RW,14,118,127366.227
Antioch - BC_Beach,14,33,134135.1726
Antioch - Butte5,14,60,134377.5468
Antioch - Knights_RST,14,99,135791.4175
Antioch - KnightsLandingBr,14,101,139088.6127
Antioch - KnightsLanding,14,100,141674.9178
Antioch - Butte4,14,59,142289.1185
Antioch - Butte3,14,58,143854.0266
Antioch - StarBend,14,129,151956.2035
Antioch - Butte2,14,57,155908.9032
Antioch - FR Boyds Release,14,78,158265.56
Antioch - BoydsPump,14,53,158503.1365
Antioch - BlwChinaBend,14,46,158744.0763
Antioch - ShanghaiBend,14,124,163006.2658
Antioch - Bullock Bend,14,54,165410.3259
Antioch - Butte1,14,56,166506.2936
Antioch - Butte0.5,14,55,166951.1239
Antioch - SutterBypass Weir2 RST,14,132,166996.4292
Antioch - BlwTisdale,14,51,179779.3494
Antioch - SunsetPumps,14,131,186515.4
Antioch - AbvTisdale,14,9,187770.1139
Antioch - Colusa BC2,14,68,189717.9694
Antioch - MeridanBr,14,103,195102.1082
Antioch - AbvColusaBr,14,7,198228.6133
Antioch - BlwMoulton,14,49,198228.6133
Antioch - Colusa BC3,14,69,198719.7576
Antioch - Abv Grimes,14,2,199786.2739
Antioch - CoxRiffle,14,70,200698.1207
Antioch - Gridley_Rel,14,88,204287.5753
Antioch - AbvColusaBrRT,14,8,204754.9332
Antioch - Colusa AC2,14,66,209017.3438
Antioch - Colusa AC3,14,67,221767.1706
Antioch - BlwButteBr,14,45,228764.4114
Antioch - ButteBr,14,62,234448.5049
Antioch - BlwOrd,14,50,251950.8193
Antioch - Blw_IrvineFinch,14,40,284642.765
Antioch - GCID_abv,14,82,293962.4299
Antioch - GCID_blw,14,83,293962.4299
Antioch - Abv_Otter_Island,14,4,309267.1759
Antioch - Abv_WoodsonBr,14,6,315090.2964
Antioch - DeerCk4,14,76,319773.5557
Antioch - DeerCk3,14,75,322830.3617
Antioch - DeerCk2,14,74,323125.8794
Antioch - DeerCk1,14,73,326809.461
Antioch - DeerCk_RST,14,72,331681.7284
Antioch - Mill_Ck_Conf,14,105,331919.9556
Antioch - MillCk3,14,110,333650.969
Antioch - MillCk2,14,109,334868.9018
Antioch - MillCk1.5,14,108,338515.1946
Antioch - MillCk1,14,107,340116.0616
Antioch - Hunters,14,92,340625.4919
Antioch - MillCk_RST_Rel,14,106,340899.981
Antioch - AntelopeConf,14,13,345363.3487
Antioch - Blw_Salt,14,42,347119.8056
Antioch - JV_Glide,14,96,348882.0141
Antioch - AntelopeCk2,14,12,349002.3945
Antioch - Abv_RBPP,14,5,351496.6305
Antioch - RedBluffDivDam,14,120,351496.6305
Antioch - AntelopeCk1,14,11,353727.9674
Antioch - Adobe,14,10,358706.7114
Antioch - Blw_Paynes_Ck,14,41,366617.5649
Antioch - Battle_Conf,14,22,397755.7234
Antioch - BattleCk4,14,32,398675.4617
Antioch - BattleCk3,14,31,401753.5283
Antioch - BattleCk1_2014,14,27,404128.4177
Antioch - BattleCk2,14,28,405249.2393
Antioch - BattleCk_Bridge,14,23,405696.2166
Antioch - BattleCk2_2014,14,29,406628.4019
Antioch - BattleCk1,14,26,406997.4636
Antioch - BattleCk250BlwFL,14,30,407246.8606
Antioch - BattleCk_CNFH,14,24,407358.3928
Antioch - BattleCk_RST_Rel,14,25,407403.5972
Antioch - BlwCowCr,14,47,411614.6611
Antioch - Blw_ClearCr,14,35,426327.235
Antioch - Bonnyview_Rel,14,52,431281.6113
Antioch - Blw_Cypress,14,36,434865.3727
Antioch - Hwy 44 Bridge,14,93,438587.6569
Antioch - Caldwell Park_Rel,14,63,442104.791
AntiochBridge - AntiochBridge,15,15,0
AntiochBridge - SJ_JerseyPt,15,126,6197.22973
AntiochBridge - Antioch,15,14,7172.354989
AntiochBridge - SJ_Dutch Slough,15,125,8050.623466
AntiochBridge - ThreeMile,15,135,14213.96242
AntiochBridge - ChippsW,15,65,17992.96322
AntiochBridge - ChippsE,15,64,18509.35937
AntiochBridge - DeckerIsland,15,71,20182.79556
AntiochBridge - RioVistaBr,15,121,22943.01151
AntiochBridge - SouthofBW,15,127,25373.30531
AntiochBridge - Hwy84Ferry,15,94,27147.34587
AntiochBridge - BaseSutterSteam,15,21,27273.48281
AntiochBridge - SR_Mouth,15,128,27287.62959
AntiochBridge - GeorgeMok,15,84,28539.81888
AntiochBridge - Old River,15,119,28975.56091
AntiochBridge - Mok_NF_end,15,114,30390.15343
AntiochBridge - YB_LibertyIsBase,15,140,31385.10703
AntiochBridge - MiddleRiver,15,104,31517.39359
AntiochBridge - Lower Minor,15,102,34054.59092
AntiochBridge - Mok_SF_Blw_Hwy12,15,116,35963.42693
AntiochBridge - SutterSteamJunc,15,134,37426.37333
AntiochBridge - Mok_SF_end,15,117,37939.11648
AntiochBridge - Benicia,15,34,38620.77278
AntiochBridge - ToeDrainBase,15,136,39985.86879
AntiochBridge - MinorBlwSutter,15,112,41244.3986
AntiochBridge - MinerNorth,15,111,41891.17537
AntiochBridge - Mok_NF,15,113,43320.05548
AntiochBridge - SteamboatSlough,15,130,44016.1808
AntiochBridge - BlwGeorgiana,15,48,44716.13339
AntiochBridge - Mok_SF,15,115,45107.38411
AntiochBridge - Blw_Steamboat,15,43,45551.9411
AntiochBridge - Georgiana_Slough,15,85,45922.65892
AntiochBridge - DeltaCross_Channel,15,77,46734.72193
AntiochBridge - ToeDrainRST,15,137,47033.26451
AntiochBridge - Blw_Sutter,15,44,47121.48118
AntiochBridge - SutterSlough,15,133,47614.59173
AntiochBridge - Blw_Hood,15,39,50105.4817
AntiochBridge - Hood,15,89,53840.84598
AntiochBridge - Above_Hood,15,1,54540.53539
AntiochBridge - Hood_RT,15,91,55205.11926
AntiochBridge - Hood Release,15,90,55349.20198
AntiochBridge - YB_LisbonWeir,15,141,61705.0801
AntiochBridge - Freeport,15,79,68068.8914
AntiochBridge - Freeport Div.,15,80,68918.86407
AntiochBridge - FreeportBr,15,81,68918.86407
AntiochBridge - YB_LeveeMarker,15,139,69622.95383
AntiochBridge - SacTrawl2,15,123,82379.35463
AntiochBridge - SacTrawl1,15,122,82729.61874
AntiochBridge - YB_OldRiverRd,15,142,85542.5876
AntiochBridge - I80_Br,15,95,86475.57551
AntiochBridge - TowerBridge,15,138,87730.60832
AntiochBridge - KnaggsRanch_BlwRel,15,97,88692.48517
AntiochBridge - KnaggsRanch_Rel,15,98,88800.91996
AntiochBridge - AR_Mouth,15,17,89982.68035
AntiochBridge - GoldenGateE,15,86,94459.12511
AntiochBridge - GoldenGateW,15,87,95285.29115
AntiochBridge - AR_Upstream_Hwy80,15,20,96715.25538
AntiochBridge - AR_Downstream_WattAve,15,16,103998.1802
AntiochBridge - AR_RanchoCordova,15,18,115476.0131
AntiochBridge - Abv_FremontWeir,15,3,120833.5715
AntiochBridge - Blw_FRConf,15,37,120833.5715
AntiochBridge - Blw_FremontWeir,15,38,120833.5715
AntiochBridge - AR_Sunrise_Ramp,15,19,122196.3361
AntiochBridge - Butte6,15,61,122485.9829
AntiochBridge - Nimbus Hatchery RW,15,118,125897.5187
AntiochBridge - BC_Beach,15,33,132666.4643
AntiochBridge - Butte5,15,60,132908.8385
AntiochBridge - Knights_RST,15,99,134322.7092
AntiochBridge - KnightsLandingBr,15,101,137619.9043
AntiochBridge - KnightsLanding,15,100,140206.2095
AntiochBridge - Butte4,15,59,140820.4102
AntiochBridge - Butte3,15,58,142385.3182
AntiochBridge - StarBend,15,129,150487.4951
AntiochBridge - Butte2,15,57,154440.1949
AntiochBridge - FR Boyds Release,15,78,156796.8517
AntiochBridge - BoydsPump,15,53,157034.4282
AntiochBridge - BlwChinaBend,15,46,157275.368
AntiochBridge - ShanghaiBend,15,124,161537.5575
AntiochBridge - Bullock Bend,15,54,163941.6175
AntiochBridge - Butte1,15,56,165037.5853
AntiochBridge - Butte0.5,15,55,165482.4156
AntiochBridge - SutterBypass Weir2 RST,15,132,165527.7209
AntiochBridge - BlwTisdale,15,51,178310.6411
AntiochBridge - SunsetPumps,15,131,185046.6917
AntiochBridge - AbvTisdale,15,9,186301.4056
AntiochBridge - Colusa BC2,15,68,188249.2611
AntiochBridge - MeridanBr,15,103,193633.3999
AntiochBridge - AbvColusaBr,15,7,196759.9049
AntiochBridge - BlwMoulton,15,49,196759.9049
AntiochBridge - Colusa BC3,15,69,197251.0493
AntiochBridge - Abv Grimes,15,2,198317.5656
AntiochBridge - CoxRiffle,15,70,199229.4123
AntiochBridge - Gridley_Rel,15,88,202818.867
AntiochBridge - AbvColusaBrRT,15,8,203286.2249
AntiochBridge - Colusa AC2,15,66,207548.6355
AntiochBridge - Colusa AC3,15,67,220298.4622
AntiochBridge - BlwButteBr,15,45,227295.703
AntiochBridge - ButteBr,15,62,232979.7966
AntiochBridge - BlwOrd,15,50,250482.1109
AntiochBridge - Blw_IrvineFinch,15,40,283174.0566
AntiochBridge - GCID_abv,15,82,292493.7216
AntiochBridge - GCID_blw,15,83,292493.7216
AntiochBridge - Abv_Otter_Island,15,4,307798.4675
AntiochBridge - Abv_WoodsonBr,15,6,313621.588
AntiochBridge - DeerCk4,15,76,318304.8473
AntiochBridge - DeerCk3,15,75,321361.6534
AntiochBridge - DeerCk2,15,74,321657.1711
AntiochBridge - DeerCk1,15,73,325340.7526
AntiochBridge - DeerCk_RST,15,72,330213.02
AntiochBridge - Mill_Ck_Conf,15,105,330451.2473
AntiochBridge - MillCk3,15,110,332182.2607
AntiochBridge - MillCk2,15,109,333400.1935
AntiochBridge - MillCk1.5,15,108,337046.4862
AntiochBridge - MillCk1,15,107,338647.3533
AntiochBridge - Hunters,15,92,339156.7836
AntiochBridge - MillCk_RST_Rel,15,106,339431.2727
AntiochBridge - AntelopeConf,15,13,343894.6403
AntiochBridge - Blw_Salt,15,42,345651.0973
AntiochBridge - JV_Glide,15,96,347413.3057
AntiochBridge - AntelopeCk2,15,12,347533.6862
AntiochBridge - Abv_RBPP,15,5,350027.9221
AntiochBridge - RedBluffDivDam,15,120,350027.9221
AntiochBridge - AntelopeCk1,15,11,352259.2591
AntiochBridge - Adobe,15,10,357238.003
AntiochBridge - Blw_Paynes_Ck,15,41,365148.8565
AntiochBridge - Battle_Conf,15,22,396287.0151
AntiochBridge - BattleCk4,15,32,397206.7534
AntiochBridge - BattleCk3,15,31,400284.8199
AntiochBridge - BattleCk1_2014,15,27,402659.7094
AntiochBridge - BattleCk2,15,28,403780.531
AntiochBridge - BattleCk_Bridge,15,23,404227.5082
AntiochBridge - BattleCk2_2014,15,29,405159.6935
AntiochBridge - BattleCk1,15,26,405528.7552
AntiochBridge - BattleCk250BlwFL,15,30,405778.1523
AntiochBridge - BattleCk_CNFH,15,24,405889.6844
AntiochBridge - BattleCk_RST_Rel,15,25,405934.8889
AntiochBridge - BlwCowCr,15,47,410145.9527
AntiochBridge - Blw_ClearCr,15,35,424858.5266
AntiochBridge - Bonnyview_Rel,15,52,429812.903
AntiochBridge - Blw_Cypress,15,36,433396.6644
AntiochBridge - Hwy 44 Bridge,15,93,437118.9486
AntiochBridge - Caldwell Park_Rel,15,63,440636.0826
AR_Downstream_WattAve - AR_Downstream_WattAve,16,16,0
AR_Downstream_WattAve - AR_Upstream_Hwy80,16,20,7282.924872
AR_Downstream_WattAve - AR_RanchoCordova,16,18,11477.83284
AR_Downstream_WattAve - AR_Mouth,16,17,14015.4999
AR_Downstream_WattAve - TowerBridge,16,138,16267.57193
AR_Downstream_WattAve - I80_Br,16,95,17522.60474
AR_Downstream_WattAve - AR_Sunrise_Ramp,16,19,18198.1558
AR_Downstream_WattAve - SacTrawl1,16,122,21268.56151
AR_Downstream_WattAve - SacTrawl2,16,123,21618.82562
AR_Downstream_WattAve - Nimbus Hatchery RW,16,118,21899.33845
AR_Downstream_WattAve - Freeport Div.,16,80,35079.31617
AR_Downstream_WattAve - FreeportBr,16,81,35079.31617
AR_Downstream_WattAve - Freeport,16,79,35929.28885
AR_Downstream_WattAve - Abv_FremontWeir,16,3,45672.98942
AR_Downstream_WattAve - Blw_FRConf,16,37,45672.98942
AR_Downstream_WattAve - Blw_FremontWeir,16,38,45672.98942
AR_Downstream_WattAve - Butte6,16,61,47325.40076
AR_Downstream_WattAve - Hood Release,16,90,48648.97827
AR_Downstream_WattAve - Hood_RT,16,91,48793.06099
AR_Downstream_WattAve - Above_Hood,16,1,49457.64486
AR_Downstream_WattAve - Hood,16,89,50157.33427
AR_Downstream_WattAve - Blw_Hood,16,39,53892.69854
AR_Downstream_WattAve - Blw_Sutter,16,44,56876.69907
AR_Downstream_WattAve - SutterSlough,16,133,57376.47268
AR_Downstream_WattAve - BC_Beach,16,33,57505.88216
AR_Downstream_WattAve - Butte5,16,60,57748.25639
AR_Downstream_WattAve - Knights_RST,16,99,59162.12709
AR_Downstream_WattAve - Blw_Steamboat,16,43,59736.51512
AR_Downstream_WattAve - SteamboatSlough,16,130,59981.99945
AR_Downstream_WattAve - KnightsLandingBr,16,101,62459.32224
AR_Downstream_WattAve - MinorBlwSutter,16,112,63746.66581
AR_Downstream_WattAve - MinerNorth,16,111,63840.53287
AR_Downstream_WattAve - KnightsLanding,16,100,65045.62739
AR_Downstream_WattAve - Butte4,16,59,65659.82805
AR_Downstream_WattAve - SutterSteamJunc,16,134,66571.80692
AR_Downstream_WattAve - Butte3,16,58,67224.73611
AR_Downstream_WattAve - Georgiana_Slough,16,85,69163.64822
AR_Downstream_WattAve - BlwGeorgiana,16,48,69328.04231
AR_Downstream_WattAve - Lower Minor,16,102,73860.69839
AR_Downstream_WattAve - StarBend,16,129,75326.91304
AR_Downstream_WattAve - YB_LibertyIsBase,16,140,76530.18228
AR_Downstream_WattAve - BaseSutterSteam,16,21,76724.69744
AR_Downstream_WattAve - Hwy84Ferry,16,94,78578.54547
AR_Downstream_WattAve - Butte2,16,57,79279.61276
AR_Downstream_WattAve - SR_Mouth,16,128,80203.84935
AR_Downstream_WattAve - RioVistaBr,16,121,81055.16873
AR_Downstream_WattAve - FR Boyds Release,16,78,81636.26957
AR_Downstream_WattAve - BoydsPump,16,53,81873.84607
AR_Downstream_WattAve - BlwChinaBend,16,46,82114.78585
AR_Downstream_WattAve - ToeDrainBase,16,136,83314.32363
AR_Downstream_WattAve - ShanghaiBend,16,124,86376.97537
AR_Downstream_WattAve - GeorgeMok,16,84,87976.25048
AR_Downstream_WattAve - Bullock Bend,16,54,88781.03543
AR_Downstream_WattAve - ThreeMile,16,135,89784.21783
AR_Downstream_WattAve - Butte1,16,56,89877.0032
AR_Downstream_WattAve - Butte0.5,16,55,90321.83345
AR_Downstream_WattAve - ToeDrainRST,16,137,90361.71935
AR_Downstream_WattAve - SutterBypass Weir2 RST,16,132,90367.13876
AR_Downstream_WattAve - SouthofBW,16,127,91142.76405
AR_Downstream_WattAve - Mok_NF_end,16,114,91402.84204
AR_Downstream_WattAve - DeckerIsland,16,71,92456.44802
AR_Downstream_WattAve - SJ_JerseyPt,16,126,97800.95052
AR_Downstream_WattAve - Mok_SF_Blw_Hwy12,16,116,98172.01601
AR_Downstream_WattAve - Mok_SF_end,16,117,98951.80509
AR_Downstream_WattAve - BlwTisdale,16,51,103150.0589
AR_Downstream_WattAve - AntiochBridge,16,15,103998.1802
AR_Downstream_WattAve - Mok_NF,16,113,104332.7441
AR_Downstream_WattAve - YB_LisbonWeir,16,141,105033.5349
AR_Downstream_WattAve - Antioch,16,14,105466.8886
AR_Downstream_WattAve - Mok_SF,16,115,106120.0727
AR_Downstream_WattAve - ChippsW,16,65,106807.773
AR_Downstream_WattAve - ChippsE,16,64,107324.1691
AR_Downstream_WattAve - DeltaCross_Channel,16,77,107747.4105
AR_Downstream_WattAve - SJ_Dutch Slough,16,125,108076.2076
AR_Downstream_WattAve - SunsetPumps,16,131,109886.1096
AR_Downstream_WattAve - AbvTisdale,16,9,111140.8235
AR_Downstream_WattAve - YB_LeveeMarker,16,139,112951.4087
AR_Downstream_WattAve - Colusa BC2,16,68,113088.679
AR_Downstream_WattAve - Old River,16,119,117260.1898
AR_Downstream_WattAve - MiddleRiver,16,104,118416.3761
AR_Downstream_WattAve - MeridanBr,16,103,118472.8178
AR_Downstream_WattAve - AbvColusaBr,16,7,121599.3228
AR_Downstream_WattAve - BlwMoulton,16,49,121599.3228
AR_Downstream_WattAve - Colusa BC3,16,69,122090.4672
AR_Downstream_WattAve - Abv Grimes,16,2,123156.9835
AR_Downstream_WattAve - CoxRiffle,16,70,124068.8302
AR_Downstream_WattAve - Benicia,16,34,127435.5825
AR_Downstream_WattAve - Gridley_Rel,16,88,127658.2849
AR_Downstream_WattAve - AbvColusaBrRT,16,8,128125.6427
AR_Downstream_WattAve - YB_OldRiverRd,16,142,128871.0424
AR_Downstream_WattAve - KnaggsRanch_BlwRel,16,97,132020.94
AR_Downstream_WattAve - KnaggsRanch_Rel,16,98,132129.3748
AR_Downstream_WattAve - Colusa AC2,16,66,132388.0534
AR_Downstream_WattAve - Colusa AC3,16,67,145137.8801
AR_Downstream_WattAve - BlwButteBr,16,45,152135.1209
AR_Downstream_WattAve - ButteBr,16,62,157819.2145
AR_Downstream_WattAve - BlwOrd,16,50,175321.5288
AR_Downstream_WattAve - GoldenGateE,16,86,183273.9349
AR_Downstream_WattAve - GoldenGateW,16,87,184100.1009
AR_Downstream_WattAve - Blw_IrvineFinch,16,40,208013.4745
AR_Downstream_WattAve - GCID_abv,16,82,217333.1395
AR_Downstream_WattAve - GCID_blw,16,83,217333.1395
AR_Downstream_WattAve - Abv_Otter_Island,16,4,232637.8854
AR_Downstream_WattAve - Abv_WoodsonBr,16,6,238461.0059
AR_Downstream_WattAve - DeerCk4,16,76,243144.2652
AR_Downstream_WattAve - DeerCk3,16,75,246201.0713
AR_Downstream_WattAve - DeerCk2,16,74,246496.589
AR_Downstream_WattAve - DeerCk1,16,73,250180.1705
AR_Downstream_WattAve - DeerCk_RST,16,72,255052.4379
AR_Downstream_WattAve - Mill_Ck_Conf,16,105,255290.6652
AR_Downstream_WattAve - MillCk3,16,110,257021.6786
AR_Downstream_WattAve - MillCk2,16,109,258239.6114
AR_Downstream_WattAve - MillCk1.5,16,108,261885.9041
AR_Downstream_WattAve - MillCk1,16,107,263486.7711
AR_Downstream_WattAve - Hunters,16,92,263996.2014
AR_Downstream_WattAve - MillCk_RST_Rel,16,106,264270.6906
AR_Downstream_WattAve - AntelopeConf,16,13,268734.0582
AR_Downstream_WattAve - Blw_Salt,16,42,270490.5152
AR_Downstream_WattAve - JV_Glide,16,96,272252.7236
AR_Downstream_WattAve - AntelopeCk2,16,12,272373.1041
AR_Downstream_WattAve - Abv_RBPP,16,5,274867.34
AR_Downstream_WattAve - RedBluffDivDam,16,120,274867.34
AR_Downstream_WattAve - AntelopeCk1,16,11,277098.677
AR_Downstream_WattAve - Adobe,16,10,282077.4209
AR_Downstream_WattAve - Blw_Paynes_Ck,16,41,289988.2744
AR_Downstream_WattAve - Battle_Conf,16,22,321126.433
AR_Downstream_WattAve - BattleCk4,16,32,322046.1712
AR_Downstream_WattAve - BattleCk3,16,31,325124.2378
AR_Downstream_WattAve - BattleCk1_2014,16,27,327499.1273
AR_Downstream_WattAve - BattleCk2,16,28,328619.9488
AR_Downstream_WattAve - BattleCk_Bridge,16,23,329066.9261
AR_Downstream_WattAve - BattleCk2_2014,16,29,329999.1114
AR_Downstream_WattAve - BattleCk1,16,26,330368.1731
AR_Downstream_WattAve - BattleCk250BlwFL,16,30,330617.5702
AR_Downstream_WattAve - BattleCk_CNFH,16,24,330729.1023
AR_Downstream_WattAve - BattleCk_RST_Rel,16,25,330774.3067
AR_Downstream_WattAve - BlwCowCr,16,47,334985.3706
AR_Downstream_WattAve - Blw_ClearCr,16,35,349697.9445
AR_Downstream_WattAve - Bonnyview_Rel,16,52,354652.3208
AR_Downstream_WattAve - Blw_Cypress,16,36,358236.0823
AR_Downstream_WattAve - Hwy 44 Bridge,16,93,361958.3665
AR_Downstream_WattAve - Caldwell Park_Rel,16,63,365475.5005
AR_Mouth - AR_Mouth,17,17,0
AR_Mouth - TowerBridge,17,138,2252.072031
AR_Mouth - I80_Br,17,95,3507.104837
AR_Mouth - AR_Upstream_Hwy80,17,20,6732.57503
AR_Mouth - SacTrawl1,17,122,7253.061605
AR_Mouth - SacTrawl2,17,123,7603.32572
AR_Mouth - AR_Downstream_WattAve,17,16,14015.4999
AR_Mouth - Freeport Div.,17,80,21063.81627
AR_Mouth - FreeportBr,17,81,21063.81627
AR_Mouth - Freeport,17,79,21913.78895
AR_Mouth - AR_RanchoCordova,17,18,25493.33274
AR_Mouth - Abv_FremontWeir,17,3,31657.48952
AR_Mouth - Blw_FRConf,17,37,31657.48952
AR_Mouth - Blw_FremontWeir,17,38,31657.48952
AR_Mouth - AR_Sunrise_Ramp,17,19,32213.6557
AR_Mouth - Butte6,17,61,33309.90085
AR_Mouth - Hood Release,17,90,34633.47836
AR_Mouth - Hood_RT,17,91,34777.56109
AR_Mouth - Above_Hood,17,1,35442.14496
AR_Mouth - Nimbus Hatchery RW,17,118,35914.83835
AR_Mouth - Hood,17,89,36141.83437
AR_Mouth - Blw_Hood,17,39,39877.19864
AR_Mouth - Blw_Sutter,17,44,42861.19917
AR_Mouth - SutterSlough,17,133,43360.97278
AR_Mouth - BC_Beach,17,33,43490.38226
AR_Mouth - Butte5,17,60,43732.75649
AR_Mouth - Knights_RST,17,99,45146.62719
AR_Mouth - Blw_Steamboat,17,43,45721.01522
AR_Mouth - SteamboatSlough,17,130,45966.49955
AR_Mouth - KnightsLandingBr,17,101,48443.82234
AR_Mouth - MinorBlwSutter,17,112,49731.16591
AR_Mouth - MinerNorth,17,111,49825.03297
AR_Mouth - KnightsLanding,17,100,51030.12749
AR_Mouth - Butte4,17,59,51644.32814
AR_Mouth - SutterSteamJunc,17,134,52556.30702
AR_Mouth - Butte3,17,58,53209.23621
AR_Mouth - Georgiana_Slough,17,85,55148.14831
AR_Mouth - BlwGeorgiana,17,48,55312.54241
AR_Mouth - Lower Minor,17,102,59845.19849
AR_Mouth - StarBend,17,129,61311.41313
AR_Mouth - YB_LibertyIsBase,17,140,62514.68238
AR_Mouth - BaseSutterSteam,17,21,62709.19754
AR_Mouth - Hwy84Ferry,17,94,64563.04557
AR_Mouth - Butte2,17,57,65264.11286
AR_Mouth - SR_Mouth,17,128,66188.34945
AR_Mouth - RioVistaBr,17,121,67039.66883
AR_Mouth - FR Boyds Release,17,78,67620.76967
AR_Mouth - BoydsPump,17,53,67858.34617
AR_Mouth - BlwChinaBend,17,46,68099.28595
AR_Mouth - ToeDrainBase,17,136,69298.82373
AR_Mouth - ShanghaiBend,17,124,72361.47547
AR_Mouth - GeorgeMok,17,84,73960.75058
AR_Mouth - Bullock Bend,17,54,74765.53552
AR_Mouth - ThreeMile,17,135,75768.71793
AR_Mouth - Butte1,17,56,75861.50329
AR_Mouth - Butte0.5,17,55,76306.33354
AR_Mouth - ToeDrainRST,17,137,76346.21945
AR_Mouth - SutterBypass Weir2 RST,17,132,76351.63886
AR_Mouth - SouthofBW,17,127,77127.26415
AR_Mouth - Mok_NF_end,17,114,77387.34214
AR_Mouth - DeckerIsland,17,71,78440.94812
AR_Mouth - SJ_JerseyPt,17,126,83785.45062
AR_Mouth - Mok_SF_Blw_Hwy12,17,116,84156.51611
AR_Mouth - Mok_SF_end,17,117,84936.30518
AR_Mouth - BlwTisdale,17,51,89134.55904
AR_Mouth - AntiochBridge,17,15,89982.68035
AR_Mouth - Mok_NF,17,113,90317.24419
AR_Mouth - YB_LisbonWeir,17,141,91018.03504
AR_Mouth - Antioch,17,14,91451.38869
AR_Mouth - Mok_SF,17,115,92104.57282
AR_Mouth - ChippsW,17,65,92792.27308
AR_Mouth - ChippsE,17,64,93308.66923
AR_Mouth - DeltaCross_Channel,17,77,93731.91063
AR_Mouth - SJ_Dutch Slough,17,125,94060.7077
AR_Mouth - SunsetPumps,17,131,95870.60966
AR_Mouth - AbvTisdale,17,9,97125.32358
AR_Mouth - YB_LeveeMarker,17,139,98935.90877
