GEN,LAT,LON,Year,Type,study
SR_BendBridge,40.26765,-122.2144833,2009,Vemco,CM
SR_BendBridge,40.26765,-122.2144833,2010,Vemco,CM
SR_Blw_Ord,39.56482,-122.00021,2007,Vemco,CM
SR_Blw_Ord,39.56482,-122.00021,2008,Vemco,CM
SR_Blw_Ord,39.56482,-122.00021,2009,Vemco,CM
SR_Blw_Ord,39.56482,-122.00021,2010,Vemco,CM
SR_Blw_RBDD,40.15263333,-122.1942333,2007,Vemco,CM
SR_Blw_RBDD,40.15263333,-122.1942333,2008,Vemco,CM
SR_Blw_RBDD,40.15263333,-122.1942333,2009,Vemco,CM
SR_Blw_RBDD,40.15263333,-122.1942333,2010,Vemco,CM
SR_BlwAntelopeCk,40.07591,-122.12418,2008,Vemco,CM
SR_BlwAntelopeCk,40.07591,-122.12418,2009,Vemco,CM
SR_BlwAntelopeCk,40.07591,-122.12418,2010,Vemco,CM
SR_BlwButte,39.34893,-122.01784,2007,Vemco,CM
SR_BlwButte,39.34893,-122.01784,2008,Vemco,CM
SR_BlwButte,39.34893,-122.01784,2009,Vemco,CM
SR_BlwButte,39.34893,-122.01784,2010,Vemco,CM
SR_BlwChinaBend,38.88333,-121.8167,2007,Vemco,CM
SR_BlwChinaBend,38.88435,-121.8167,2008,Vemco,CM
SR_BlwChinaBend,38.88333,-121.8167,2009,Vemco,CM
SR_BlwChinaBend,38.88435,-121.8167,2010,Vemco,CM
SR_BlwChinaBend,38.88435,-121.8167,2011,Vemco,CM
SR_BlwDeerCk,39.95646667,-122.0787167,2007,Vemco,CM
SR_BlwDryCk,39.98035,-122.0944667,2007,Vemco,CM
SR_BlwGCID,39.79129,-122.03784,2007,Vemco,CM
SR_BlwGCID,39.79129,-122.03784,2008,Vemco,CM
SR_BlwGCID,39.79129,-122.03784,2009,Vemco,CM
SR_BlwGCID,39.79129,-122.03784,2010,Vemco,CM
SR_BlwGCID,39.79094,-122.0368,2011,Vemco,CM
SR_BlwGeorgiana,38.23961,-121.52519,2008,Vemco,CM
SR_BlwGeorgiana,38.23961,-121.52519,2009,Vemco,CM
SR_BlwGeorgiana,38.23961,-121.52519,2010,Vemco,CM
SR_BlwGeorgiana,38.23961,-121.52519,2011,Vemco,CM
SR_BlwIrvineFinch,39.73136667,-121.9729333,2007,Vemco,CM
SR_BlwIrvineFinch,39.73136667,-121.9729333,2008,Vemco,CM
SR_BlwIrvineFinch,39.73136667,-121.9729333,2009,Vemco,CM
SR_BlwIrvineFinch,39.73136667,-121.9729333,2010,Vemco,CM
SR_BlwMillCk,40.04086667,-122.1147,2007,Vemco,CM
SR_BlwSteam,38.29981667,-121.5697833,2008,Vemco,CM
SR_BlwSteam,38.29981667,-121.5697833,2009,Vemco,CM
SR_BlwSteam,38.29981667,-121.5697833,2010,Vemco,CM
SR_BlwSteam,38.29981667,-121.5697833,2011,Vemco,CM
SR_BoulderHole,40.30092,-122.15702,2009,Vemco,CM
SR_BoulderHole,40.30092,-122.15702,2010,Vemco,CM
SR_ButteCityBr,39.45716667,-121.9953167,2007,Vemco,CM
SR_ButteCityBr,39.45716667,-121.9953167,2008,Vemco,CM
SR_ButteCityBr,39.45716667,-121.9953167,2009,Vemco,CM
SR_ButteCityBr,39.45716667,-121.9953167,2010,Vemco,CM
SR_ChinaRapids,40.24489,-122.17663,2007,Vemco,CM
SR_ChinaRapids,40.24489,-122.17663,2008,Vemco,CM
SR_ChinaRapids,40.24489,-122.17663,2009,Vemco,CM
SR_ChinaRapids,40.24489,-122.17663,2010,Vemco,CM
SR_DCCNorth,38.25708333,-121.517,2007,Vemco,CM
SR_DCCNorth,38.25708333,-121.517,2008,Vemco,CM
SR_DCCSouth,38.24175,-121.5148,2008,Vemco,CM
SR_DCCSouth,38.24175,-121.5148,2009,Vemco,CM
SR_DCCSouth,38.24175,-121.5148,2010,Vemco,CM
SR_DCCSouth,38.24175,-121.5148,2011,Vemco,CM
SR_Elkhorn_1,38.667765,-121.620185,2008,Vemco,CM
SR_Elkhorn_1,38.667765,-121.620185,2009,Vemco,CM
SR_Elkhorn_2,38.658911,-121.606269,2008,Vemco,CM
SR_Freeport,38.45556667,-121.5022,2007,Vemco,CM
SR_Freeport,38.45556667,-121.5022,2008,Vemco,CM
SR_Freeport,38.45556667,-121.5022,2009,Vemco,CM
SR_Freeport,38.45556667,-121.5022,2010,Vemco,CM
SR_Freeport,38.45556667,-121.5022,2011,Vemco,CM
SR_GarciaBend,38.488712,-121.551882,2008,Vemco,CM
SR_GarciaBend,38.488712,-121.551882,2009,Vemco,CM
SR_GarciaBend,38.488712,-121.551882,2010,Vemco,CM
SR_I-80/50Br,38.57069,-121.51579,2007,Vemco,CM
SR_I-80/50Br,38.57069,-121.51579,2008,Vemco,CM
SR_I-80/50Br,38.57069,-121.51579,2009,Vemco,CM
SR_I-80/50Br,38.57069,-121.51579,2010,Vemco,CM
SR_I-80/50Br,38.5713,-121.5163,2011,Vemco,CM
SR_Isleton,38.163032,-121.616706,2008,Vemco,CM
SR_Isleton,38.163032,-121.616706,2009,Vemco,CM
SR_Isleton,38.163032,-121.616706,2010,Vemco,CM
SR_IstBridge,38.58559694,-121.5064458,2010,Vemco,CM
SR_IstBridge,38.58559694,-121.5064458,2011,Vemco,CM
SR_JellysFerry,40.31707,-122.18977,2007,Vemco,CM
SR_JellysFerry,40.31707,-122.18977,2008,Vemco,CM
SR_JellysFerry,40.31707,-122.18977,2009,Vemco,CM
SR_KnightsBr,38.80266,-121.71918,2007,Vemco,CM
SR_KnightsBr,38.80266,-121.71918,2008,Vemco,CM
SR_KnightsBr,38.80266,-121.71918,2009,Vemco,CM
SR_KnightsBr,38.80266,-121.71918,2010,Vemco,CM
SR_KnightsBr,38.80266,-121.71918,2011,Vemco,CM
SR_KnightsLanding,38.80537,-121.72367,2008,Vemco,CM
SR_KnightsLanding,38.80537,-121.72367,2009,Vemco,CM
SR_KnightsLanding,38.80537,-121.72367,2010,Vemco,CM
SR_KnightsLanding,38.80537,-121.72367,2011,Vemco,CM
SR_Massacre_Flat,40.32114,-122.1522,2008,Vemco,CM
SR_Massacre_Flat,40.32114,-122.1522,2009,Vemco,CM
SR_Massacre_Flat,40.32114,-122.1522,2010,Vemco,CM
SR_MeridianBr,39.14173333,-121.9208333,2007,Vemco,CM
SR_MeridianBr,39.14173333,-121.9208333,2008,Vemco,CM
SR_MeridianBr,39.14173333,-121.9208333,2009,Vemco,CM
SR_MeridianBr,39.14173333,-121.9208333,2010,Vemco,CM
SR_Mouth,38.17392,-121.64831,2007,Vemco,CM
SR_Mouth,38.17392,-121.64831,2008,Vemco,CM
SR_Mouth,38.17392,-121.64831,2009,Vemco,CM
SR_Mouth,38.17392,-121.64831,2010,Vemco,CM
SR_Mouth,38.17392,-121.64831,2011,Vemco,CM
SR_Mouth,38.17303,-121.65331,2013,JSATS,JSATS
SR_Mouth,38.17303,-121.65331,2014,JSATS,JSATS
SR_Mouth,38.17303,-121.65331,2015,JSATS,JSATS
SR_Mouth,38.17303,-121.65331,2016,JSATS,JSATS
SR_Mouth,38.17303,-121.65331,2017,JSATS,JSATS
SR_NewCk,40.14627,-122.1528,2007,Vemco,CM
SR_NewCk,40.14627,-122.1528,2008,Vemco,CM
SR_NewCk,40.14627,-122.1528,2009,Vemco,CM
SR_NewCk,40.14627,-122.1528,2010,Vemco,CM
SR_OrdBend,39.62643333,-121.9895833,2007,Vemco,CM
SR_RedBluff,40.19932,-122.22157,2007,Vemco,CM
SR_RedBluff,40.19932,-122.22157,2008,Vemco,CM
SR_RedBluff,40.19932,-122.22157,2009,Vemco,CM
SR_RedBluff,40.19932,-122.22157,2010,Vemco,CM
SR_RioVista,38.15906,-121.68491,2007,Vemco,CM
SR_RioVista,38.15906,-121.68491,2008,Vemco,CM
SR_RioVista,38.15906,-121.68491,2009,Vemco,CM
SR_RioVista,38.15906,-121.68491,2010,Vemco,CM
SR_RioVista,38.15906,-121.68491,2011,Vemco,CM
SR_RM69,38.66312,-121.61293,2009,Vemco,CM
SR_RM69,38.66312,-121.61293,2010,Vemco,CM
SR_RM72,38.69494,-121.63343,2009,Vemco,CM
SR_RM72,38.69494,-121.63343,2010,Vemco,CM
SR_RM85,38.7654,-121.69054,2009,Vemco,CM
SR_RM85,38.7654,-121.69054,2010,Vemco,CM
SR_RM92,38.81321,-121.72358,2009,Vemco,CM
SR_RM92,38.81321,-121.72358,2010,Vemco,CM
SR_Ryde,38.23783333,-121.5572833,2007,Vemco,CM
SR_Ryde,38.23422,-121.558516,2008,Vemco,CM
SR_Ryde,38.23422,-121.558516,2009,Vemco,CM
SR_Ryde,38.23422,-121.558516,2010,Vemco,CM
SR_SRWTPD_VPS,38.5916,-121.5083,2010,Vemco,CM
SR_SRWTPD_VPS,38.59233,-121.50687,2011,Vemco,CM
SR_Steamboat,38.28498333,-121.5868333,2007,Vemco,CM
SR_Steamboat,38.28498333,-121.5868333,2008,Vemco,CM
SR_Steamboat,38.28498333,-121.5868333,2009,Vemco,CM
SR_Steamboat,38.28498333,-121.5868333,2010,Vemco,CM
SR_Steamboat,38.28498333,-121.5868333,2011,Vemco,CM
SR_SteamboatS,38.18316667,-121.6579167,2007,Vemco,CM
SR_SteamboatS,38.18316667,-121.6579167,2008,Vemco,CM
SR_SteamboatS,38.18316667,-121.6579167,2009,Vemco,CM
SR_SteamboatS,38.18316667,-121.6579167,2010,Vemco,CM
SR_SteamboatS,38.18316667,-121.6579167,2011,Vemco,CM
SR_SturgeonHole,40.31127,-122.14927,2007,Vemco,CM
SR_SturgeonHole,40.31256,-122.14945,2008,Vemco,CM
SR_SturgeonHole,40.31256,-122.14945,2009,Vemco,CM
SR_SturgeonHole,40.31256,-122.14945,2010,Vemco,CM
SR_SutterSlough,38.33188,-121.58284,2007,Vemco,CM
SR_SutterSlough,38.33188,-121.58284,2008,Vemco,CM
SR_SutterSlough,38.33188,-121.58284,2009,Vemco,CM
SR_SutterSlough,38.33188,-121.58284,2010,Vemco,CM
SR_SutterSlough,38.33188,-121.58284,2011,Vemco,CM
SR_SutterSteam,38.25243333,-121.6024333,2007,Vemco,CM
SR_SutterSteam,38.25243333,-121.6024333,2008,Vemco,CM
SR_SutterSteam,38.24627,-121.60255,2009,Vemco,CM
SR_SutterSteam,38.24627,-121.60255,2010,Vemco,CM
SR_SutterSteam,38.24627,-121.60255,2011,Vemco,CM
SR_Tower,38.58051392,-121.5086992,2010,Vemco,CM
SR_Tower,38.58051392,-121.5086992,2011,Vemco,CM
SR_Woodson_Temp,39.91937,-122.08495,2008,Vemco,CM
SR_Woodson_Temp,39.91937,-122.08495,2009,Vemco,CM
SR_Woodson_Temp,39.91937,-122.08495,2010,Vemco,CM
StarBend,39.00988,-121.5938,2012,JSATS,JSATS
StarBend,39.00988,-121.5938,2013,JSATS,JSATS
StarBend,39.00988,-121.5938,2014,JSATS,JSATS
Steam_Marina,38.30286,-121.57902,2009,Vemco,CM
Steam_Marina,38.30286,-121.57902,2010,Vemco,CM
Steam_Marina,38.30286,-121.57902,2011,Vemco,CM
Steamboat,38.28498,-121.5868,2012,Vemco,YoloAce
Steamboat,38.28498,-121.5868,2013,Vemco,YoloAce
SteamboatSlough,38.30026,-121.58067,2013,JSATS,JSATS
SteamboatSlough,38.30026,-121.58067,2014,JSATS,JSATS
SteamboatSlough,38.30026,-121.58067,2015,JSATS,JSATS
SteamboatSlough,38.30026,-121.58067,2016,JSATS,JSATS
SteamboatSlough,38.30026,-121.58067,2017,JSATS,JSATS
STMD.4,38.19038333,-121.6402,2016,Vemco,YBUS
STMU.1,38.29983333,-121.58055,2016,Vemco,YBUS
SunsetPumps,39.25139,-121.63476,2013,JSATS,JSATS
Sutter,38.3286,-121.5778,2012,Vemco,YoloAce
Sutter,38.3286,-121.5778,2013,Vemco,YoloAce
Sutter_Blw_Miner,38.28426,-121.60399,2010,Vemco,CM
Sutter_Blw_Miner,38.28426,-121.60399,2011,Vemco,CM
SutterSlough,38.33225,-121.58294,2013,JSATS,JSATS
SutterSlough,38.33225,-121.58294,2014,JSATS,JSATS
SutterSlough,38.33225,-121.58294,2015,JSATS,JSATS
SutterSlough,38.33178,-121.58308,2016,JSATS,JSATS
SutterSlough,38.33178,-121.58308,2017,JSATS,JSATS
SutterSteamJunc,38.25163,-121.60279,2013,JSATS,JSATS
SutterSteamJunc,38.25286,-121.60237,2015,JSATS,JSATS
SutterSteamJunc,38.25286,-121.60237,2016,JSATS,JSATS
SutterSteamJunc,38.25163,-121.60279,2017,JSATS,JSATS
ThreeMile,38.11446667,-121.68445,2007,Vemco,CM
ThreeMile,38.11446667,-121.68445,2008,Vemco,CM
ThreeMile,38.11446667,-121.68445,2009,Vemco,CM
ThreeMile,38.11446667,-121.68445,2010,Vemco,CM
ThreeMile,38.11446667,-121.68445,2011,Vemco,CM
ThreeMile,38.113547,-121.687289,2013,JSATS,JSATS
ThreeMile,38.11595,-121.68571,2014,JSATS,JSATS
ThreeMile,38.113547,-121.687289,2015,JSATS,JSATS
ThreeMile,38.11595,-121.68571,2016,JSATS,JSATS
ThreeMile,38.113547,-121.687289,2017,JSATS,JSATS
ThreeMile2,38.10521,-121.69419,2009,Vemco,CM
ThreeMile2,38.10521,-121.69419,2010,Vemco,CM
ThreeMile2,38.10521,-121.69419,2011,Vemco,CM
Tisdale Weir,39.025019,-121.822511,2016,Vemco,YBUS
ToeDrainBase,38.29076,-121.6608,2016,JSATS,JSATS
ToeDrainBase,38.29076,-121.6608,2017,JSATS,JSATS
ToeDrainRST,38.3525,-121.64337,2017,JSATS,JSATS
TowerBridge,38.58046,-121.5087,2012,JSATS,JSATS
TowerBridge,38.58046,-121.5087,2013,JSATS,JSATS
TowerBridge,38.58046,-121.5087,2014,JSATS,JSATS
TowerBridge,38.58046,-121.5087,2016,JSATS,JSATS
TowerBridge,38.58046,-121.5087,2017,JSATS,JSATS
Tracy_Fish_Facility,37.815869,-121.559094,2008,Vemco,CM
UpperMiner,38.29174,-121.63097,2012,Vemco,YoloAce
Verona,38.7821,-121.615,2016,Vemco,YBUS
YB_BCE,38.22792,-121.67347,2016,Vemco,YBUS
YB_BCE2,38.22336,-121.67261,2016,Vemco,YBUS
YB_BCW,38.22786,-121.6758,2016,Vemco,YBUS
YB_BCW2,38.22304,-121.67489,2016,Vemco,YBUS
YB_LibertyIsBase,38.2243,-121.67281,2015,JSATS,JSATS
YB_LibertyIsBase,38.22411,-121.67524,2016,JSATS,JSATS
YB_LibertyIsBase,38.22411,-121.67524,2017,JSATS,JSATS
YB_ToeDrain_Base,38.2904031,-121.6610132,2016,Vemco,YBUS
YBUS_I80_180_1,38.572972,-121.584149,2016,Vemco,YBUS
Yolo Bypass @ Fremont Weir,38.762324,-121.651904,2016,Vemco,YBUS
Yolo Bypass @ I5,38.677746,-121.644409,2016,Vemco,YBUS
